tweetid	sentiment	text
312155205573693441	negative	@sasdomaso frag ich mich auch jedes Jahr am 14 . Hier deine Antwort :P apst Gelasius I. hat 469  den Gedenktag eingeführt . Immer diese Kirche ;-)
311917344509280256	positive	RT @fabie5SOS_1D : Der Papst muss sich noch Schminken :) hat mein Bruder gesagt :D xD
311915694025490432	positive	RT @energyberlin : Habemus Papam ! Wir haben einen #Papst !! Jetzt schauen wir erstmal stundenlang zum #Fenster .. ;-)
312089014628917250	positive	@FCBSpox Huhahha , der war gut ! Ich liebe Selbstironie ! Kein Papst aus Bayern mehr u. schon geht ' s bergab ...
312034828436533248	positive	Erstaunen und dann Jubel über den Überraschungs - Papst http://t.co/s5ySg7epHX
311921580756320257	neutral	Ich weiß ja noch gar nicht , ob ihr es schon wusstet , aber es gibt einen neuen #Papst .
311927213387833344	neutral	die Trends hier bestehen aus : Champions Leauge &amp; Papst .
311913160670068736	negative	RT @_ungenau_ : Endlich ist die Show vorbei und wir haben einen neuen Papst . Weiß zufällig jemand , in welchem Möbelhaus er zuerst singt ?
311903619991629824	neutral	Ist der alte Papst eigentlich in seinem weißen Gewand verbrannt worden weil es da so raucht ? #papst
311914001506373632	neutral	Der neue #papst wird Ihnen präsentiert von .... Krombacher #papstspott
311908846706774016	neutral	Der neue Papst wird ein Mann … sein
311912096084422657	negative	ihr seid irgendwie so unlustig grad mit euren papst witzen
311943391795625985	neutral	RT @khaleesibitches : Wenn der neue Papst Stil hat , tritt er in Begleitung des Imperialen Marschs aus dem Kabuff . Da er aber Papst ist , w ...
311905067806650369	positive	Neuer #papst und das fast zur primetime ... gespannt bin ich schon etwas
311925503785324545	neutral	"Der erste Tweet zum neuen Papst von "" @Pontifex : HABEMUS PAPAM FRANCISCUM """
311909591216693249	positive	#derwesten : Papst : Weißer Rauch über Sixtinischer Kapelle - neuer Papst ist ... http://t.co/ydnGLZgBkE #okru
312145041068011520	positive	Die Junge Union gratuliert #Papst #Franziskus ! Unsere Pressemitteilung zur Wahl des neuen @Pontifex http://t.co/38oA961DDv
311911371933626368	positive	papst = unfehlbar. frage mich gerade , was das für die päpstliche trefferquote am stillen örtchen bedeutet ...
311924972782247936	positive	RT @Wohnprinz : Also ich kenne diesen Menschen nicht , der ab heute nun der neue #Papst ist . Mich hat er jedoch erreicht und bisher ist er ...
311904277524258816	positive	Wir haben einen neuen Papst ! Wer mag es sein ???
311913677534134272	neutral	welches papst hätten sie gerne ? Vorhang 1,  Vorhang 2 oder Vorhang 3 ? Oder doch lieber die Rätselkiste ?
311950886345777152	positive	"Franziskus I. : Der Papst sagt "" Buona Sera "" : Sympathisch , bescheiden , zurückhaltend - so zeigte sich Franziskus ... http://t.co/gKILwaTAff"
311912497806454784	negative	"RT @Heinrich1960 : Wenn der #Papst auf ' s scheißen geht , dann bleibt zurück der "" heilige Stuhl "" . ( au , der war schlecht , gaaanz schlecht ! )"
311939375015546881	positive	RT @RegSprecher : Kanzlerin #Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen. h ...
311967459022352385	positive	RT @welt Franziskus I. : Dieser Papst ist ein Schritt in eine neue Welt http://t.co/eFfSWwUark
312036075679932416	positive	Vatikan : Die Sehnsucht nach dem Umbruch : Die katholische Kirche hat einen neuen Papst : Der 76  Jahre alte Erzbi ... http://t.co/BOJFCU31ZU
311954886671613954	positive	RT @cr_newsfeed Viele Erwartungen an den neuen Papst http://t.co/adJi5Px4pC #suedkurier
311800597139566592	positive	RT @mcbigcas : Wer wird der neue #Papst ? Vielleicht Voten die ja für mich :D
311920824733011968	neutral	RT @7h3linguist : Immerhin spielen nicht Frei . Wild #papst
311936311579799553	positive	RT @PapstFranciscus : @LassZocken Dank ihm bin ich Papst . Der Joseph rockt !
311901584655257600	positive	Na jetzt bin ich mal gespannt , wer neuer papst ist ... #pope #weißerrauch
311928956356022272	neutral	Nachrichten : Neuer Papst ist gewählt ... Jorge Mario Bergoglio ... Franziskus I ... 76  Jahre alt ... Aus Argentinien
311826679997792256	positive	@_Anastasis_ würde Lombardi vermutlich antworten : das werden wir dann sehen , wenn der neue Papst diesesn wunsch wirklich ausdrückt ..... ;-)
311925718042935296	positive	YEAY :) wir haben einen neuen Papst Franziskus 1.  :) Beten wir für ihn und wünschen wir ihm den Segen Gottes :)
311916954602569729	negative	Tut mir Leid , technische Probleme , der Papst findet seine Dritten nicht und die Ministranten sind auch verschwunden ...
311921178103144448	neutral	Jetzt bei KiK : Modische Sommerkleider für Päpste . #Papst #Männerinweiß
311952569016655872	negative	RT @gallenbitter : Ich wünsche mir einen Papst , der Kondome vom Balkon aus in die Menge wirft .
311948465078927361	positive	@Anne_Reko ein Papst ! Ach ne vergiss es ^ ^ das wäre gestern um diese Zeit noch lustig gewesen ..
311907595688505345	neutral	Hat die #FDP schon die #Papst Zweitstimmen für sich reklamiert ?
311906705384546304	neutral	RT @ZDFsport : Der #Papst hat Vorfahrt , aber ab 19.40 Uhr zeigen wir das Warmup aus München im Livestream #FCBAFC http://t.co/EUL5fnRnSf
312193197625458690	neutral	 Papst Franziskus wird Kirche erlebbar machen  - DIE WELT http://t.co/dMyGTBrdp1
311924390164066305	negative	#papst Also wenn ich immer ufn Balkon möchte , ist da nie so viel Trubel * pfui *
311885203155075072	neutral	LOL Die Polizisten im Vatikan : halbnackte Protestantinnen gegen den Papst niederringen und erstmal die Möpse bedecken .
311969083111387137	positive	#news Wahl in Rom : Der Überraschungs - Papst : Mit diesem Mann hatte kaum jemand gerechnet : Jorge Ma ... http://t.co/TnMzOUa1XZ #nachrichten
311904703929794561	neutral	beim @ZDF spielt der #Papst heute beim #cl mit . Bloß auf welcher Seite ?
311913634982920192	neutral	RT @MaryMaschinez : Stell mir vor wie der Papst den Balkon betritt und sich Kevin der Erste nennt .
311905362246791170	neutral	Wenn es der Brasilianer ist , wird #Bild bestimmt behaupten ' Wir sind wieder Papst ' .
311800457502785536	neutral	@Bellofreaky Außerdem sprachst du zuletzt vom #Papst .. und dat is´ doch kein Mann #GottesVertreteraufErden oder so ^ ^
311925274822467585	negative	RT @_HerrVorragend : Man schaltet das Radio ein ... Papst . Man schaltet den TV ein ... Papst . Man guckt auf Facebook ... Papst . Jetzt hab ich A ...
311940215486943232	positive	RT @MuellerJung : Das knallt : Franziskus I. hat ( auch ) Chemie studiert . #Papst #fb
311903199751729152	neutral	Der Schornstein raucht immer noch ! Schneeweiß ! #papst #konklave
311946322355838976	neutral	RT @mathiasrichel : Laut ARD wird #klartext mit @peersteinbrueck verschoben auf 23.15 Uhr . Wegen Papst .
311914516348801024	neutral	Bei den Rauchzeichen wird ' s bestimmt ein Indianer und Steinbrück schickt die Kavallerie ! #pope #Pabst
311909425583620097	positive	Papst auf allen Rängen der Twitter - Deutschland - Trends ( em )
311919661367304192	neutral	LooL &gt; &gt; &gt; RT @HeikoPh : Wir haben einen Übergangspspst . 76  Jahre , mann wollte sich wohl nicht zu lange an einen #Papst binden .
311921033445773312	neutral	Seit 24  Stunden twitter ich , dass es ein Argentinier wird ... #Messi #Papst
311934698077175808	positive	Der Weiße Rauch Teil 1 - Papst Franziskus 1.  01:  http://t.co/iJlV3yZfxy via @youtube
311915790276366336	neutral	"RT @Agent_Dexter : Der Papst darf sich seinen Namen aussuchen ? Also ich würde mich für "" Batman "" entscheiden ."
311916591233265664	neutral	Das ist wie bei germanys next topmodel ! #papst
311918492649676802	positive	Die Kirche braucht einen freshen und tighten Papst um mehr Jugend in die Kirche zu locken , yo
311921665284136960	negative	Unmittelbar nach der Wahl spricht der frisch Gewählte zu seinem Wahlvolk ... ääh , Quatsch ... #papst
311923102391083008	neutral	RT @AliCologne : Warum hat man DAS gerade Jesus nicht gesagt ? #Papst #Kündigung http://t.co/ZYtIQuMEuA
311835174964961280	neutral	RT @StefanLeifert : #Konklave : Spekulationen zufolge hohe Wahlbeteiligung bei #Papst-Wahl .
311909618219614208	neutral	So , ich habe Feierabend . Der Papst fängt jetzt erst an .
312107045165858816	positive	Habemus Papam Franciscum ! Nicht einmal 24  Stunden im Amt und schon 6,5 Tsd. Likes bei Facebook ! #papst #franziskus #facebook #socialmedia
311953069149659136	neutral	@mwararsputwahs Papst reicht : 1,2 Milliarden Untertanen und Halleluja nur noch in ihrer Jeff Buckley Version .
311908764708130816	neutral	Ich warte noch auf das Funkemariechen . #papst #schweizergarde
311914006875090944	negative	Jetzt zeigt den Papst doch endlich mal o. o
311921350937817088	positive	Der Papst ist ein Opi ! :)
311923779376910337	negative	Der neue papst ist erst 30  minuten papst und alle in meiner tl ziehen schon über ihn her . Allen voran danilo . :)))
311930458143346688	positive	Ich hätte Pumuckel als Papst gewählt der Kobold mit dem rotem Haar ab zu unsichtbar dann fällt das Alter auch nicht so auf ! :-)
312160699029782529	positive	RT @zugeSCHNEIDERt : Mein Lieblingsfoto : Franziskus vor wenigen Tagen in der U - Bahn :) #Papst #Franziskus #Pope #Francis http://t.co/vEiu ...
311913165866823680	positive	Scherer wäre wenigstens ein saarländischer Papst , der auch Saarländisch kann :)
311905984933150720	positive	Wer ist wohl neuer Papst . Ich tippe mal auf einen Mann :-)
311904118648238080	positive	RT @AndreWeber1988 : Die Schwarmintelligenz verrät mir , dass ein neuer Papst gewählt wurde ;-)
311907515560517632	positive	RT @SonjaAblinger : @ArminWolf Auffällig . Der neue Papst kommt rechtzeitig zur #zib-Sendezeit . Wie habt ihr das hinbekommen :) ?
311905875327582208	positive	RT @AnonNewsDE : Im #Vatikan wird gerade per weißen Rauchenzeichen kommuniziert , dass ein neuer Pädophiler entdeckt wurde . #Papst :)
311905447131111424	positive	Ein neuer Papst ! - Oh , Pfannkuchen ! Für mich das Topthema des Abends :)
311920509254262785	positive	Sie wollen in einen normalen Wahlrhythmus kommen . RT @lieselm Warum die wohl so ‘nen alten Papst gewählt haben ? ;-)
311923360688922625	positive	Oh , der Papst twittert schon während er noch auf dem Balkon ist . ;-)
311955708214140929	positive	Der neue Papst ist gewählt am 13.03 . 13.  Welch ein Datum ;-)
311918778734755841	positive	Also , also ... auf @srf1 ... Der Name des neuen Papstes gab doch noch etwas Rätsel auf ;-) #papst
311913595271274497	positive	Weißer Rauch bei @ZDF #heute - Papst Auftritt in der @tagesschau ? Das öffentlich - rechtliche ist ein Fuchs ;-) #HabemusPapam
311953844617764866	positive	Jetzt , wo der Papst gewählt ist , könnt ihr euch ja den wichtigen Dingen widmen ;-) Neuer @GoToMeeting Produkttest http://t.co/RZQyQ09NMt
311920544104718336	positive	@Underc0ver Danke :*** wir haben nen neuen Papst :))
312155770579984387	positive	@dieternuhr Nuhr sei Dank ! Ich habe auch noch keinen Papst mit iPad gesehen , junger Mann ;-) .
311920799797899264	positive	Der ist ja putzig ! :) Der neue Papst .
311946944736022529	positive	@DerGottschalk ja die leute wollten , dass du papst wirst , weil du bist ja solange verheiratet , dass ist ja quasi wie zölibat ;-))
311911973015138304	positive	Ich freu mich so für den neuen Papst :)
311836952074805249	positive	"RT @VoiceFromOff : RUFT JETZT FÜR DEN PAPST AN ! 01379 ... Oder sende eine SMS mit "" Konklave1 "" an die 666 .... 6 ... :-)"
312080532743806976	negative	RT @AnonNewsDE : Im #Vatikan wird gerade per weißen Rauchenzeichen kommuniziert , dass ein neuer Pädophiler entdeckt wurde . #Papst :)
311918133407514624	positive	Der Argentinier ist Papst und hat einen schönen Papstnamen . Franziskus :)
311919072021446656	positive	Alle warten auf den Papst , der Grazer VSStÖ präsentiert die SpitzenkandidatInnen für die ÖH - Wahlen . :) http://t.co/LwU0sb3lgl
311982035839381504	positive	RT @manuelwaelti : Jetzt gar keine mehr :-) “ @PBroennimann : Der neue Papst @JMBergoglio : Vor 2 Minuten noch 25 ' 000  Twitter - Follower , jetz ...
311913732693438466	positive	RT @oliverdasgupta : Für alle , die es versäumt haben : Foto vom neuen #Papst . ;-) #konklave #pope http://t.co/52vT4weQHd
311920291544711168	positive	... jetzt spielt gleich Led Zeppelin - Stairway to heaven für den neuen Papst ;-)
311902770510848000	positive	Die Schwarmintelligenz verrät mir , dass ein neuer Papst gewählt wurde ;-)
311915189844983808	positive	RT @FalkSchacht : Für den Namen des Papst , würde ich den Wu - Tang Name Generator empfehlen . - - http://t.co/74kMhjEStL
312164682729414658	negative	Ein 76  jähriger Jungspund wurde Pabst . Ich denke es fehlt ihm an Erfahrung .
311870968190599168	neutral	Konklave - Die besten Apps zur Papst - Wahl : Ein neuer Papst wird gewählt : Mit diesen Apps haben Sie alle Infos ... http://t.co/qYcgj8TtIq
311916766362206209	neutral	Bin gerade schon sehr aufgeregt ... #papst
311849667841372160	positive	RT @elektra_42 : Online - Umfrage : Wie sehr interessiert Sie die Wahl des neuen Papstes ? http://t.co/xxhTwCmj08 #Papstwahl #Papst #Vatikan ...
311906318279647232	positive	Nur im Vatikan werden Entscheidungen nicht schon vorher auf Twitter verraten . Aber dass die Kirche gut schweigen kann , wussten wir ja #papst
311921392398512128	negative	RT @7h3linguist : Nach dem Hitlerjungen Josef jetzt der argentinische Militärputschist Jorge . Eine Kirche voller Liebe . #papst
311924013796569088	negative	RT @Volker_Beck : Die Homosexuellenehe war für den Kardinal , der jetzt Papst ist , eine Zerstörung von Gottes Plan http://t.co/CLH1W9oTGf
311920984183676929	positive	Und dann kommt tatsächlich der Zeitpunkt , an dem ich freiwillig Fußball gucken will . #papst
311916101179170818	positive	#habemuspapam Ist liberal und schwarz im Angebot ? So einen Papst würde ich mir wünschen !
311953597531312130	positive	RT @DanielKueng : #Papst Franciscus stimmt mich zuversichtlich : menschlich , bescheiden , gutherzig . Hoffentlich ändert sich etwas !
311923619083218944	positive	Uh mal kein #Papst aus Bayern . Das finde ich richtig angenehm .
311911521355714560	positive	Der Vorhang geht auf und dann nen #HarlemShake ; das wär echt genial !! #Papst #HabemusPapam #Petersplatz #Rom #Vatikan
311914567569637378	positive	Video : Neuer Papst gewählt : Tausende jubeln über weißen Rauch : Weißer Rauch über dem Vatikan : Tausende ... http://t.co/mydHHqgZle
311955781585080320	neutral	Ruhe in Frieden ist für Verstorbene “ @kathch : Die Baustellen der #Kirche ( Tagi ) Papst Franziskus I. kann sich kaum auf ruhige Jahre freuen
312177649231470592	negative	Der Papst – ein Freund der Diktatoren ? Sehr nachdenklich machende Hintergründe zum neuen #Papst : http://t.co/hrbURoNceS #habemuspapam
312154797501460482	negative	"kurze pause. selbst hier meinen alle schlaue sprüche bzgl dem papst zu machen . "" .. der nachfolger jesu "" täte nicht schlecht zu wissen , dass"
311921959074136064	positive	RT @OTWGerrit : Ich bin gerade mit einem Hupkonzert zur Arbeit gefahren als der Papst verkündet wurde . War das richtig ?
311833370231443458	neutral	man macht sich jetzt schon Gedanken ob der Papst , wenn er am Samstag gewählt wird , am Sonntag den Angelus betet ..... mamma mia
311924098680905730	positive	Von @zdf zu @phoenix_de geswitscht , da Fussball mich net interessiert . #Vatikan #Papst #HabemusPapam #Pope
311811608231960578	positive	RT @NonnoFrost : Ich will Papst werden und nur @Paperkarlie unterstützt mich . Frechheit . Hab euch nicht mehr lieb . :-)
311951153074147329	positive	Faymann hofft , dass sich der neue Papst für den Frieden einsetzen wird . Nein , das wird er sicher nicht . #zib2
312131659912839168	negative	Neuer #Papst : Alt , männlich , reaktionär , misogyn , homophob . Wie alle anderen Kandidaten auch . Breaking news my ass !
311904215406628864	neutral	RT @tagesspiegel_de : Erst grau , dann weiß : Es raucht am Petersplatz , der neue Papst ist gewählt . Es wird ein langer Abend in der Redakti ...
311909981500878848	neutral	War klar das der Papst so schnell gewählt wird ... Ich könnte auch nicht so lange ohne neue Katzenbilder aushalten ... #fb
311915948099637248	neutral	Ist der neue Papst eine Frau ? Wer sonst braucht so lang zum Anziehen ?? #habemusPapam
311946913970790400	negative	@d_stroppel @tinakempf @tinateekanne @floetzge @mmmatze wenn der Papst Pupst , nehmen dann die anderen um ihn herum die Schuld auf sich ?
312158492523892737	positive	Begeisterung über den neuen Papst Franziskus in Bayern : München ( dapd - bay ) . Kirchenvertreter und Pol ... http://t.co/zSB1Vy9iam #muenchen
311906767594459136	positive	Ach , es wird gleich bekannt gegeben wer der neue Papst ist ? Da lerne ich ja sogar lieber Französisch weiter . Das ist interessanter .
311795103398252546	neutral	Erstaunlich , wie das Thema #Papst breitgetreten wird .
311959372827856896	positive	"RT @ArminWolf : Der neue Papst 2010  zur Einführung der Homo - Ehe in Argentinien : "" Schachzug des Teufels "" ."
311992075757428736	neutral	Der neue #Papst kommt aus einem Gebiet , dass es laut jahrhundertealter Lehre der katholischen Kirche gar nicht geben kann .
311909867097030656	neutral	Nicht mal die #DSDS - Entscheidung hat so lange gedauert . #Papst #Konklave
311903757996785664	neutral	RT @red_hardliner : Ein neuer #Papst , danach #Steinbrück bei #AnneWill &amp; danach das neue #Samsung #GalaxyS4 . Ein wahrlich historische ...
312180256549257216	neutral	#Focus Papst Franziskus ' erster Tag - Franziskus besucht seinen Vorgänger Benedikt XVI . : An seine ... http://t.co/donzNfbZ8G #nachrichten
311914561487904768	neutral	“ @tazgezwitscher : #Papst wird gerade noch an seine neuen Klamotten angepasst. http://t.co/FNgbCZDUQ8 ”
311920906500984832	neutral	Und jetzt dürfen wir wieder alle posts über den Papst lesen .
311921414255017984	positive	hoffentlich sorgt der Papst als Nachfolger von Petrus für ordentliches Wetter
311918138348417024	neutral	RT @SabinePoehacker : Was bringt mehr ? Fußball oder Papst ?
311902383586304000	positive	RT @StefanLeifert : Ganz Rom ist ein lauter Jubelschrei . #papst #konklave
311912980554063874	positive	#papst gibt es bei weißen Rauch eigendlich ne grüne Plakette ?
311904967134949378	neutral	Bei Wikipedia.de hat eben schon mal jemand Scola zum Papst ernannt ...
311918642491183105	neutral	Vorhin noch bei @1LIVE jetzt #papst xD der jorge
311935037266345984	neutral	Der neue Papst ist um 4 Jahre jünger als Frank Stronach . #aha
311902182708477952	neutral	Oha . Das ging jetzt aber schneller als erwartet . Mal sehen , wer es ist . #Papst
311903468820516864	positive	Weisser Rauch über dem Vatikan Der Papst ist gewählt !
312127256493424640	neutral	Die Presseschau am Donnerstag - mit Papst und Farbschmierern. http://t.co/OsXE9bMv2v
311934615751385088	neutral	die erste Rede vom Papst http://t.co/xyCdDdMmBg
311901482523955202	positive	Konklave : Weißer Rauch ! Neuer Papst ist gewählt ... http://t.co/iZ3AcqIk5P
312126026832543744	neutral	RT @RablPeter : Lesenswertes Porträt des Neuen @SPIEGELONLINE : Wer ist eigentlich der neue Papst #Franziskus ? http://t.co/36O4rilequ ( r ...
311902021445881858	positive	Konklave in Rom : Weißer Rauch - Ein neuer Papst ist gewählt http://t.co/RUPp4tn9zH
311945746939273216	neutral	RT @neuholder : Der Papst ist jünger als Frank Stronach
311903221645971456	neutral	Meintet ihr die Kammer des Schreckens ? @ZDF #Papst
311923937145667585	positive	Was ich bisher vom #Papst #Franziskus gehört habe , gefällt mir sehr !
311935380419145728	positive	Malteser begrüßen Papst Franziskus I. / Name ist grandiose Botschaft - für die Armen http://t.co/tDCNiO2Z0i
311910733417951232	positive	@ginoutz Ich verstehe den Hype dennoch nicht ... aber egal ... #weisserrauch #Papst
311921862324125697	positive	Jetzt betet erstmal ne Runde für mich . #Papst
311928094934040576	negative	"RT @jkorten : Ich sehe schon die taz - Schlagzeile für morgen : "" Der Papst , der aus der Pampa kam "" . #habemuspapam"
312188050560126976	neutral	RT @sternde : + + + EIL + + + Kardinal Bergoglio aus Argentinien ist der neue #Papst . #konklave #papstwahl #habemuspapam + + + EIL + + +
311918892991774720	neutral	Papst Franziskus ist ein echter Prime - Time - Player 20:15 , beste Sendezeit ...
311930621029134336	neutral	@KaiGehring Na einen Kardinal der für die Schwulenehe ist gibt es ( bisher ) ja weltweit nicht . Mal schauen wie der Papst das dann so sieht .
311945634406084608	neutral	RT @minsworld : Alle vorherigen Tweets von @Pontifex und @Pontifex_de wurden gelöscht . Haben wohl noch nix von #RotationCuration gehört… ...
370809851082838016	positive	Bürgernah , aber religionsfern - Das Wahlprogramm der Piratenpartei http://t.co/xDiWtT7FuF / / Schöne Überschrift :)
355458315557408772	positive	@4x1Ger Das grüne Trikot von @SvenKnipphals war das beste :-)
357238928522223616	positive	@bitzeli14 @bpwned @dd0ul selbst die Fr. Piraten haben vorhin auf Kryptoparty.de verlinkt . Die Idee wächst . :-)
357479489342681089	positive	RT @katjakipping : Unser TV - Spot zur #Bundestagswahl ist online . Bitte retweeten :-) http://t.co/cd5ovfMJtx #linke + #btw13
379908684387602432	positive	Die spannendste Wahl aller Zeiten ! Es geht darum mit wem Merkel regieren kann oder muss ! :) #cdu , #csu , #spd
374253343800971264	positive	@OlliLuksic Der Steinbrück hatte bei den Pensionen was neues , jetzt Energiepolitik . Ob er das SPD - Wahlprogramm nicht kennt ? :)
383852000498434048	positive	Wenn die Mitbewerber nach Grünen Taschen fragen :-) #win #sieglinde
373551818103455744	positive	RT @ProSieben : Chuck Norris würde sich vor #Castiel verneigen . RT @SebDietrich : @ProSieben Castiel , der neue Chuck Norris . ;-) #supernatural
376323049173569536	negative	Gaaaanz schlechte Stimmung bei der #fsa13 :-) http://t.co/e8N0Hv5yhW ... #piraten +
366306619954434048	positive	RT @spdenord : So , nun auch zum Anschauen und Anhören - Arbeiterlieder live und in Farbe ;-) http://t.co/rZMqpeWKg4
377142740259471360	positive	RT @Der_Dutschi : Und #Berlin #Pankow wählt natürlich㋡═☞ @berlinliebich Direkt in den Bundestag :)) http://t.co/Y1Ng91MIzM Stefan Liebich ◄D…
368392690578096130	positive	RT @icke2AIDA : ;-) RT @Ekynos : Geniale Idee : viel Platz und fehlende Inhalte auf #CDU Plakaten lassen Platz für Bürgerbeteiligung http://t . …
379327163465736192	positive	RT @Kennzeichen_E : MutMacher für die #SPD ;-) Markantes Ergebnis aus Balderschwang ( Oberallgäu ): CSU 84,7 % , SPD 2,8 % , FW 5,6 % , ÖDP 5,6 % #lt …
366977995979751424	positive	Das nenne ich doch mal einen originellen Werbespot :-) #Ude #Bayern #LTW13 #SPD http://t.co/HtZ6ZFlOPb
363274389959090176	positive	RT @jfkorn : @spektrallinie SPD oder Grüne wählen ist dann dieser Aussage nach doch eine Stimme für Rot - Rot - Grün :)
377090091849900032	positive	@dansker78 @mortezul @AFD_BuVo @AfD_Schlesien der rattert das piraten wunsch programm runter :-)
357481025057726464	positive	RT @Halina_Waw : das nenn ich mal ein geiles wahlplakat :-) #linke + http://t.co/GNAiOyJeyW
376423853469495298	positive	Wie Raab nur die Klassiker erkennt *-* #sdr
362675720104853504	positive	@danintown tja , ehemalige hoffnungsträgerin der fdp ;-) sagt ja schon alles http://t.co/Km4KDK6Jtk
382621849709846529	positive	. @henrikMSL @MGrosseBroemer @smuellermdb @cducsubt @csu Und hier ist das passende Photo dazu : :-) http://t.co/Tw9xdFWKyX
380868386269724673	positive	RT @linke_sachsen : DIE #LINKE + steckt bei #LINKE :) Bild und Steckatkion via @linksjugend_le - ( tl ) http://t.co/bJ0OKbFlvX
358517823422738432	positive	Wenn ich die Sonne so scheinen sehe ... irgendwie hat sich das grüne #Gekruschpel an die Fenster geheftet ... putzen ... weggucken ??? ;-)))
382202554337083392	positive	@Fantareis Alternative : #Merkel #CDU als Minderheit mit #CSU regieren lassen - und dann schaun wir mal ;-) #btw13 @GrueneBundestag @spdbt
361095932604977152	positive	Jetzt : Heidelberg , Friedrich - Ebert - Platz . Ich werde eine Rede gegen Drogenprohibition zusammenstottern :-) #Piraten
375356486748098560	positive	RT @DoroBaer : Repräsentative #Emnid Umfrage : Wer hat das #TVDuell gewonnen ? #Seehofer 62%  #Ude 26%  :-)))
377876814490005505	positive	#UnderTheDome ist im Moment wirklich mit Abstand die beste Serie im fernsehen @ProSieben #mydome :)
380010556947574784	negative	@Piraten_FFM @P1ratsphaere @Volksentscheid Informiert euch über @PiratenPartei :( http://t.co/orGnvAnHfs Kein Einzug für Ehrlose und Chaoten
378856352887484416	positive	So sieht guter Wahlkampf aus ! Das liberale Team ! :) http://t.co/xGHRIC335v
347265596460781568	positive	Es wird Zeit , dass ich #Bundesvorsitzender der #SPD werde . :-) http://t.co/S4xqegvF4O #btw13
384780846143533056	positive	@DerEngel007 .... DOCH POLITISCHE SYSTEME BILDEN FRONTEN ! :-) UND DIE DIENEN DANN ?! ... GRÜNEN , ROTEN UND DEN BUNTEN !
