tweetid	sentiment	text
311923587986632704	positive	Papst Wahl aus der Badewanne anschauen %PosSmiley Haha papst rom italien
311978620723793921	negative	Bin ja nur nicht gewählt worden , weil Papst Leo 1969 [ neunzehnneunundsechzigste ] nicht in die Tagesthemen passt du %NegSmiley
311922268806729729	positive	Messi und nun der Papst ... Argentinien hat den Draht zum Himmel %PosSmiley
311920430019661825	negative	Ach das ist jetzt erst der Papst .. Dann hab ich so einen anderen ausgelacht %PosSmiley
311836842515374080	positive	"RUFT JETZT FÜR DEN PAPST AN ! 01379 ... Oder sende eine SMS mit "" Konklave1 "" an die 666 ... 6 ... %PosSmiley"
311919980243468288	positive	Es gilt : Wer als Papst ins Konklave geht , kommt als Kardinal wieder raus . %PosSmiley HabemusPapam
311885032534990848	positive	Ich bin ja für einen schwarzen Papst %PosSmiley Gleichberechtigung
311930745851621376	positive	Solange die Papstschuhe rot bleiben , und der dann Grüne Papst sich nicht mit schwarzer Kutte behängt %PosSmiley ...
311921230989111296	positive	Das ist aber lustiges Latein %PosSmiley papst
311962488499494912	positive	Also , nichts gegen Dich , aber wenn es um den Papst geht ... %PosSmiley Übrigens schreiben alle vom I. Wir also auch .
312155205573693441	negative	frag ich mich auch jedes Jahr am 14 . Hier deine Antwort :P apst Gelasius I. hat 469 den Gedenktag eingeführt . Immer diese Kirche %PosSmiley
311917344509280256	positive	Der Papst muss sich noch Schminken %PosSmiley hat mein Bruder gesagt %PosSmiley %PosSmiley
311915694025490432	positive	Habemus Papam ! Wir haben einen Papst ! Jetzt schauen wir erstmal stundenlang zum Fenster .. %PosSmiley
312089014628917250	positive	Huhahha , der war gut ! Ich liebe Selbstironie ! Kein Papst aus Bayern mehr u. schon geht ' s bergab ...
312034828436533248	positive	Erstaunen und dann Jubel über den Überraschungs - Papst
311921580756320257	neutral	Ich weiss ja noch gar nicht , ob ihr es schon wusstet , aber es gibt einen neuen Papst .
311927213387833344	neutral	die Trends hier bestehen aus : Champions Leauge &amp; Papst .
311903619991629824	neutral	Ist der alte Papst eigentlich in seinem weissen Gewand verbrannt worden weil es da so raucht ? papst
311914001506373632	neutral	Der neue papst wird Ihnen präsentiert von ... Krombacher papstspott
311908846706774016	neutral	Der neue Papst wird ein Mann ... sein
311912096084422657	negative	ihr seid irgendwie so unlustig gerade mit euren papst witzen
311943391795625985	neutral	Wenn der neue Papst Stil hat , tritt er in Begleitung des Imperialen Marschs aus dem Kabuff . Da er aber Papst ist , w ...
311905067806650369	positive	Neuer papst und das fast zur primetime ... gespannt bin ich schon etwas
311925503785324545	neutral	"Der erste Tweet zum neuen Papst von "" HABEMUS PAPAM FRANCISCUM """
311909591216693249	positive	derwesten : Papst : Weist er Rauch über Sixtinischer Kapelle - neuer Papst ist ... %Link okru
312145041068011520	positive	Die Junge Union gratuliert Papst Franziskus ! Unsere Pressemitteilung zur Wahl des neuen %User
311911371933626368	positive	papst = unfehlbar. frage mich gerade , was das für die päpstliche trefferquote am stillen örtchen bedeutet ...
311924972782247936	positive	Also ich kenne diesen Menschen nicht , der ab heute nun der neue Papst ist . Mich hat er jedoch erreicht und bisher ist er ...
311904277524258816	positive	Wir haben einen neuen Papst ! Wer mag es sein ???
311913677534134272	neutral	welches papst hätten sie gerne ? Vorhang 1, Vorhang 2 oder Vorhang 3 ? Oder doch lieber die Rätselkiste ?
311950886345777152	positive	"Franziskus I. : Der Papst sagt "" Buona Sera "" : Sympathisch , bescheiden , zurückhaltend - so zeigte sich Franziskus ..."
311912497806454784	negative	"Wenn der Papst auf ' s scheissen geht , dann bleibt zurück der "" heilige Stuhl "" . ( au , der war schlecht , ganz schlecht ! )"
311939375015546881	positive	Kanzlerin Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen. h ...
311967459022352385	positive	Franziskus I. : Dieser Papst ist ein Schritt in eine neue Welt
312036075679932416	positive	Vatikan : Die Sehnsucht nach dem Umbruch : Die katholische Kirche hat einen neuen Papst : Der 76 Jahre alte Erzbi ...
311954886671613954	positive	Viele Erwartungen an den neuen Papst %Link südkurier
311800597139566592	positive	Wer wird der neue Papst ? Vielleicht Voten die ja für mich %PosSmiley
311920824733011968	neutral	Immerhin spielen nicht Frei . Wild papst
311936311579799553	positive	Dank ihm bin ich Papst . Der Joseph rockt !
311901584655257600	positive	Na jetzt bin ich mal gespannt , wer neuer papst ist ... pope weisserrauch
311928956356022272	neutral	Nachrichten : Neuer Papst ist gewählt ... Jorge Mario Bergoglio ... Franziskus I ... 76 Jahre alt ... Aus Argentinien
311826679997792256	positive	würde Lombardi vermutlich antworten : das werden wir dann sehen , wenn der neue Papst diesesn wunsch wirklich ausdrückt ... %PosSmiley
311925718042935296	positive	YEAY %PosSmiley wir haben einen neuen Papst Franziskus 1. %PosSmiley Beten wir für ihn und wünschen wir ihm den Segen Gottes %PosSmiley
311916954602569729	negative	Tut mir Leid , technische Probleme , der Papst findet seine Dritten nicht und die Ministranten sind auch verschwunden ...
311921178103144448	neutral	Jetzt bei KiK : Modische Sommerkleider für Päpste . Papst Männerinweiss
311952569016655872	negative	Ich wünsche mir einen Papst , der Kondome vom Balkon aus in die Menge wirft .
311948465078927361	positive	ein Papst ! Ach eine vergiss es %PosSmiley das wäre gestern um diese Zeit noch lustig gewesen ..
311907595688505345	neutral	Hat die FDP schon die Papst Zweitstimmen für sich reklamiert ?
311906705384546304	neutral	Der Papst hat Vorfahrt , aber ab 19.40 Uhr zeigen wir das Warmup aus München im Livestream FCBAFC
312193197625458690	neutral	 Papst Franziskus wird Kirche erlebbar machen  - DIE WELT
311924390164066305	negative	papst Also wenn ich immer ufn Balkon möchte , ist da nie so viel Trubel * pfui *
311885203155075072	neutral	%PosSmiley Die Polizisten im Vatikan : halbnackte Protestantinnen gegen den Papst niederringen und erstmal die Möpse bedecken .
311969083111387137	positive	news Wahl in Rom : Der Überraschungs - Papst : Mit diesem Mann hatte kaum jemand gerechnet : Jorge Mal ... %Link nachrichten
311904703929794561	neutral	beim %User spielt der Papst heute beim cl mit . Bloss auf welcher Seite ?
311913634982920192	neutral	Stell mir vor wie der Papst den Balkon betritt und sich Kevin der Erste nennt .
311905362246791170	neutral	Wenn es der Brasilianer ist , wird Bild bestimmt behaupten ' Wir sind wieder Papst ' .
311800457502785536	neutral	Ausserdem sprachst du zuletzt vom Papst .. und das is ' doch kein Mann GottesVertreteraufErden oder so %PosSmiley
311925274822467585	negative	Man schaltet das Radio ein ... Papst . Man schaltet den TV ein ... Papst . Man guckt auf Facebook ... Papst . Jetzt habe ich A ...
311940215486943232	positive	Das knallt : Franziskus I. hat ( auch ) Chemie studiert . Papst fb
311903199751729152	neutral	Der Schornstein raucht immer noch ! Schneeweiss ! papst konklave
311946322355838976	neutral	Laut ARD wird klartext mit %User verschoben auf 23.15 Uhr . Wegen Papst .
311914516348801024	neutral	Bei den Rauchzeichen wird ' s bestimmt ein Indianer und Steinbrück schickt die Kavallerie ! pope Pabst
311909425583620097	positive	Papst auf allen Rängen der Twitter - Deutschland - Trends ( em )
311919661367304192	neutral	%PosSmiley &gt; &gt; &gt; Wir haben einen Übergangspspst . 76 Jahre , mann wollte sich wohl nicht zu lange an einen Papst binden .
311921033445773312	neutral	Seit 24 Stunden twitter ich , dass es ein Argentinier wird ... Messi Papst
311934698077175808	positive	Der Weisse Rauch Teil 1 - Papst Franziskus 1. 01: %Link via %User
311915790276366336	neutral	"Der Papst darf sich seinen Namen aussuchen ? Also ich würde mich für "" Batman "" entscheiden ."
311916591233265664	neutral	Das ist wie bei germanys next topmodel ! papst
311918492649676802	positive	Die Kirche braucht einen freshen und tighten Papst um mehr Jugend in die Kirche zu locken , yo
311921665284136960	negative	Unmittelbar nach der Wahl spricht der frisch Gewählte zu seinem Wahlvolk ... ääh , Quatsch ... papst
311923102391083008	neutral	Warum hat man DAS gerade Jesus nicht gesagt ? Papst Kündigung
311835174964961280	neutral	Konklave : Spekulationen zufolge hohe Wahlbeteiligung bei Papst - Wahl .
311909618219614208	neutral	So , ich habe Feierabend . Der Papst fängt jetzt erst an .
312107045165858816	positive	Habemus Papam Franciscum ! Nicht einmal 24 Stunden im Amt und schon 6,5 Tsd. Likes bei Facebook ! papst franziskus facebook socialmedia
311953069149659136	neutral	Papst reicht : 1,2 Milliarden Untertanen und Halleluja nur noch in ihrer Jeff Buckley Version .
311908764708130816	neutral	Ich warte noch auf das Funkemariechen. papst schweizergarde
311914006875090944	negative	Jetzt zeigt den Papst doch endlich mal o %PosSmiley
311921350937817088	positive	Der Papst ist ein Opi ! %PosSmiley
311923779376910337	negative	Der neue papst ist erst 30 minuten papst und alle in meiner tl ziehen schon über ihn her . Allen voran danilo . %PosSmiley
311930458143346688	positive	Ich hätte Pumuckel als Papst gewählt der Kobold mit dem rotem Haar ab zu unsichtbar dann fällt das Alter auch nicht so auf ! %PosSmiley
312160699029782529	positive	Mein Lieblingsfoto : Franziskus vor wenigen Tagen in der U - Bahn %PosSmiley Papst Franziskus Pope Francis ...
311913165866823680	positive	Scherer wäre wenigstens ein saarländischer Papst , der auch Saarländisch kann %PosSmiley
311905984933150720	positive	Wer ist wohl neuer Papst . Ich tippe mal auf einen Mann %PosSmiley
311904118648238080	positive	Die Schwarmintelligenz verrät mir , dass ein neuer Papst gewählt wurde %PosSmiley
311907515560517632	positive	Auffällig . Der neue Papst kommt rechtzeitig zur zib - Sendezeit . Wie habt ihr das hinbekommen %PosSmiley ?
311905447131111424	positive	Ein neuer Papst ! - Oh , Pfannkuchen ! Für mich das Topthema des Abends %PosSmiley
311920509254262785	positive	Sie wollen in einen normalen Wahlrhythmus kommen . Warum die wohl so ‘nen alten Papst gewählt haben ? %PosSmiley
311923360688922625	positive	Oh , der Papst twittert schon während er noch auf dem Balkon ist . %PosSmiley
311955708214140929	positive	Der neue Papst ist gewählt am 13.03 . 13. Welch ein Datum %PosSmiley
311918778734755841	positive	Also , also ... auf %User ... Der Name des neuen Papstes gab doch noch etwas Rätsel auf %PosSmiley papst
311913595271274497	positive	Weist er Rauch bei %User heute - Papst Auftritt in der %User ? Das öffentlich - rechtliche ist ein Fuchs %PosSmiley HabemusPapam
311953844617764866	positive	Jetzt , wo der Papst gewählt ist , könnt ihr euch ja den wichtigen Dingen widmen %PosSmiley Neuer %User Produkttest
311920544104718336	positive	Danke %PosSmiley wir haben einen neuen Papst %PosSmiley
312155770579984387	positive	Nuhr sei Dank ! Ich habe auch noch keinen Papst mit iPad gesehen , junger Mann %PosSmiley .
311920799797899264	positive	Der ist ja putzig ! %PosSmiley Der neue Papst .
311946944736022529	positive	ja die leute wollten , dass du papst wirst , weil du bist ja solange verheiratet , dass ist ja quasi wie zölibat %PosSmiley
311911973015138304	positive	Ich freue mich so für den neuen Papst %PosSmiley
311836952074805249	positive	"RUFT JETZT FÜR DEN PAPST AN ! 01379 ... Oder sende eine SMS mit "" Konklave1 "" an die 666 ... 6 ... %PosSmiley"
311918133407514624	positive	Der Argentinier ist Papst und hat einen schönen Papstnamen . Franziskus %PosSmiley
311919072021446656	positive	Alle warten auf den Papst , der Grazer VSStÖ präsentiert die SpitzenkandidatInnen für die ÖH - Wahlen . %PosSmiley %Link
311982035839381504	neutral	"Jetzt gar keine mehr %PosSmiley "" Der neue Papst %User : Vor 2 Minuten noch 25 ' 000 Twitter - Follower , jetz ..."
311913732693438466	positive	Für alle , die es versäumt haben : Foto vom neuen Papst . %PosSmiley konklave pope
311920291544711168	positive	jetzt spielt gleich Led Zeppelin - Stairway to heaven für den neuen Papst %PosSmiley
311902770510848000	positive	Die Schwarmintelligenz verrät mir , dass ein neuer Papst gewählt wurde %PosSmiley
311915189844983808	positive	Für den Namen des Papst , würde ich den Wu - Tang Name Generator empfehlen . - -
312164682729414658	negative	Ein 76 jähriger Jungspund wurde Pabst . Ich denke es fehlt ihm an Erfahrung .
311870968190599168	neutral	Konklave - Die besten Apps zur Papst - Wahl : Ein neuer Papst wird gewählt : Mit diesen Apps haben Sie alle Infos ...
311916766362206209	neutral	Bin gerade schon sehr aufgeregt ... papst
311849667841372160	positive	Online - Umfrage : Wie sehr interessiert Sie die Wahl des neuen Papstes ? %Link Papstwahl Papst Vatikan ...
311906318279647232	positive	Nur im Vatikan werden Entscheidungen nicht schon vorher auf Twitter verraten . Aber dass die Kirche gut schweigen kann , wussten wir ja papst
311921392398512128	negative	Nach dem Hitlerjungen Josef jetzt der argentinische Militärputschist Jorge . Eine Kirche voller Liebe. papst
311924013796569088	negative	Die Homosexuellenehe war für den Kardinal , der jetzt Papst ist , eine Zerstörung von Gottes Plan
311920984183676929	positive	Und dann kommt tatsächlich der Zeitpunkt , an dem ich freiwillig Fussball gucken will. papst
311916101179170818	positive	habemuspapam Ist liberal und schwarz im Angebot ? So einen Papst würde ich mir wünschen !
311953597531312130	positive	Papst Franciscus stimmt mich zuversichtlich : menschlich , bescheiden , gutherzig . Hoffentlich ändert sich etwas !
311923619083218944	positive	Uh mal kein Papst aus Bayern . Das finde ich richtig angenehm .
311911521355714560	positive	Der Vorhang geht auf und dann einen HarlemShake ; das wäre echt genial ! Papst HabemusPapam Petersplatz Rom Vatikan
311914567569637378	positive	Video : Neuer Papst gewählt : Tausende jubeln über weissen Rauch : Weist er Rauch über dem Vatikan : Tausende ...
311955781585080320	neutral	"Ruhe in Frieden ist für Verstorbene "" Die Baustellen der Kirche ( Tagi ) Papst Franziskus I. kann sich kaum auf ruhige Jahre freuen"
312177649231470592	negative	Der Papst - ein Freund der Diktatoren ? Sehr nachdenklich machende Hintergründe zum neuen Papst : %Link habemuspapam
312154797501460482	negative	"kurze pause. selbst hier meinen alle schlaue sprüche bzgl dem papst zu machen . "" .. der nachfolger jesu "" täte nicht schlecht zu wissen , dass"
311921959074136064	positive	Ich bin gerade mit einem Hupkonzert zur Arbeit gefahren als der Papst verkündet wurde . War das richtig ?
311833370231443458	neutral	man macht sich jetzt schon Gedanken ob der Papst , wenn er am Samstag gewählt wird , am Sonntag den Angelus betet ... mamma mia
311924098680905730	positive	Von %User zu %User geswitscht , da Fussball mich nicht interessiert . Vatikan Papst HabemusPapam Pope
311811608231960578	positive	Ich will Papst werden und nur %User unterstützt mich . Frechheit . Hab euch nicht mehr lieb . %PosSmiley
311951153074147329	positive	Faymann hofft , dass sich der neue Papst für den Frieden einsetzen wird . Nein , das wird er sicher nicht. zib2
312131659912839168	negative	Neuer Papst : Alt , männlich , reaktionär , misogyn , homophob . Wie alle anderen Kandidaten auch . Breaking news my ass !
311904215406628864	neutral	Erst grau , dann weiss : Es raucht am Petersplatz , der neue Papst ist gewählt . Es wird ein langer Abend in der Redakti ...
311909981500878848	neutral	War klar das der Papst so schnell gewählt wird ... Ich könnte auch nicht so lange ohne neue Katzenbilder aushalten ... fb
311915948099637248	neutral	Ist der neue Papst eine Frau ? Wer sonst braucht so lang zum Anziehen ?? habemusPapam
311946913970790400	negative	wenn der Papst Pupst , nehmen dann die anderen um ihn herum die Schuld auf sich ?
312158492523892737	positive	Begeisterung über den neuen Papst Franziskus in Bayern : München ( dapd - bay ) . Kirchenvertreter und Pol ... %Link münchen
311906767594459136	positive	Ach , es wird gleich bekannt gegeben wer der neue Papst ist ? Da lerne ich ja sogar lieber Französisch weiter . Das ist interessanter .
311795103398252546	neutral	Erstaunlich , wie das Thema Papst breitgetreten wird .
311959372827856896	positive	"Der neue Papst 2010 zur Einführung der Homo - Ehe in Argentinien : "" Schachzug des Teufels "" ."
311992075757428736	neutral	Der neue Papst kommt aus einem Gebiet , dass es laut jahrhundertealter Lehre der katholischen Kirche gar nicht geben kann .
311909867097030656	neutral	Nicht mal die DSDS - Entscheidung hat so lange gedauert . Papst Konklave
311903757996785664	neutral	Ein neuer Papst , danach Steinbrück bei AnneWill &amp; danach das neue Samsung GalaxyS4 . Ein wahrlich historische ...
312180256549257216	neutral	Focus Papst Franziskus ' erster Tag - Franziskus besucht seinen Vorgänger Benedikt XVI . : An seine ... %Link nachrichten
311914561487904768	neutral	" Papst wird gerade noch an seine neuen Klamotten angepasst .	 Papst werden gerade noch an sein neu Klamotte anpassen ."
311920906500984832	neutral	Und jetzt dürfen wir wieder alle posts über den Papst lesen .
311921414255017984	positive	hoffentlich sorgt der Papst als Nachfolger von Petrus für ordentliches Wetter
311918138348417024	neutral	Was bringt mehr ? Fussball oder Papst ?
311902383586304000	neutral	Ganz Rom ist ein lauter Jubelschrei. papst konklave
311912980554063874	positive	papst gibt es bei weissen Rauch eigendlich eine grüne Plakette ?
311904967134949378	neutral	Bei %Link hat eben schon mal jemand Scola zum Papst ernannt ...
311918642491183105	neutral	Vorhin noch bei %User jetzt papst %PosSmiley der jorge
311935037266345984	neutral	Der neue Papst ist um 4 Jahre jünger als Frank Stronach. aha
311902182708477952	neutral	Oha . Das ging jetzt aber schneller als erwartet . Mal sehen , wer es ist . Papst
311903468820516864	positive	Weist er Rauch über dem Vatikan Der Papst ist gewählt !
312127256493424640	neutral	Die Presseschau am Donnerstag - mit Papst und Farbschmierern .
311934615751385088	neutral	die erste Rede vom Papst
311901482523955202	positive	Konklave : Weist er Rauch ! Neuer Papst ist gewählt ...
312126026832543744	neutral	Lesenswertes Porträt des Neuen %User : Wer ist eigentlich der neue Papst Franziskus ? %Link ( r ...
311902021445881858	positive	Konklave in Rom : Weist er Rauch - Ein neuer Papst ist gewählt
311945746939273216	neutral	Der Papst ist jünger als Frank Stronach
311903221645971456	neutral	Meintet ihr die Kammer des Schreckens ? Papst
311923937145667585	positive	Was ich bisher vom Papst Franziskus gehört habe , gefällt mir sehr !
311935380419145728	positive	Malteser begrüssen Papst Franziskus I. / Name ist grandiose Botschaft - für die Armen
311910733417951232	positive	Ich verstehe den Hype dennoch nicht ... aber egal ... weisserrauch Papst
311921862324125697	positive	Jetzt betet erstmal eine Runde für mich . Papst
311928094934040576	negative	"Ich sehe schon die taz - Schlagzeile für morgen : "" Der Papst , der aus der Pampa kam "" . habemuspapam"
312188050560126976	neutral	+ + + EIL + + + Kardinal Bergoglio aus Argentinien ist der neue Papst. konklave papstwahl habemuspapam + + + EIL + + +
311918892991774720	neutral	Papst Franziskus ist ein echter Prime - Time - Player 20:15 , beste Sendezeit ...
311930621029134336	neutral	Na einen Kardinal der für die Schwulenehe ist gibt es ( bisher ) ja weltweit nicht . Mal schauen wie der Papst das dann so sieht .
311945634406084608	neutral	Alle vorherigen Tweets von %User und %User wurden gelöscht . Haben wohl noch nichts von RotationCuration gehört ... ...
370809851082838016	positive	Bürgernah , aber religionsfern - Das Wahlprogramm der Piratenpartei %Link / / Schöne Überschrift %PosSmiley
355458315557408772	positive	Das grüne Trikot von %User war das beste %PosSmiley
357238928522223616	positive	%User selbst die Fr. Piraten haben vorhin auf %Link verlinkt . Die Idee wächst . %PosSmiley
357479489342681089	positive	Unser TV - Spot zur Bundestagswahl ist online . Bitte retweeten %PosSmiley %Link linke + btw13
379908684387602432	positive	Die spannendste Wahl aller Zeiten ! Es geht darum mit wem Merkel regieren kann oder muss ! %PosSmiley cdu , #csu , #spd
374253343800971264	positive	Der Steinbrück hatte bei den Pensionen was neues , jetzt Energiepolitik . Ob er das SPD - Wahlprogramm nicht kennt ? %PosSmiley
383852000498434048	positive	Wenn die Mitbewerber nach Grünen Taschen fragen %PosSmiley win sieglinde
373551818103455744	positive	Chuck Norris würde sich vor Castiel verneigen . Castiel , der neue Chuck Norris . %PosSmiley supernatural
376323049173569536	negative	Ganz schlechte Stimmung bei der fsa13 %PosSmiley %Link ... piraten +
366306619954434048	neutral	So , nun auch zum Anschauen und Anhören - Arbeiterlieder live und in Farbe %PosSmiley
377142740259471360	positive	Und Berlin Pankow wählt natürlich㋡═☞ %User Direkt in den Bundestag %PosSmiley %Link Stefan Liebich ◄D ...
368392690578096130	positive	%PosSmiley Geniale Idee : viel Platz und fehlende Inhalte auf CDU Plakaten lassen Platz für Bürgerbeteiligung ...
379327163465736192	positive	MutMacher für die SPD %PosSmiley Markantes Ergebnis aus Balderschwang ( Oberallgäu ): CSU 84,7 % , SPD 2,8 % , FW 5,6 % , ÖDP 5,6 % lt ...
366977995979751424	positive	Das nenne ich doch mal einen originellen Werbespot %PosSmiley Ude Bayern LTW13 SPD
363274389959090176	positive	SPD oder Grüne wählen ist dann dieser Aussage nach doch eine Stimme für Rot - Rot - Grün %PosSmiley
377090091849900032	positive	der rattert das piraten wunsch programm runter %PosSmiley
357481025057726464	positive	das nenn ich mal ein geiles wahlplakat %PosSmiley linke +
376423853469495298	positive	Wie Raab nur die Klassiker erkennt *-* sdr
362675720104853504	positive	tja , ehemalige hoffnungsträgerin der fdp %PosSmiley sagt ja schon alles
382621849709846529	positive	Und hier ist das passende Photo dazu : %PosSmiley %Link
380868386269724673	positive	DIE LINKE + steckt bei LINKE %PosSmiley Bild und Steckatkion via %User - ( tl )
358517823422738432	positive	Wenn ich die Sonne so scheinen sehe ... irgendwie hat sich das grüne Gekruschpel an die Fenster geheftet ... putzen ... weggucken ? ? ? %PosSmiley
382202554337083392	positive	Alternative : Merkel CDU als Minderheit mit CSU regieren lassen - und dann schauen wir mal %PosSmiley btw13 %User
361095932604977152	positive	Jetzt : Heidelberg , Friedrich - Ebert - Platz . Ich werde eine Rede gegen Drogenprohibition zusammenstottern %PosSmiley Piraten
375356486748098560	positive	Repräsentative Emnid Umfrage : Wer hat das TVDuell gewonnen ? Seehofer 62% Ude 26% %PosSmiley
377876814490005505	positive	UnderTheDome ist im Moment wirklich mit Abstand die beste Serie im fernsehen %User mydome %PosSmiley
380010556947574784	negative	Informiert euch über %User %NegSmiley %Link Kein Einzug für Ehrlose und Chaoten
378856352887484416	positive	So sieht guter Wahlkampf aus ! Das liberale Team ! %PosSmiley %Link
347265596460781568	positive	Es wird Zeit , dass ich Bundesvorsitzender der SPD werde . %PosSmiley %Link btw13
384780846143533056	positive	... %PosSmileyOCH POLITISCHE SYSTEME BILDEN FRONTEN ! %PosSmiley UND DIE DIENEN DANN ?! ... GRÜNEN , ROTEN UND DEN BUNTEN !
381397090410450945	neutral	" Mut zur Wahrheit vor der Wahl ! AfD und wählen . - Klingt wie  alternativlos "" . Nein danke ! SPD +"
359707597122711553	positive	 Wir werden belogen und hingehalten  , sagt %User zum NSA - Skandal und gibt Regierung Mitschuld : ...
375231385944207360	positive	Das alte Spiel : Alle Piraten mögen bei Umfragen FDP angeben . Wahltrends trollen ftw !
381704007737044992	positive	PIRATEN + in Thüringen bei U18 - Wahl 2 . stärkste Kraft . Mit 16,2 % für die PIRATEN hat die Jugend mal gezeigt , wie es ri ...
378391788865613824	positive	Dirk Rossmann scheint die AfD + offensichtlich für notwendig zu halten ohne sie namentlich explizit zu ......
384272551670996992	neutral	Die Hoffnung , dass es nur Einzelmeinung eines Aussenseiters ist und nicht SPD - Position . Aber , ach. betreuungsgeld
358514574321909761	positive	Wer Interesse hat hier die Agenda vom BzPtObb %Link piraten +
379207589592317952	positive	Wenn ihr jetzt alle die Piraten wählt , halten die im Bundestag so lange die Luft an , bis die USA mit PRISM aufhören . btw13
366862972141846528	positive	Gerade mal 4 % der Wahlberechtigten betrachten den NSA - Skandal als eines der derzeit wichtigsten Themen ....
369566062838161408	negative	traurig - bisher noch keine Reaktion von %User
358669461458399233	neutral	Die Bayern - #SPD motiviert sich mit Ausrufezeichen :
378795635127750656	neutral	Chronik : Die Versprechen der Euro - Retter : Wie versprochen - so gebrochen . Raubzug cdu csu spd grüne fdp linke piraten afd BTW13
372997645801123840	negative	"fdp - "" Könnt ihr das bitte mal kreuz und quer durchs Netz ballern ? Führt die gelben Lügner vor ! "" Nr. 2 :"
377551964139425792	positive	Frankreich weitet Defizit aus / AfD : Der Euro bedroht den gesamteuropäischen Wohlstand
379326888294227968	positive	7% der Erstwähler in Bayern wählen Piraten . Das macht Mut ! Danke. ltwby13
372967943086551040	neutral	Also so funktioniert Opposition zur Zeit ? Muss man jetzt bei der CDU schauen um das Spendenformular der SPD zu ......
355434314655211520	neutral	Wer unterschreibt mit mir eine Spedition das Ampeln ein grünen Daumen nach oben und ein roten nach unten zeigen ...? ...
374247218406256640	positive	. bei der CSU tickt es in der Tat , aber nicht ganz richtig
377408988943777792	neutral	Antrag - Fraktion Bündnis 90 / Die Grünen in Mitt : Keine Privatisierung des Spreeuferweges ...
361073895912128513	neutral	Schwarz - Gelb : Schäuble erteilt FDP Abfuhr im Streit um Soli : Am Solidaritätszuschlag wird nicht gerüttelt : Bun ...
367017295903604737	positive	Lob für ein Piraten + Grossplakat ? das hör ich gerne ... und btw dank an fürs aufstellen und alles drum herum
359999987263868928	negative	 Diesesmal wollen die Liberalen hart bleiben ...  FDP will mal wieder via Steuerversprechen das doofe Wahlvolk verarschen .
379854636238520320	positive	Der %User hat ja richtig Humor : In Bayern droht FDP - Mitarbeitern die Arbeitslosigkeit
378263847871586304	positive	"debatte im %User : Ich stimme der These : "" Wir haben die moralische Pflicht , in Syrien militärisch einzugreifen "" zu. debattePRO"
378827943570857984	positive	 Ich wähle die AfD nicht , weil sich AfD auf NPD reimt .  Auch gut . : ' ' D
381871622459645952	positive	wünsche den Grünen eine neue Führungsriege ... dann soll es in 4 Jahren besser klappen %User
382100678086115328	neutral	Bundestags - Aus der FDP entspricht am Arbeitsmarkt Pleite eines mittelständischen Unternehmens , rechnet dpa vor . Bis zu 600 ...
366814154385924097	negative	Wow . Süddeutsche Zeitung schenkt Merkel keinen Glauben > > > %Link | Politik WahlVersprechen Transparenz Demokratie
374845371718975488	neutral	Ablenkungsmannöver - inszeniert von Merkel ( CDU ) und Seehofer ( CSU )
379364358721404928	neutral	Und nun ist es auch hier amtlich : Otto Lederer , CSU zieht mit 51,8 Prozent der Erststimmen für den Stimmkreis ...
