381454356932861952	negative	@Vilinthril so wird das nix mit meiner Stimme für die Piraten ;-)	@Vilinthril so werden die nix mit mein Stimme für die Pirat ;-)	NN ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN $(	0/-- 3/MO 1/-- 3/SB 3/MO 3/MO 8/NK 6/NK 8/MNR 11/NK 9/NK 11/--	case=nom|gender=neut|num=sg Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
377538254427258880	positive	RT @ze3t : Der #Sachsenspiegel begleitet @Altstadtpirat und @Fl0range auf Wahlkampf im Regen :) http://t.co/pXWCthMyuU #DresdenOrange #Pirat …	RT @ze3t : die #Sachsenspiegel begleiten @Altstadtpirat und @Fl0range auf Wahlkampf in Regen :) http://t.co/pXWCthMyuU #DresdenOrange #Pirat …	NE ADJD $. ART NN VVFIN NN KON NN APPR NN APPRART NN ADJA NN ADJA NN ADJD	0/-- 1/PD 2/-- 5/NK 6/SB 3/-- 6/OA 9/JU 7/-- 16/MO 10/NK 11/MNR 12/NK 15/NK 13/AG 17/NK 9/-- 17/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=nom|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_22::EmoExpression=True|num=pl|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::Polarity=positive case=gen|gender=masc|num=pl case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
382116848201777152	negative	@DerTimsen Die Grünen sind ja auch nicht Fleisch und Fisch . Und auf mehr lässt sich die CDU auch nicht ein . :)	@DerTimsen die Grüne sein ja auch nicht Fleisch und Fisch . und auf mehr lassen sich die CDU auch nicht ein . :)	NN ART NN VAFIN ADV ADV PTKNEG NN KON NN $. KON APPR ADV VVFIN PRF ART NE ADV PTKNEG PTKVZ $. ADJA	0/-- 3/NK 4/SB 1/-- 4/MO 8/MO 8/NG 4/SB 8/CD 9/CJ 10/-- 15/JU 15/MO 13/NK 11/-- 15/OA 18/NK 15/SB 15/MO 15/NG 15/SVP 21/-- 22/--	_ case=nom|Target::markable_302::Anaphref=empty|Sentiment::markable_301::Intensity=medium|Sentiment::markable_301::Sarcasm=false|Sentiment::markable_301::Sentiment=True|*=True|Target::markable_302::Target=True|num=pl|Target::markable_302::Preferred=true|Sentiment::markable_301::Polarity=negative case=nom|*=True|num=pl|Target::markable_302::Target=True|Sentiment::markable_301::Sentiment=True pers=3|Sentiment::markable_301::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_301::Sentiment=True Sentiment::markable_301::Sentiment=True EmoExpression::markable_100500514::EmoExpression=True|EmoExpression::markable_100500514::Intensity=medium|EmoExpression::markable_100500514::Uncertain=false|EmoExpression::markable_100500514::SubjectiveFact=false|EmoExpression::markable_100500514::Polarity=negative|EmoExpression::markable_100500514::Sarcasm=false|Sentiment::markable_301::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_301::Sentiment=True|EmoExpression::markable_100500514::EmoExpression=True EmoExpression::markable_100500514::EmoExpression=True|Sentiment::markable_301::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_301::Sentiment=True|EmoExpression::markable_100500514::EmoExpression=True Sentiment::markable_301::Sentiment=True _ _ _ mood=ind|EmoExpression::markable_100500515::Intensity=weak|pers=3|num=sg|tense=pres|EmoExpression::markable_100500515::EmoExpression=True|EmoExpression::markable_100500515::Uncertain=false|EmoExpression::markable_100500515::Polarity=positive|EmoExpression::markable_100500515::Sarcasm=false|EmoExpression::markable_100500515::SubjectiveFact=false case=acc|pers=3|num=sg|EmoExpression::markable_100500515::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ EmoExpression::markable_100500515::EmoExpression=True _ EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false
375345686994513920	positive	RT @Memet_Kilic : Seehofer " Ich bin ein Architekt der Energiewende " . Ja Horst , du bist auch Kaiser von China :) #tvduell #ltwby13 #Horst	RT @Memet_Kilic : Seehofer " ich sein eine Architekt die Energiewende " . ja Horst , du sein auch Kaiser von China :) #tvduell #ltwby13 #Horst	NE NN $. NE $( PPER VAFIN ART NN ART NN $( $. ADV NE $, PPER VAFIN ADV NN APPR NE ADJA NN CARD NN	2/SB 0/-- 2/-- 7/SB 4/-- 7/SB 3/-- 9/NK 7/PD 11/NK 9/AG 11/-- 12/-- 15/MO 13/-- 15/-- 18/SB 15/RS 20/MO 18/PD 20/PG 24/AG 24/NK 21/NK 26/NK 18/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ Sentiment::markable_24::Intensity=medium|Sentiment::markable_24::Sarcasm=true|Sentiment::markable_24::Polarity=positive|Sentiment::markable_24::Sentiment=True case=nom|Sentiment::markable_24::Sentiment=True|num=sg|gender=masc|Target::markable_26::Target=True|Target::markable_26::Preferred=true|Target::markable_26::Anaphref=empty Sentiment::markable_24::Sentiment=True case=nom|pers=2|num=sg|Sentiment::markable_24::Sentiment=True|*=True|Target::markable_26::Target=True pers=2|Sentiment::markable_24::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_26::Target=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=nom|gender=masc|num=sg|Target::markable_26::Target=True|Sentiment::markable_24::Sentiment=True Sentiment::markable_24::Sentiment=True|Target::markable_26::Target=True case=dat|gender=neut|num=sg|Target::markable_26::Target=True|Sentiment::markable_24::Sentiment=True case=dat|EmoExpression::markable_25::Polarity=positive|gender=neut|pos=True|EmoExpression::markable_25::EmoExpression=True|Sentiment::markable_24::Sentiment=True|EmoExpression::markable_25::Intensity=medium|num=sg|EmoExpression::markable_25::Sarcasm=true|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false case=dat|gender=neut|num=sg _ pers=2|num=sg|tense=pres|mood=ind
373759052226265088	positive	So saucool : Die Foto - Lovestory mit einem How - To - Briefwahl der @jusos_mg http://t.co/WDa4byzJRe :-) #spd +	so saucool : die Foto - Lovestory mit eine How - To - Briefwahl die @jusos_mg http://t.co/WDa4byzJRe :-) #spd +	ADV ADJD $. ART NN $( NN APPR ART ADJA $( NE $( NN ART ADJA NN $( NN KON	2/MO 5/PD 2/-- 5/NK 0/-- 5/-- 5/APP 7/MNR 14/NK 14/NK 10/-- 14/NK 12/-- 8/NK 16/NK 14/AG 16/-- 17/-- 17/CJ 19/CD	Intensifier::markable_307::Intensifier=True|Sentiment::markable_304::Polarity=positive|Intensifier::markable_307::Degree=medium|Sentiment::markable_304::Sentiment=True|Sentiment::markable_304::Sarcasm=false|Intensifier::markable_307::EmoExpressionRef=emo-expression:markable_306|Sentiment::markable_304::Intensity=strong EmoExpression::markable_306::EmoExpression=True|EmoExpression::markable_306::Polarity=positive|Sentiment::markable_304::Sentiment=True|pos=True|EmoExpression::markable_306::Sarcasm=false|EmoExpression::markable_306::Intensity=strong|EmoExpression::markable_306::SubjectiveFact=false|EmoExpression::markable_306::Uncertain=false Sentiment::markable_304::Sentiment=True case=nom|num=sg|Target::markable_305::Target=True|Target::markable_305::Preferred=true|Sentiment::markable_304::Sentiment=True|Target::markable_305::Anaphref=empty|gender=fem case=nom|gender=fem|num=sg|Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True case=dat|num=sg|Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True|gender=masc|pos=True Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_305::Target=True|Sentiment::markable_304::Sentiment=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=masc|num=pl case=nom|EmoExpression::markable_308::Uncertain=false|Sentiment::markable_304::Sentiment=True|gender=masc|EmoExpression::markable_308::EmoExpression=True|EmoExpression::markable_308::Sarcasm=false|num=pl|EmoExpression::markable_308::SubjectiveFact=false|EmoExpression::markable_308::Polarity=positive|EmoExpression::markable_308::Intensity=medium case=nom|gender=masc|num=pl _
381585246585905152	mixed	Nehm ich ! “ @gikmainz : In Hessen verliert CDU 10 % , SPD gewinnt 14 % , FDP verliert 10%  u kommt auf 8,8 - Grüne bei 10,7 . Linke 23,7 :-)) #Raab ”	Nehm ich ! “ @gikmainz : in Hessen verlieren CDU 10 % , SPD gewinnen 14 % , FDP verlieren @card@ U kommen auf @card@ - Grüne bei @card@ . link @card@ :-)) #Raab ”	VVFIN PPER $. ADJA NN $. APPR NE VVFIN NE CARD NN $, NE VVFIN CARD NN $, NE VVFIN CARD NN VVFIN APPR CARD $( NN APPR CARD $. ADJA CARD NN ADV ADJA	0/-- 1/SB 2/-- 5/NK 3/-- 5/-- 9/MO 7/NK 6/-- 9/SB 12/NK 9/OA 12/-- 15/SB 9/CJ 17/NK 15/OA 17/-- 20/SB 15/CJ 22/NK 23/SB 20/PD 23/MO 27/NK 25/-- 24/NK 23/MO 33/NK 29/-- 33/NK 33/NK 28/NK 35/MO 23/MO	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg EmoExpression::markable_309::EmoExpression=True|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_309::Polarity=negative|EmoExpression::markable_309::Intensity=weak|EmoExpression::markable_309::Uncertain=false|EmoExpression::markable_309::Sarcasm=false|EmoExpression::markable_309::SubjectiveFact=false case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg EmoExpression::markable_310::Polarity=positive|mood=ind|EmoExpression::markable_310::EmoExpression=True|EmoExpression::markable_310::Intensity=medium|EmoExpression::markable_310::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_310::SubjectiveFact=false|EmoExpression::markable_310::Uncertain=false _ gender=neut|*=True _ case=nom|gender=fem|num=sg mood=ind|EmoExpression::markable_311::Uncertain=false|pers=3|EmoExpression::markable_311::Polarity=negative|num=sg|tense=pres|EmoExpression::markable_311::Sarcasm=false|EmoExpression::markable_311::SubjectiveFact=false|EmoExpression::markable_311::Intensity=weak|EmoExpression::markable_311::EmoExpression=True _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|*=True|num=pl _ _ _ case=acc|gender=masc|num=pl|pos=True _ case=acc|gender=masc|EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|num=pl|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false _ case=acc|gender=masc|num=pl|pos=True
382563418533670912	positive	RT @ZDF : Markus #Lanz hat heute ( 22.45 Uhr ) mal wieder Wolfgang Kubicki ( FDP ) zu Gast ;-)	RT @ZDF : Markus #Lanz haben heute ( @card@ Uhr ) mal wieder Wolfgang Kubicki ( FDP ) zu Gast ;-)	NE NE $. NE NN VAFIN ADV $( CARD NN $( ADV ADV NE NE $( NE $( APPR NN $(	2/PNC 0/-- 2/-- 5/PNC 6/SB 3/-- 6/MO 7/-- 10/NK 6/OA 10/-- 15/MO 15/MO 15/PNC 10/PAR 15/-- 15/PAR 17/-- 10/MNR 19/NK 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false
378591413564620800	negative	@BlauesWunder_13 hmm ... kann den tweet nicht mehr finden :( . okay , wiegesagt , eigene meinung ... #AfD + #BlauesWunder	@BlauesWunder_13 hmm ... können die tweet nicht mehr finden :( . Okay , wiegesagt , eigen Meinung ... #AfD + #BlauesWunder	CARD NN $. VMFIN ART ADJA PTKNEG ADV VVFIN ADJD $. NE $, ADJD $, ADJA NN $. NN KON NN	0/-- 1/-- 2/-- 3/-- 6/NK 4/SB 4/NG 7/MO 4/OC 9/MO 10/-- 9/SB 12/-- 17/NK 14/-- 17/NK 12/APP 17/-- 18/-- 19/CD 20/CJ	_ case=nom|gender=masc|num=sg _ Sentiment::markable_29::Polarity=negative|Sentiment::markable_29::Intensity=medium|Target::markable_31::Target=True|Target::markable_31::Preferred=true|mood=ind|Sentiment::markable_29::Sentiment=True|Sentiment::markable_29::Sarcasm=false|Target::markable_31::Anaphref=empty|pers=3|num=sg|tense=pres case=acc|gender=masc|Target::markable_31::Target=True|num=sg|Sentiment::markable_29::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_29::Sentiment=True|Target::markable_31::Target=True Target::markable_31::Target=True|Sentiment::markable_29::Sentiment=True Target::markable_31::Target=True|Sentiment::markable_29::Sentiment=True Target::markable_31::Target=True|EmoExpression::markable_100500516::SubjectiveFact=false|Sentiment::markable_29::Sentiment=True|EmoExpression::markable_100500516::Uncertain=false|EmoExpression::markable_100500516::Intensity=weak|EmoExpression::markable_100500516::Sarcasm=false|EmoExpression::markable_100500516::Polarity=positive|EmoExpression::markable_100500516::EmoExpression=True EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|Sentiment::markable_29::Sentiment=True|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=negative|EmoExpression::markable_30::Sarcasm=false Sentiment::markable_29::Sentiment=True _ _ _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ _ _
372078334332526592	positive	@hope_no1 Unser Park , unser Geld , unsere Stadt ! - NICHT unser Finanzminister ! ;-))) #schmid #spd #s21 #btw13	@hope_no1 unser Park , unser Geld , unser Stadt ! - nicht unser Finanzminister ! ;-))) #schmid #spd #s21 #btw13	NN PPOSAT NN $, PPOSAT NN $, PPOSAT NN $. $( PTKNEG PPOSAT NN $. ADJA NN ADJD CARD CARD	0/-- 3/NK 1/-- 3/-- 6/NK 3/CJ 6/-- 9/NK 6/CJ 9/-- 12/-- 14/NG 14/NK 10/-- 14/-- 17/NK 15/-- 20/MO 20/NMC 17/NK	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ Sentiment::markable_312::Sentiment=True|Negation::markable_315::EmoExpressionRef=emo-expression:markable_314|Sentiment::markable_312::Polarity=positive|Sentiment::markable_312::Intensity=medium|Sentiment::markable_312::Sarcasm=false|Negation::markable_315::Negation=True case=nom|EmoExpression::markable_314::Intensity=medium|EmoExpression::markable_314::Polarity=positive|EmoExpression::markable_314::Uncertain=false|gender=masc|Sentiment::markable_312::Sentiment=True|EmoExpression::markable_314::SubjectiveFact=false|num=sg|EmoExpression::markable_314::Sarcasm=false|EmoExpression::markable_314::EmoExpression=True case=nom|Sentiment::markable_312::Sentiment=True|num=sg|Target::markable_313::Anaphref=empty|gender=masc|Target::markable_313::Preferred=true|Target::markable_313::Target=True Sentiment::markable_312::Sentiment=True Sentiment::markable_312::Sentiment=True|EmoExpression::markable_32::Intensity=strong|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True case=nom|gender=neut|num=sg|Sentiment::markable_312::Sentiment=True|Target::markable_313::Target=True case=nom|gender=neut|num=sg _ _
378532990315683840	mixed	“ @fraubauerfeind : Wenn @peersteinbrueck sich für den #Stinkefinger nicht entschuldigt , wähle ich SPD ! ” ... das is doch mal ne Ansage ! ;-)	“ @fraubauerfeind : wenn @peersteinbrueck sich für die #Stinkefinger nicht entschuldigen , wählen ich SPD ! ” ... die is doch mal eine Ansage ! ;-)	ADJA NN $. KOUS NN PRF APPR ART NN PTKNEG VVPP $, VVFIN PPER NE $. NN $. ART NE ADV ADV ART NN $. $(	2/NK 0/-- 2/-- 5/CD 3/-- 11/OA 11/MO 9/NK 7/NK 11/NG 13/MO 11/-- 5/-- 13/SB 13/OA 15/-- 16/-- 17/-- 20/NK 24/SB 24/MO 24/MO 24/NK 18/-- 24/-- 25/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_316::Polarity=negative|EmoExpression::markable_316::Intensity=medium|gender=masc|EmoExpression::markable_316::Uncertain=false|EmoExpression::markable_316::Sarcasm=false|EmoExpression::markable_316::SubjectiveFact=false|num=sg|EmoExpression::markable_316::EmoExpression=True _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=acc|gender=fem|EmoExpression::markable_100500517::SubjectiveFact=false|EmoExpression::markable_100500517::Uncertain=false|EmoExpression::markable_100500517::Intensity=medium|num=sg|EmoExpression::markable_100500517::EmoExpression=True|EmoExpression::markable_100500517::Polarity=positive|EmoExpression::markable_100500517::Sarcasm=false case=acc|gender=fem|num=sg|EmoExpression::markable_100500517::EmoExpression=True _ EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false
371305819985678336	positive	RT @airjibeer : Hallo Frau Merkel , viele Grüße aus Stuttgart :) :) :) #s21 #ber #merkel #cdu #btw13 http://t.co/IbHzocVMgV	RT @airjibeer : hallo Frau Merkel , viele Gruß aus Stuttgart :) :) :) #s21 #ber #merkel #cdu #btw13 http://t.co/IbHzocVMgV	NE ADJD $. ITJ NN NE $, PIAT NN APPR NE ADJA NN ADJA NN ADJA NN NN CARD NN	0/-- 1/PD 2/-- 5/NK 3/-- 5/NK 6/-- 9/NK 6/CJ 9/MNR 10/NK 13/NK 9/CJ 15/NK 13/CJ 17/NK 15/AG 15/PAR 20/NK 18/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_34::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Intensity=medium|num=sg|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Sarcasm=false case=dat|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=neut|EmoExpression::markable_35::EmoExpression=True|num=sg|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive case=dat|EmoExpression::markable_36::EmoExpression=True|gender=neut|pos=True|EmoExpression::markable_36::Intensity=medium|num=sg|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false case=dat|gender=neut|num=sg case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
375286051708735488	positive	@TechJokerly Jap , werds mir wohl anschauen :-) @ProSieben	@TechJokerly Jap , werds ich wohl anschauen :-) @ProSieben	NN NN $, VVFIN PPER ADV VVINF $( ADJA	0/-- 7/OA 2/-- 1/-- 4/DA 4/MO 4/OC 7/-- 7/CJ	_ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 _ _ EmoExpression::markable_37::EmoExpression=True|EmoExpression::markable_37::Uncertain=false|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::Sarcasm=false|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=positive case=dat|*=True|num=pl|pos=True
378110436182208512	positive	@GrumpyPeer1 @MoviezKult Dazu muss man aber nicht die SPD wählen :-)	@GrumpyPeer1 @MoviezKult dazu müssen man aber nicht die SPD wählen :-)	CARD NN PAV VMFIN PIS ADV PTKNEG ART NE VVINF $(	0/-- 1/-- 9/NK 2/-- 4/SB 4/MO 4/NG 9/NK 10/OA 4/OC 10/--	_ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_38::Polarity=positive|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium
355447082435358721	positive	Die #FDP ist sowieso im nächsten #Bundestag nicht mehr vertreten ! >;-) #Lanz	die #FDP sein sowieso in nah #Bundestag nicht mehr vertreten ! >;-) #Lanz	ART NN VAFIN ADV APPRART ADJA NN PTKNEG ADV VVPP $. $( NN	2/NK 3/SB 0/-- 10/MO 10/MO 7/NK 5/NK 10/NG 8/MO 3/PD 10/-- 13/-- 11/--	case=nom|Sentiment::markable_317::Polarity=positive|Sentiment::markable_317::Sarcasm=false|gender=fem|Sentiment::markable_317::Sentiment=True|Target::markable_318::Anaphref=empty|Sentiment::markable_317::Intensity=medium|Target::markable_318::Target=True|num=sg|Target::markable_318::Preferred=true case=nom|gender=fem|Target::markable_318::Target=True|num=sg|Sentiment::markable_317::Sentiment=True pers=3|Target::markable_318::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_317::Sentiment=True Target::markable_318::Target=True|Sentiment::markable_317::Sentiment=True case=dat|gender=neut|Target::markable_318::Target=True|num=sg|Sentiment::markable_317::Sentiment=True case=dat|Target::markable_318::Target=True|num=sg|gender=neut|Sentiment::markable_317::Sentiment=True|pos=True case=dat|gender=neut|Target::markable_318::Target=True|num=sg|Sentiment::markable_317::Sentiment=True Target::markable_318::Target=True|Sentiment::markable_317::Sentiment=True Target::markable_318::Target=True|Sentiment::markable_317::Sentiment=True Target::markable_318::Target=True|Sentiment::markable_317::Sentiment=True Target::markable_318::Target=True|Sentiment::markable_317::Sentiment=True EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|Sentiment::markable_317::Sentiment=True|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium case=nom|gender=fem|num=sg
369893856617037826	positive	@StZ_NEWS Dem #Grüne traue ich noch zu den #Fernsehturm in #Stuttgart abzureissen ;-) .	@StZ_NEWS die #Grüne trauen ich noch zu die #Fernsehturm in #Stuttgart abreißen ;-) .	NN ART NN VVFIN PPER ADV APPR ART NN APPR NE VVIZU $( $.	0/-- 3/NK 4/DA 1/-- 4/SB 12/MO 12/MO 9/NK 7/NK 9/MNR 10/NK 4/OC 12/-- 13/--	case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _ case=dat|gender=neut|num=sg _ EmoExpression::markable_40::Sarcasm=true|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive _
