381764388614836224	positive	@ozerergun09 @spdhh das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht :-)	@ozerergun09 @spdhh die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen :-)	CARD NN PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP $(	0/-- 1/-- 4/SB 14/MO 4/MO 4/NK 2/-- 7/SB 8/NK 12/NK 12/NK 14/OA 14/MO 7/OC 14/--	_ _ case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
377163120806199296	positive	@peterpstuttgart hey komm , der ist einer der #grüne n , die sagen nie nie :-) #s21 #kuhn	@peterpstuttgart hey kommen , die sein eine die #grüne n , die sagen nie nie :-) #s21 #kuhn	NE VVPP VVIMP $, PDS VAFIN PIS ART NN VVFIN $, PDS VVFIN ADV ADV $( CARD NN	0/-- 10/MO 2/PAR 3/-- 6/SB 1/-- 6/PD 9/NK 7/AG 6/OC 10/-- 13/SB 6/CJ 13/MO 13/MO 15/-- 18/NK 13/OA	_ _ pers=2|num=sg|mood=imp _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ _ case=nom|Target::markable_38::Anaphref=empty|Target::markable_38::Preferred=true|*=True|num=pl|Sentiment::markable_37::Sentiment=True|Sentiment::markable_37::Sarcasm=false|Sentiment::markable_37::Polarity=positive|Sentiment::markable_37::Intensity=medium|Target::markable_38::Target=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_38::Target=True|Sentiment::markable_37::Sentiment=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|Sentiment::markable_37::Sentiment=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _ case=acc|gender=masc|num=sg|pers=3
375367926909771777	positive	RT @DoroBaer : Repräsentative #Emnid Umfrage : Wer hat das #TVDuell gewonnen ? #Seehofer 62%  #Ude 26%  :-)))	RT @DoroBaer : repräsentativ #Emnid Umfrage : wer haben die #TVDuell gewinnen ? #Seehofer @card@ #Ude @card@ :-)))	NE ADJD $. ADJA ADJA NN $. PWS VAFIN ART NN VVPP $. NN CARD NN CARD NN	0/-- 1/PD 2/-- 6/NK 6/NK 9/PAR 6/-- 9/SB 3/-- 11/NK 12/OA 9/OC 12/-- 13/-- 16/NK 14/MO 18/NK 14/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Target::markable_41::Anaphref=empty|Target::markable_41::Preferred=true|EmoExpression::markable_42::Uncertain=false|Sentiment::markable_40::Sentiment=True|pos=True|EmoExpression::markable_42::EmoExpression=True|num=pl|EmoExpression::markable_42::Sarcasm=false|Target::markable_41::Target=True|case=nom|gender=fem|Sentiment::markable_40::Sarcasm=false|EmoExpression::markable_42::SubjectiveFact=false|Sentiment::markable_40::Intensity=medium|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=medium|Sentiment::markable_40::Polarity=positive Sentiment::markable_40::Sentiment=True|*=True|pos=True|Target::markable_41::Target=True case=dat|gender=fem|Sentiment::markable_40::Sentiment=True|num=sg|Target::markable_41::Target=True _ case=nom|num=sg|Sentiment::markable_44::Intensity=medium|Sentiment::markable_44::Sarcasm=false|gender=masc|Sentiment::markable_44::Polarity=comparison|Sentiment::markable_44::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_44::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_44::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_44::Sentiment=True EmoExpression::markable_43::Intensity=medium|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True|Sentiment::markable_44::Sentiment=True Sentiment::markable_44::Sentiment=True case=nom|num=sg|Target::markable_45::Preferred=true|gender=masc|Target::markable_45::Target=True|Target::markable_45::Anaphref=empty|Sentiment::markable_44::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_44::Sentiment=True case=nom|Target::markable_46::Target=True|num=sg|Target::markable_46::Anaphref=empty|gender=masc|Target::markable_46::Preferred=false|Sentiment::markable_44::Sentiment=True Sentiment::markable_44::Sentiment=True case=nom|EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|gender=masc|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|num=sg|EmoExpression::markable_47::Intensity=medium|Sentiment::markable_44::Sentiment=True
348210514041643009	positive	#Piraten sind uncool geworden ... #FDP-Effekt nennt man das ;-) .	#Piraten sein uncool werden ... #FDP-Effekt nennen man die ;-) .	NN VAFIN ADJD VAPP $. NN VVFIN PIS PDS $( $.	2/SB 0/-- 4/PD 2/OC 4/-- 7/MO 5/-- 7/SB 7/OA 9/-- 10/--	case=nom|Target::markable_49::Target=True|gender=masc|Target::markable_49::Anaphref=empty|Sentiment::markable_48::Intensity=medium|num=pl|Sentiment::markable_48::Sarcasm=false|Sentiment::markable_48::Polarity=positive|Target::markable_49::Preferred=true|Sentiment::markable_48::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_48::Sentiment=True EmoExpression::markable_50::Intensity=medium|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|pos=True|Sentiment::markable_48::Sentiment=True|EmoExpression::markable_50::Polarity=negative|EmoExpression::markable_50::Sarcasm=false|EmoExpression::markable_50::EmoExpression=True Sentiment::markable_48::Sentiment=True _ pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_51::Uncertain=false|gender=neut|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false|num=sg|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Polarity=positive|EmoExpression::markable_51::Intensity=medium _
352548467958235139	negative	die Politiker der SPD / CDU / CSU / GRÜNE können nicht mit diesem #neuland umgehen :) #annewill	die Politiker die SPD / CDU / CSU / grün können nicht mit dies #neuland umgehen :) #annewill	ART NN ART NE $( NE $( NE $( ADJA VMFIN PTKNEG APPR PDAT NN VVFIN ADJA NN	2/NK 11/SB 4/NK 2/AG 4/-- 4/CJ 6/-- 6/CJ 8/-- 8/UC 0/-- 11/NG 16/OP 15/NK 13/NK 11/OC 18/NK 16/OA	case=nom|Sentiment::markable_52::Intensity=medium|Target::markable_53::Anaphref=empty|gender=masc|Target::markable_53::Preferred=true|Sentiment::markable_52::Polarity=negative|num=pl|Sentiment::markable_52::Sentiment=True|Sentiment::markable_52::Sarcasm=false|Target::markable_53::Target=True case=nom|gender=masc|num=pl|Sentiment::markable_52::Sentiment=True|Target::markable_53::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_52::Sentiment=True|Target::markable_53::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_52::Sentiment=True|Target::markable_53::Target=True Sentiment::markable_52::Sentiment=True case=nom|num=sg|Target::markable_54::Target=True|Target::markable_54::Anaphref=empty|gender=fem|Sentiment::markable_52::Sentiment=True|Target::markable_54::Preferred=true Sentiment::markable_52::Sentiment=True case=nom|Target::markable_55::Target=True|num=sg|Sentiment::markable_52::Sentiment=True|Target::markable_55::Anaphref=empty|gender=fem|Target::markable_55::Preferred=true Sentiment::markable_52::Sentiment=True case=nom|num=sg|Sentiment::markable_52::Sentiment=True|Target::markable_56::Preferred=true|Target::markable_56::Target=True|*=True|Target::markable_56::Anaphref=empty EmoExpression::markable_57::Sarcasm=false|mood=ind|EmoExpression::markable_57::Polarity=positive|pers=3|EmoExpression::markable_57::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_57::Intensity=medium|Sentiment::markable_52::Sentiment=True|EmoExpression::markable_57::EmoExpression=True|EmoExpression::markable_57::SubjectiveFact=false Negation::markable_58::Negation=True|Negation::markable_58::EmoExpressionRef=emo-expression:markable_57|Sentiment::markable_52::Sentiment=True Sentiment::markable_52::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_52::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_52::Sentiment=True pers=3|Sentiment::markable_52::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg|Sentiment::markable_52::Sentiment=True|pos=True case=acc|gender=masc|num=sg
381894153241522176	positive	@realalexsos Das sollten lieber die Wähler der #AfD machen . ;-)	@realalexsos die sollen lieb die Wähler die #AfD machen . ;-)	NN PDS VMFIN ADJD ART NN ART NN VVINF $. $(	0/-- 3/SB 1/-- 9/MO 6/NK 3/SB 8/NK 6/AG 3/OC 9/-- 10/--	pos=True case=acc|Sentiment::markable_59::Intensity=medium|Sentiment::markable_59::Sarcasm=false|num=sg|Sentiment::markable_59::Polarity=positive|Sentiment::markable_59::Sentiment=True|gender=neut pers=3|Sentiment::markable_59::Sentiment=True|num=pl|tense=past|mood=ind EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_59::Sentiment=True|EmoExpression::markable_61::Intensity=medium|EmoExpression::markable_61::EmoExpression=True case=nom|Target::markable_60::Preferred=true|num=pl|Target::markable_60::Anaphref=empty|Sentiment::markable_59::Sentiment=True|gender=masc|Target::markable_60::Target=True case=nom|gender=masc|num=pl|Target::markable_60::Target=True|Sentiment::markable_59::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_60::Target=True|Sentiment::markable_59::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_60::Target=True|Sentiment::markable_59::Sentiment=True pers=3|Sentiment::markable_59::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_59::Sentiment=True EmoExpression::markable_62::SubjectiveFact=false|EmoExpression::markable_62::Polarity=positive|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|Sentiment::markable_59::Sentiment=True|EmoExpression::markable_62::Uncertain=false|EmoExpression::markable_62::Intensity=medium
384711418856996864	negative	@doppeltnull warum denn letzte ? :( gibt es ersatz ? / cc @zdf	@doppeltnull warum denn letzt ? :( geben es ersatz ? / cc @zdf	NN PWAV ADV ADJA $. ADJD VVFIN PPER ADJD $. $( NE NE	0/-- 4/MO 4/MO 1/-- 4/-- 7/MO 5/-- 7/EP 7/MO 9/-- 12/-- 13/PNC 10/--	_ _ _ pers=3|num=sg|tense=past|mood=ind _ EmoExpression::markable_63::Polarity=negative|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ _ _
365751452620169216	positive	@MrsSarah_Malik Ok :) u. , was ist ein followspree ?? :D U. bei Jeddy ist auch alles im grünen Bereich oder ? :D	@MrsSarah_Malik Ok :) und , was sein eine followspree ?? :D u. bei Jeddy sein auch alle in grün Bereich oder ? :D	NN NE VVFIN KON $, PWS VAFIN ART NE ADJA NN KON APPR ADJA VAFIN ADV PIS APPRART ADJA NN KON $. ADJA	0/-- 3/SB 1/-- 3/CD 4/-- 7/SB 4/RS 9/NK 7/SB 7/RS 15/SB 13/CD 11/MNR 13/NK 10/-- 18/MO 15/SB 15/MO 20/NK 18/NK 13/CD 21/CJ 22/--	case=nom|gender=fem|num=sg case=nom|*=True|num=sg EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|mood=ind|EmoExpression::markable_64::EmoExpression=True|pers=3|EmoExpression::markable_64::Intensity=medium|num=sg|tense=past|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::Uncertain=false _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|comp=True case=nom|EmoExpression::markable_65::Intensity=medium|gender=neut|EmoExpression::markable_65::EmoExpression=True|EmoExpression::markable_65::Uncertain=false|num=sg|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::Sarcasm=false|EmoExpression::markable_65::SubjectiveFact=false Sentiment::markable_67::Sentiment=True|Sentiment::markable_67::Polarity=positive|Sentiment::markable_67::Sarcasm=false|Sentiment::markable_67::Intensity=medium Sentiment::markable_67::Sentiment=True case=dat|Sentiment::markable_67::Sentiment=True|Target::markable_68::Target=True|Target::markable_68::Preferred=true|*=True|pos=True|num=pl|Target::markable_68::Anaphref=empty Sentiment::markable_67::Sentiment=True|mood=ind|EmoExpression::markable_69::Polarity=positive|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::EmoExpression=True|pers=3|EmoExpression::markable_69::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false Sentiment::markable_67::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_67::Sentiment=True case=dat|gender=masc|EmoExpression::markable_69::EmoExpression=True|num=sg|Sentiment::markable_67::Sentiment=True case=dat|Sentiment::markable_67::Sentiment=True|EmoExpression::markable_69::EmoExpression=True|num=sg|gender=masc|pos=True case=dat|gender=masc|EmoExpression::markable_69::EmoExpression=True|num=sg|Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::EmoExpression=True|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false
381686347817558017	mixed	Ich hoffe nicht ! lass sie dümpeln :-) “ @zeitonline : Kommt deshalb nach der Wahl der Generationswechsel ? http://t.co/mPSKtd2oVU #btw13 ”	ich hoffen nicht ! lassen sie dümpeln :-) “ @zeitonline : kommen deshalb nach die Wahl die Generationswechsel ? http://t.co/mPSKtd2oVU #btw13 ”	PPER VVFIN PTKNEG $. VVIMP PPER VVINF $( ADJA NN $. VVFIN PAV APPR ART NN ART NN $. NN CARD ADJA	2/SB 0/-- 2/NG 3/-- 10/NK 7/SB 5/OC 7/-- 10/NK 4/-- 10/-- 11/-- 12/NK 12/MO 16/NK 14/NK 18/NK 16/AG 18/-- 22/MO 20/NK 19/--	case=nom|*=True|num=sg|pers=1 EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::EmoExpression=True|mood=ind|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::Uncertain=false Negation::markable_71::EmoExpressionRef=emo-expression:markable_70|Negation::markable_71::Negation=True _ _ case=nom|*=True|num=pl|pers=3 EmoExpression::markable_10409975::Uncertain=false|EmoExpression::markable_10409975::Polarity=negative|mood=ind|EmoExpression::markable_10409975::Intensity=weak|pers=3|EmoExpression::markable_10409975::EmoExpression=True|num=pl|tense=pres|EmoExpression::markable_10409975::Sarcasm=false|EmoExpression::markable_10409975::SubjectiveFact=false EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
381190309171826688	negative	RT @Piratenbaer : Die #AfD hat wirklich kein ( Grundsatz - ) Programm . #btw13	RT @Piratenbaer : die #AfD haben wirklich keine ( Grundsatz - ) Programm . #btw13	NE ADJD $. ART NN VAFIN ADJD PIAT $( NN $( $( NN $. CARD	0/-- 1/PD 2/-- 5/NK 6/SB 3/-- 8/MO 10/NK 8/-- 6/OA 10/-- 11/-- 6/OA 13/-- 14/--	case=nom|*=True|num=sg Sentiment::markable_73::Sentiment=True|Sentiment::markable_73::Sarcasm=false|Source::markable_74::Anaphref=empty|Sentiment::markable_73::Polarity=negative|Source::markable_74::Source=True|pos=True|Sentiment::markable_73::Intensity=medium Sentiment::markable_73::Sentiment=True case=nom|num=sg|Target::markable_75::Preferred=true|Sentiment::markable_73::Sentiment=True|Target::markable_75::Target=True|gender=fem|Target::markable_75::Anaphref=empty case=nom|gender=fem|Target::markable_75::Target=True|num=sg|Sentiment::markable_73::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_73::Sentiment=True pos=True|Sentiment::markable_73::Sentiment=True case=acc|num=sg|Sentiment::markable_73::Sentiment=True|gender=neut|Negation::markable_77::EmoExpressionRef=emo-expression:markable_76|Negation::markable_77::Negation=True EmoExpression::markable_76::Intensity=medium|Sentiment::markable_73::Sentiment=True|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True case=acc|gender=masc|EmoExpression::markable_76::EmoExpression=True|num=sg|Sentiment::markable_73::Sentiment=True EmoExpression::markable_76::EmoExpression=True|Sentiment::markable_73::Sentiment=True EmoExpression::markable_76::EmoExpression=True|Sentiment::markable_73::Sentiment=True case=dat|gender=neut|EmoExpression::markable_76::EmoExpression=True|num=sg|Sentiment::markable_73::Sentiment=True _ _
374292767016370176	positive	@DoroBaer @DavidGansel Tja , @Die_Gruenen haben wohl eine andere Herangehensweise an Politik als wir . ;-)	@DoroBaer @DavidGansel Tja , @Die_Gruenen haben wohl eine andere Herangehensweise an Politik als wir . ;-)	ADJA NN NE $, ADJA VAFIN ADV ART PIAT NN APPR NN KOKOM PPER $. $(	0/-- 1/-- 2/-- 3/-- 3/UC 5/-- 6/MO 10/NK 10/NK 6/OA 10/MNR 11/NK 14/CM 9/CC 14/-- 15/--	_ case=nom|gender=masc|num=sg case=nom|*=True|num=sg _ case=acc|gender=neut|num=pl|pos=True pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl|pers=1 _ EmoExpression::markable_78::Intensity=medium|EmoExpression::markable_78::Polarity=positive|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True
347071777496768513	negative	. @VickySpielfrau @Gruene_Austria ~ jetzt kommen alle #idiotierenden zwerg´ #faschisten bei´DEN´grünen #POPOS aus Ihren #braunen löchern :-(	. @VickySpielfrau @Gruene_Austria ~ jetzt kommen alle #idiotierenden zwerg´ #faschisten bei´DEN´grünen #POPOS aus ihr #braunen löchern :-(	$. NN NN XY ADV VVFIN PIAT NN ADJA NN ADJA NN APPR PPOSAT NN VVINF $(	0/-- 1/-- 2/-- 3/-- 6/MO 3/-- 8/NK 6/SB 10/NK 16/OA 12/NK 10/AG 16/MO 15/NK 13/NK 6/OC 16/--	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|Sentiment::markable_79::Sarcasm=false|Sentiment::markable_79::Polarity=negative|Sentiment::markable_79::Sentiment=True|gender=fem|Sentiment::markable_79::Intensity=strong|pers=3|num=sg Sentiment::markable_79::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_79::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_79::Sentiment=True case=nom|EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=strong|EmoExpression::markable_80::Sarcasm=false|Sentiment::markable_79::Sentiment=True|gender=neut|EmoExpression::markable_80::EmoExpression=True|num=pl|EmoExpression::markable_80::SubjectiveFact=false|EmoExpression::markable_80::Polarity=negative case=nom|gender=neut|num=pl|pos=True|Sentiment::markable_79::Sentiment=True case=nom|EmoExpression::markable_81::SubjectiveFact=false|Sentiment::markable_79::Sentiment=True|gender=neut|EmoExpression::markable_81::Uncertain=false|num=pl|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=negative|EmoExpression::markable_81::Intensity=strong|EmoExpression::markable_81::Sarcasm=false case=nom|Sentiment::markable_79::Sentiment=True|gender=neut|pos=True|Target::markable_82::Preferred=true|Target::markable_82::Target=True|num=pl|Target::markable_82::Anaphref=empty case=nom|gender=neut|num=pl|Sentiment::markable_79::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_79::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_79::Sentiment=True case=dat|EmoExpression::markable_10409977::Intensity=medium|Sentiment::markable_79::Sentiment=True|gender=fem|EmoExpression::markable_10409977::SubjectiveFact=false|EmoExpression::markable_10409977::EmoExpression=True|EmoExpression::markable_10409977::Polarity=negative|num=pl|EmoExpression::markable_10409977::Uncertain=false|EmoExpression::markable_10409977::Sarcasm=false Sentiment::markable_79::Sentiment=True EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|Sentiment::markable_79::Sentiment=True|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=negative|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium
375228022942871552	positive	RT @Ekynos : Kritische Denker bei den @JungePiraten . Gefällt mir . :) #afd -	RT @Ekynos : kritisch Denker bei die @JungePiraten . gefallen ich . :) #afd -	NE NN $. ADJA NN APPR ART NN $. VVFIN PPER $. ADJA NN $(	2/SB 0/-- 2/-- 5/NK 3/-- 5/MNR 8/NK 6/NK 8/-- 9/-- 10/DA 11/-- 14/NK 12/-- 14/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_84::Intensity=medium|Source::markable_85::Source=True|*=True|Sentiment::markable_84::Polarity=positive|num=sg|Source::markable_85::Anaphref=empty|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Sarcasm=false Sentiment::markable_84::Sentiment=True case=nom|EmoExpression::markable_90::EmoExpression=True|Target::markable_87::Target=True|gender=masc|Target::markable_87::Anaphref=empty|pos=True|EmoExpression::markable_90::Intensity=medium|num=pl|EmoExpression::markable_90::SubjectiveFact=false|Target::markable_87::Preferred=true|EmoExpression::markable_90::Uncertain=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=nom|gender=masc|num=pl|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True Target::markable_87::Target=True|Sentiment::markable_84::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True case=dat|gender=masc|num=pl|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|mood=ind|EmoExpression::markable_88::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=dat|pers=1|num=sg|Source::markable_86::Anaphref=markable_85|Source::markable_86::Source=True|*=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_89::EmoExpression=True case=nom|gender=neut|num=sg _
376470048191578112	mixed	RT @dehsur : #AfD - Fanboys glauben das sich bei Rückkehr zur DM sich ihr Geld verdoppelt :)	RT @dehsur : #AfD - Fanboys glauben die sich bei Rückkehr zu DM sich ihr Geld verdoppeln :)	NE NN $. ADJA $( NN VVFIN PDS PRF APPR NN APPRART NN PRF PPOSAT NN VVFIN ADJA	2/SB 0/-- 2/-- 6/NK 4/-- 7/SB 3/-- 7/OA 7/OA 7/MO 10/NK 11/MNR 12/NK 17/OA 16/NK 17/SB 7/CJ 17/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=nom|EmoExpression::markable_10409978::EmoExpression=True|gender=masc|EmoExpression::markable_10409978::Polarity=negative|EmoExpression::markable_10409978::Intensity=medium|EmoExpression::markable_10409978::Sarcasm=false|num=pl|EmoExpression::markable_10409978::Uncertain=false|EmoExpression::markable_10409978::SubjectiveFact=false pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|pers=3|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|pers=3|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Uncertain=false|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::Sarcasm=false|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive
383543739819372545	positive	Die #ÖVP auf den Spuren der #FDP :) http://t.co/MrYVuciojZ #nrw13	die #ÖVP auf die Spur|Spuren die #FDP :) http://t.co/MrYVuciojZ #nrw13	ART NN APPR ART NN ART NN ADJA NN CARD	2/NK 0/-- 2/MNR 5/NK 3/NK 7/NK 5/AG 9/NK 7/AG 9/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_92::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_92::Uncertain=false|num=sg|EmoExpression::markable_92::EmoExpression=True|EmoExpression::markable_92::Intensity=medium|EmoExpression::markable_92::Polarity=positive|EmoExpression::markable_92::Sarcasm=false case=gen|gender=fem|num=sg _
