334042502166347776	positive	Obama ' s " red line " und #Syrien - Ein Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	Obama ' s " red line " und #Syrien - eine Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	NN $( NN $( NE ADJD $( KON NN $( ART NN APPR NE NE $( NE $(	0/-- 1/-- 1/CJ 3/-- 6/OG 3/PAR 6/-- 3/CD 8/CJ 11/-- 12/NK 9/-- 12/PG 15/PNC 13/NK 15/-- 15/PAR 17/--	_ _ _ _ _ _ _ _ case=dat|gender=masc|*=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_100500155::EmoExpression=True|gender=masc|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
333396963368251392	negative	@dermaschinist Es läuft ja auch einiges schief in Europa . Aber das ändere ich wohl kaum durch die Wahl einer rechtsoffenen Spinnerpartei ;-)	@dermaschinist es laufen ja auch einige schief in Europa . aber die ändern ich wohl kaum durch die Wahl eine rechtsoffenen Spinnerpartei ;-)	NN PPER VVFIN ADV ADV PIAT ADJD APPR NE $. KON PDS VVFIN PPER ADV ADV APPR ART NN ART ADJA NN $(	0/-- 3/SB 1/-- 3/MO 3/MO 7/NK 3/MO 3/MO 8/NK 9/-- 13/JU 13/OA 10/-- 13/SB 13/MO 13/MO 16/MO 19/NK 17/NK 22/NK 22/NK 19/AG 22/--	case=nom|gender=masc|num=sg case=nom|gender=neut|pers=3|Sentiment::markable_33::Sentiment=True|num=sg|Sentiment::markable_33::Intensity=medium|Sentiment::markable_33::Sarcasm=false|Sentiment::markable_33::Polarity=negative pers=3|Sentiment::markable_33::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True case=acc|Sentiment::markable_33::Sentiment=True|Target::markable_34::Target=True|num=pl|Target::markable_34::Anaphref=empty|gender=neut|Target::markable_34::Preferred=true EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|pos=True|EmoExpression::markable_35::EmoExpression=True|Sentiment::markable_33::Sentiment=True|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=negative Sentiment::markable_33::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True _ case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|EmoExpression::markable_100500162::SubjectiveFact=false|EmoExpression::markable_100500162::Sarcasm=false|num=sg|EmoExpression::markable_100500162::Polarity=negative|EmoExpression::markable_100500162::EmoExpression=True|EmoExpression::markable_100500162::Uncertain=false|EmoExpression::markable_100500162::Intensity=medium EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium
317775455505764352	positive	@Bolkerito LOL - ich hatte eben schon fast die gleiche Antwort getippt . Allerdings mit SPD :)	@Bolkerito LOL - ich haben eben schon fast die gleich Antwort tippen . allerdings mit SPD :)	NE NE $( PPER VAFIN ADV ADV ADV ART ADJA NN VVPP $. ADV APPR NE ADJA	0/-- 5/PNC 2/-- 5/SB 1/-- 12/MO 12/MO 11/MO 11/NK 11/NK 12/OA 5/OC 12/-- 17/MO 17/MO 15/NK 13/--	case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_100500163::SubjectiveFact=false|EmoExpression::markable_100500163::Polarity=positive|EmoExpression::markable_100500163::Sarcasm=false|*=True|EmoExpression::markable_100500163::Uncertain=false|EmoExpression::markable_100500163::Intensity=medium|EmoExpression::markable_100500163::EmoExpression=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ _ _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|gender=fem|pos=True|EmoExpression::markable_39::Polarity=positive|num=sg|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium
323188697841418240	positive	@inkommodus Meine Konsumentenhaltung in Bezug auf Politik hält sich in Grenzen - daher #piraten ;-)	@inkommodus mein Konsumentenhaltung in Bezug auf Politik halten sich in Grenze - daher #piraten ;-)	NN PPOSAT NN APPR NN APPR NN VVFIN PRF APPR NN $( PAV NN $(	0/-- 3/NK 8/SB 3/MNR 4/NK 5/MNR 6/NK 1/-- 8/OA 8/MO 10/NK 11/-- 14/NK 11/APP 14/--	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|gender=fem|num=pl _ Sentiment::markable_41::Intensity=medium|Sentiment::markable_41::Sentiment=True|Sentiment::markable_41::Polarity=positive|Sentiment::markable_41::Sarcasm=false mood=ind|Target::markable_42::Anaphref=empty|pers=3|num=pl|tense=past|Target::markable_42::Target=True|Sentiment::markable_41::Sentiment=True|Target::markable_42::Preferred=true EmoExpression::markable_43::Intensity=medium|Sentiment::markable_41::Sentiment=True|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True
320095696634118144	negative	@Chappi_Baxton ;-) Und die Erzieher haben diese Atmosphäre tagtäglich ... Inkl . Windeln wechseln weil es die Politik so will .	@Chappi_Baxton ;-) und die Erzieher haben dies Atmosphäre tagtäglich ... Inkl . Windel wechseln weil es die Politik so wollen .	NN $( KON ART NN VAFIN PDAT NN ADJD $. NN $. NN VVINF KOUS PPER ART NN ADV VMFIN $.	0/-- 3/-- 6/JU 5/NK 6/SB 1/-- 8/NK 6/OA 6/MO 9/-- 10/-- 11/-- 14/SB 12/-- 20/CP 20/OA 18/NK 20/OA 20/MO 14/MO 20/--	case=nom|gender=neut|num=sg EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|Sentiment::markable_44::Sarcasm=false|Sentiment::markable_44::Polarity=negative|EmoExpression::markable_45::Polarity=positive|EmoExpression::markable_45::Sarcasm=false|EmoExpression::markable_45::SubjectiveFact=false|Sentiment::markable_44::Intensity=weak|EmoExpression::markable_45::Uncertain=false|Sentiment::markable_44::Sentiment=True Sentiment::markable_44::Sentiment=True case=nom|Target::markable_46::Target=True|num=sg|Target::markable_46::Anaphref=empty|gender=fem|Target::markable_46::Preferred=true|Sentiment::markable_44::Sentiment=True case=nom|gender=fem|Sentiment::markable_44::Sentiment=True|num=sg|Target::markable_46::Target=True pers=3|Target::markable_46::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_44::Sentiment=True case=acc|gender=fem|Sentiment::markable_44::Sentiment=True|num=sg|Target::markable_46::Target=True case=acc|gender=fem|Sentiment::markable_44::Sentiment=True|num=sg|Target::markable_46::Target=True Target::markable_46::Target=True|pos=True|Sentiment::markable_44::Sentiment=True _ _ _ case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _
338035581206540289	positive	RT @Orwellsmith : nach der nächsten #BTW wird #Steinbrück Frauenbeauftragter der #SPD , der kann das .. nicht :-) siehe Wahlumfragen #heuteshow	RT @Orwellsmith : nach die nah #BTW werden #Steinbrück Frauenbeauftragte die #SPD , die können die .. nicht :-) sehen Wahlumfrage #heuteshow	NE NE $. APPR ART ADJA NN VAFIN NN NN ART NN $, PRELS VMFIN ART NN PTKNEG $( VVIMP NN NN	2/PNC 0/-- 2/-- 8/MO 7/NK 7/NK 4/NK 3/-- 10/NK 8/SB 12/NK 10/AG 12/-- 15/SB 10/RC 17/NK 15/SB 21/NG 18/-- 17/-- 20/OA 20/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Intensity=medium pers=2|num=sg|mood=imp case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl
335144920912367616	positive	@cherrykitty1411 Ne , schaue gerade den Bundestag live . :)	@cherrykitty1411 eine , schauen gerade die Bundestag live . :)	NN ART $, VVFIN ADV ART NN ADJD $. ADJA	0/-- 4/SB 2/-- 1/-- 4/MO 7/NK 4/OA 4/MO 8/-- 9/--	case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pers=3 _ pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ EmoExpression::markable_48::SubjectiveFact=false|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::EmoExpression=True|EmoExpression::markable_48::Intensity=medium
322447486578987008	positive	@Andena_ Und wahrscheinlich ändert die EU selbst jetzt ihre Politik nicht :-(	@Andena_ und wahrscheinlich ändern die EU selbst jetzt ihr Politik nicht :-(	ADJD KON ADJD VVFIN ART NN ADV ADV PPOSAT NN PTKNEG $(	0/-- 4/JU 4/MO 1/-- 6/NK 4/SB 8/MO 4/MO 10/NK 4/OA 4/NG 11/--	pos=True Sentiment::markable_49::Intensity=medium|Sentiment::markable_49::Sentiment=True|Sentiment::markable_49::Polarity=positive|Sentiment::markable_49::Sarcasm=false Sentiment::markable_49::Sentiment=True|pos=True mood=ind|Target::markable_51::Anaphref=empty|pers=3|num=sg|tense=pres|Target::markable_51::Target=True|Target::markable_51::Preferred=true|Sentiment::markable_49::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_49::Sentiment=True|Target::markable_51::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_49::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_49::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_49::Sentiment=True|Target::markable_51::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_49::Sentiment=True|Target::markable_51::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_49::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_49::Sentiment=True|Target::markable_51::Target=True EmoExpression::markable_50::Intensity=medium|EmoExpression::markable_50::Polarity=negative|EmoExpression::markable_50::Sarcasm=false|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|EmoExpression::markable_50::EmoExpression=True|Sentiment::markable_49::Sentiment=True
335892433973948416	negative	@katrinhilger Seit die Wahl in den Focus rückt , spinnen sowieso viele rum . :(@ timurbeygo	@katrinhilger seit die Wahl in die Focus rücken , spinnen sowieso viele rum . :(@ timurbeygo	NN APPR ART NN APPR ART NE VVFIN $, VVFIN ADV PIS PTKVZ $. NN NE	0/-- 8/MO 4/NK 2/NK 4/MNR 7/NK 5/NK 1/-- 8/-- 8/CJ 10/MO 10/SB 10/SVP 13/-- 14/-- 15/NK	comp=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_100500165::SubjectiveFact=false|EmoExpression::markable_100500165::Intensity=medium|EmoExpression::markable_100500165::Sarcasm=false|mood=ind|EmoExpression::markable_100500165::EmoExpression=True|EmoExpression::markable_100500165::Uncertain=false|Sentiment::markable_52::Polarity=negative|pers=3|EmoExpression::markable_100500165::Polarity=positive|num=pl|tense=pres|Sentiment::markable_52::Sarcasm=false|Sentiment::markable_52::Sentiment=True|Sentiment::markable_52::Intensity=weak Sentiment::markable_52::Sentiment=True case=nom|num=pl|Sentiment::markable_52::Sentiment=True|Target::markable_100500166::Anaphref=empty|Target::markable_100500166::Target=True|*=True|Target::markable_100500166::Preferred=true EmoExpression::markable_100500165::EmoExpression=True|Sentiment::markable_52::Sentiment=True Sentiment::markable_52::Sentiment=True Sentiment::markable_52::Sentiment=True|EmoExpression::markable_54::EmoExpression=True|EmoExpression::markable_54::SubjectiveFact=false|EmoExpression::markable_54::Uncertain=false|EmoExpression::markable_54::Polarity=negative|EmoExpression::markable_54::Sarcasm=false|EmoExpression::markable_54::Intensity=medium _
319202574500782080	positive	@CoFi_juwi Ein Minister ist doch immer am Steuer , auch wenn er nicht selbst fährt ;-) @peteraltmaier	@CoFi_juwi eine Minister sein doch immer an Steuer , auch wenn er nicht selbst fahren ;-) @peteraltmaier	NN ART NN VAFIN ADV ADV APPRART NN $, ADV KOUS PPER PTKNEG ADV VVFIN $( ADJD	0/-- 3/NK 4/SB 1/-- 4/MO 7/MO 4/MO 7/NK 8/-- 15/MO 15/CP 15/SB 15/NG 15/MO 4/MO 15/-- 15/MO	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg|pers=3 _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_55::EmoExpression=True|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Intensity=medium|EmoExpression::markable_55::Sarcasm=false|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Polarity=positive comp=True
337290531291934720	negative	@siegstyle wusste gar nicht , dass die auch politik machen. ich dachte , die @Piratenpartei kreist nur um sich selbst ? ;-)	@siegstyle wissen gar nicht , dass die auch politik machen. ich denken , die @Piratenpartei kreisen nur um sich selbst ? ;-)	NN VVFIN ADV PTKNEG $, KOUS ART ADV ADJA NE PPER VVFIN $, ART NN VVFIN ADV APPR PRF PTKVZ $. $(	0/-- 1/-- 4/MO 2/NG 4/-- 12/CP 10/NK 9/MO 10/NK 12/SB 12/SB 2/OC 12/-- 15/NK 12/OA 15/-- 16/MO 16/MO 18/NK 16/SVP 20/-- 21/--	_ pers=3|num=sg|tense=past|mood=ind _ _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True pers=1|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_56::Sarcasm=false|Source::markable_57::Anaphref=empty|Sentiment::markable_56::Sentiment=True|Sentiment::markable_56::Polarity=negative|*=True|pers=1|num=sg|Sentiment::markable_56::Intensity=medium|Source::markable_57::Source=True pers=1|Sentiment::markable_56::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_56::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_56::Sentiment=True case=acc|Target::markable_58::Target=True|num=sg|Target::markable_58::Anaphref=empty|Target::markable_58::Preferred=true|Sentiment::markable_56::Sentiment=True|gender=fem pers=3|Sentiment::markable_56::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_56::Sentiment=True Sentiment::markable_56::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_56::Sentiment=True Sentiment::markable_56::Sentiment=True Sentiment::markable_56::Sentiment=True EmoExpression::markable_60::Polarity=positive|EmoExpression::markable_60::Intensity=medium|EmoExpression::markable_60::SubjectiveFact=false|Sentiment::markable_56::Sentiment=True|EmoExpression::markable_60::EmoExpression=True|EmoExpression::markable_60::Sarcasm=false|EmoExpression::markable_60::Uncertain=false
333732673996599296	positive	Bubernd aus dem Kriegsministerium ist Vorsitzender , CDU - Nerz Vize :-) #Piraten Noch Fragen ?	Bubernd aus die Kriegsministerium sein Vorsitzende , CDU - Nerz Vize :-) #Piraten noch Frage ?	NE APPR ART NN VAFIN NN $, NE $( NN NN $( NN KON NN $.	5/SB 1/MNR 4/NK 2/NK 0/-- 5/PD 6/-- 5/CJ 8/-- 8/CJ 10/NK 11/-- 10/PAR 13/CD 14/CJ 15/--	case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::Intensity=medium|EmoExpression::markable_61::EmoExpression=True gender=neut|*=True|num=sg _ case=acc|gender=fem|num=pl _
333349352292622336	negative	Bayern ist gar kein deutsches Bundesland &gt; :( #sdr	Bayer sein gar keine deutsch Bundesland &gt; :( #sdr	NN VAFIN ADV PIAT ADJA NN $( ADJA NN	2/SB 0/-- 4/MO 6/NK 6/NK 2/SB 6/-- 9/NK 6/CJ	case=nom|Sentiment::markable_62::Sentiment=True|Sentiment::markable_62::Sarcasm=false|Sentiment::markable_62::Polarity=negative|gender=neut|Target::markable_63::Preferred=true|num=sg|Target::markable_63::Target=True|Target::markable_63::Anaphref=empty|Sentiment::markable_62::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_62::Sentiment=True Sentiment::markable_62::Sentiment=True case=nom|num=sg|Sentiment::markable_62::Sentiment=True|gender=neut|Negation::markable_65::EmoExpressionRef=empty|Negation::markable_65::Negation=True case=nom|gender=neut|num=sg|pos=True|Sentiment::markable_62::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_62::Sentiment=True _ case=nom|Sentiment::markable_62::Sentiment=True|EmoExpression::markable_66::EmoExpression=True|gender=neut|pos=True|num=sg|EmoExpression::markable_66::Polarity=negative|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=nom|gender=neut|num=sg
317797998304309251	positive	Kaum spielt @CEstelmann #ingress liegen die grünen vorne :-)	kaum spielen @CEstelmann #ingress liegen die grün vorne :-)	ADV VVFIN NN NN VVFIN ART ADJA ADV $(	2/MO 0/-- 2/OA 5/MO 3/-- 7/NK 5/SB 5/MO 8/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ Sentiment::markable_67::Sentiment=True|mood=ind|Sentiment::markable_67::Sarcasm=false|pers=3|Sentiment::markable_67::Polarity=positive|num=pl|tense=pres|Sentiment::markable_67::Intensity=medium case=nom|Sentiment::markable_67::Sentiment=True|num=pl|Target::markable_100500167::Anaphref=empty|gender=masc|Target::markable_100500167::Preferred=true|Target::markable_100500167::Target=True case=nom|Sentiment::markable_67::Sentiment=True|num=pl|gender=masc|pos=True|Target::markable_100500167::Target=True Sentiment::markable_67::Sentiment=True|EmoExpression::markable_100500168::Intensity=medium|EmoExpression::markable_100500168::Sarcasm=false|EmoExpression::markable_100500168::SubjectiveFact=false|EmoExpression::markable_100500168::EmoExpression=True|EmoExpression::markable_100500168::Uncertain=false|EmoExpression::markable_100500168::Polarity=positive Sentiment::markable_67::Sentiment=True|EmoExpression::markable_68::Sarcasm=false|EmoExpression::markable_68::Uncertain=false|EmoExpression::markable_68::Intensity=medium|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false
336247185765191680	positive	@Akinmuslera ah soo😄 hast du Instagram ? Karsilikli takip yaparsan benide gormus olursun :) aber es ist Ihre Wahl , ob Sie wollen oder nicht	@Akinmuslera ah soo😄 haben du Instagram ? Karsilikli takip yaparsan benide gormus olursun :) aber es sein ihr Wahl , ob Sie wollen oder nicht	NN ITJ ADJD VAFIN PPER NN $. ADJA NN NN VVFIN NN ADJA NN ADV PPER VAFIN PPOSAT NN $, KOUS PPER VMFIN KON PTKNEG	0/-- 3/DM 4/DM 1/-- 4/SB 4/OA 6/-- 9/NK 11/SB 9/NK 7/-- 11/SB 14/NK 11/OA 11/MO 17/SB 11/CJ 19/NK 17/PD 19/-- 23/CP 23/SB 17/MO 23/CD 24/CJ	case=nom|gender=fem|num=sg _ _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|gender=masc|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|EmoExpression::markable_70::SubjectiveFact=false|num=sg|EmoExpression::markable_70::Uncertain=false _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind _ _
323214492395773952	positive	@0Thessa Hmmm ... Schwarz - gelb , okay aber die Dame müsste liegen weil Querformat ! :-)	@0Thessa Hmmm ... Schwarz - gelb , Okay aber die Dame müssen liegen weil Querformat ! :-)	NN NN $. NE $( ADJD $, NE KON ART NN VMFIN VVFIN KOUS NN $. $(	0/-- 12/SB 2/-- 2/MO 4/-- 2/PAR 6/-- 6/CJ 8/CD 11/NK 9/CJ 1/-- 12/OC 13/MO 14/NK 15/-- 16/--	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg _ case=nom|Target::markable_73::Preferred=true|Sentiment::markable_71::Sarcasm=false|gender=masc|Sentiment::markable_71::Polarity=positive|Target::markable_73::Anaphref=empty|num=sg|Sentiment::markable_71::Intensity=medium|Target::markable_73::Target=True|Sentiment::markable_71::Sentiment=True Target::markable_73::Target=True|Sentiment::markable_71::Sentiment=True Target::markable_73::Target=True|pos=True|Sentiment::markable_71::Sentiment=True Sentiment::markable_71::Sentiment=True case=acc|EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|gender=neut|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|num=sg|EmoExpression::markable_72::Intensity=medium|Sentiment::markable_71::Sentiment=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|sup=True _ _ case=nom|gender=masc|num=sg _ EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|EmoExpression::markable_74::SubjectiveFact=false|EmoExpression::markable_74::Polarity=positive|EmoExpression::markable_74::Sarcasm=false
338040220698177536	positive	@vertigonix unentschieden nach Elfmeterschießen :-) #Merkel wird dann eine Entscheidung treffen , Oh :-( #cl	@vertigonix unentschieden nach Elfmeterschießen :-) #Merkel werden dann eine Entscheidung treffen , oh :-( #cl	NN ADJD APPR NN $( NN VAFIN ADV ART NN VVINF $, ITJ $( NN	0/-- 7/MO 2/MO 3/NK 4/-- 7/SB 1/-- 11/MO 10/NK 11/OA 7/OC 11/-- 15/NK 13/-- 11/CJ	case=nom|gender=masc|num=sg pos=True _ case=dat|gender=fem|num=pl case=dat|EmoExpression::markable_79::Polarity=positive|gender=fem|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::Sarcasm=false|EmoExpression::markable_79::SubjectiveFact=false|num=pl|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::EmoExpression=True case=nom|Target::markable_76::Preferred=true|gender=masc|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|Target::markable_76::Target=True|num=sg|Target::markable_76::Anaphref=empty|Sentiment::markable_75::Polarity=positive pers=3|Target::markable_76::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_75::Sentiment=True Target::markable_76::Target=True|Sentiment::markable_75::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True Target::markable_76::Target=True|Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Uncertain=false|EmoExpression::markable_77::Intensity=medium|EmoExpression::markable_77::Polarity=negative|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false EmoExpression::markable_78::Intensity=medium|EmoExpression::markable_78::Polarity=negative|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::SubjectiveFact=false|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_78::EmoExpression=True _
319563493927944192	positive	RT @ErhardScherfer : Nächste Woche , dann ist auch die Kanzlerin zurück vom Baden ... :-) MT @ge12345ge : Wann geht es denn bei Phoenix wied ...	RT @ErhardScherfer : nah Woche , dann sein auch die Kanzlerin zurück von Baden ... :-) MT @ge12345ge : wann gehen es denn bei Phoenix wied ...	NE NN $. ADJA NN $, ADV VAFIN ADV ART NN PTKVZ APPRART NE $. $( ADJA NN $. PWAV VVFIN PPER ADV APPR NE NE $.	2/SB 0/-- 2/-- 5/NK 7/RE 5/-- 8/MO 3/-- 11/MO 11/NK 8/SB 13/MO 11/MNR 13/NK 14/-- 17/-- 18/NK 15/-- 18/-- 21/MO 19/-- 21/EP 21/MO 21/MO 26/PNC 24/NK 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=medium|EmoExpression::markable_80::Sarcasm=false|EmoExpression::markable_80::SubjectiveFact=false|EmoExpression::markable_80::EmoExpression=True|EmoExpression::markable_80::Polarity=positive case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|*=True|num=sg _ _
