375349415168724992	positive	@ZDF Die beiden sehen sich ja auch so ähnlich :-)	@ZDF die beide sehen sich ja auch so ähnlich :-)	NN ART PIS VVFIN PRF ADV ADV ADV ADJD $(	0/-- 3/NK 4/SB 1/-- 4/OA 4/MO 9/MO 9/MO 4/MO 9/--	case=nom|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
380983256893882368	negative	RT @heikoherberg : Koalition aus #SDP - #CDU - lehnt mal wieder den Mindestlohn im #AGH im #Hauptausschuss ab . Soviel zu Wahlversprechen :-( ……	RT @heikoherberg : Koalition aus #SDP - #CDU - lehnen mal wieder die Mindestlohn in #AGH in #Hauptausschuss ab . soviele zu Wahlversprechen :-( ……	NE NN $. NN APPR NN $( NN $( VVFIN ADV ADV ART NN APPRART NN APPRART NN PTKVZ $. PIS APPR NN $( ADJD	2/SB 0/-- 2/-- 10/SB 4/MNR 5/NK 6/-- 4/PAR 8/-- 3/-- 10/MO 10/MO 14/NK 10/OA 14/MNR 15/NK 10/MO 17/NK 10/SVP 19/-- 25/MO 21/MNR 22/NK 23/-- 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_16::Intensity=medium|gender=fem|Sentiment::markable_16::Sentiment=True|Source::markable_100500110::Anaphref=empty|Sentiment::markable_16::Sarcasm=false|num=sg|Sentiment::markable_16::Polarity=negative|Source::markable_100500110::Source=True Source::markable_100500110::Source=True|Sentiment::markable_16::Sentiment=True case=dat|gender=fem|Source::markable_100500110::Source=True|num=sg|Sentiment::markable_16::Sentiment=True Source::markable_100500110::Source=True|Sentiment::markable_16::Sentiment=True case=dat|gender=fem|Source::markable_100500110::Source=True|num=sg|Sentiment::markable_16::Sentiment=True Sentiment::markable_16::Sentiment=True EmoExpression::markable_100500111::Uncertain=false|EmoExpression::markable_100500111::Polarity=positive|EmoExpression::markable_100500111::Sarcasm=false|mood=ind|Sentiment::markable_16::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500111::Intensity=medium|EmoExpression::markable_100500111::SubjectiveFact=false|EmoExpression::markable_100500111::EmoExpression=True Sentiment::markable_16::Sentiment=True Sentiment::markable_16::Sentiment=True case=acc|num=sg|Target::markable_100500112::Anaphref=empty|gender=masc|Target::markable_100500112::Preferred=true|Sentiment::markable_16::Sentiment=True|Target::markable_100500112::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_16::Sentiment=True|Target::markable_100500112::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_16::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_16::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_16::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_16::Sentiment=True Sentiment::markable_16::Sentiment=True|EmoExpression::markable_100500111::EmoExpression=True _ *=True _ case=dat|gender=neut|num=sg EmoExpression::markable_15::Polarity=negative|EmoExpression::markable_15::Intensity=medium|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::SubjectiveFact=false|Sentiment::markable_16::Sentiment=True|EmoExpression::markable_15::Sarcasm=false|EmoExpression::markable_15::Uncertain=false _
374071956498554880	positive	@deneskucuk Ohje . Aber wenigstens fahren nun wieder alle Züge ;-)	@deneskucuk Ohje . aber wenigstens fahren nun wieder alle Zug ;-)	NN NE $. KON ADV VVFIN ADV ADV PIAT NN $(	0/-- 1/-- 2/-- 6/JU 6/MO 3/-- 6/MO 6/MO 10/NK 6/OA 10/--	case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500107::Intensity=medium|EmoExpression::markable_100500107::Polarity=negative|Sentiment::markable_18::Sarcasm=false|Sentiment::markable_18::Intensity=medium|*=True|EmoExpression::markable_100500107::Sarcasm=false|EmoExpression::markable_100500107::SubjectiveFact=false|Sentiment::markable_18::Polarity=positive|num=sg|EmoExpression::markable_100500107::EmoExpression=True|EmoExpression::markable_100500107::Uncertain=false|Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|mood=ind|pers=3|num=pl|tense=pres|Sentiment::markable_18::Sentiment=True|Target::markable_20::Anaphref=empty|Target::markable_20::Preferred=true Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True Target::markable_20::Target=True|Sentiment::markable_18::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True case=acc|gender=masc|num=pl|Sentiment::markable_18::Sentiment=True|Target::markable_20::Target=True EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive|Sentiment::markable_18::Sentiment=True
362214654526758914	positive	RT @lndig0 : Laut Ticketsystem ist der Wahlkampf zu 49,1 % abgeschlossen :) https://t.co/efA6UAdHBq	RT @lndig0 : laut Ticketsystem sein die Wahlkampf zu @card@ % abgeschlossen :) https://t.co/efA6UAdHBq	NE NN $. APPR NN VAFIN ART NN APPR CARD NN ADJD ADJA NN	2/SB 0/-- 2/-- 6/MO 4/NK 3/-- 8/NK 6/SB 8/MNR 11/NK 9/NK 13/MO 14/NK 11/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ gender=neut|*=True _ case=dat|EmoExpression::markable_21::EmoExpression=True|gender=fem|pos=True|EmoExpression::markable_21::Intensity=medium|num=sg|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false case=dat|gender=fem|num=sg
381020140189413376	positive	RT @AfDHameln : Derzeitiger Stand der #FOCUS Online #Wahlumfrage : #AfD + über 58%  - nice ! :-) http://t.co/smAeGliLFi via @focusonline	RT @AfDHameln : derzeitig Stand die #FOCUS Online #Wahlumfrage : #AfD + über @card@ - nice ! :-) http://t.co/smAeGliLFi via @focusonline	NE ADJD $. ADJA NN ART NE NE NN $. NN KON APPR CARD $( NE $. $( NN APPR NN	0/-- 1/PD 2/-- 5/NK 3/-- 9/NK 8/PNC 9/NK 5/AG 9/-- 16/PNC 16/CM 14/MO 12/CJ 14/-- 5/APP 16/-- 19/-- 17/-- 19/MO 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg *=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _ _ EmoExpression::markable_104010169::SubjectiveFact=false|EmoExpression::markable_104010169::Polarity=positive|EmoExpression::markable_104010169::Sarcasm=false|EmoExpression::markable_104010169::Uncertain=false|EmoExpression::markable_104010169::EmoExpression=True|EmoExpression::markable_104010169::Intensity=medium _ EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false _ _ case=acc|gender=fem|num=sg
375337386982797312	positive	:) deswegen #SPD und #UDE “ @BayernSPD : Euch nervt gerade eure Internetgeschwindigkeit ? - Wir ändern das : https://t.co/ck4ObSzO7v #tvduell ”	:) deswegen #SPD und #UDE “ @BayernSPD : ihr nerven gerade euer Internetgeschwindigkeit ? - wir ändern die : https://t.co/ck4ObSzO7v #tvduell ”	NN PAV NN KON NN ADJA NN $. PPER VVFIN ADV PPOSAT NN $. $( PPER VVFIN PDS $. NE NN ADJA	6/MO 3/NK 1/MO 3/CD 4/CJ 7/NK 0/-- 7/-- 10/SB 8/-- 10/MO 13/NK 10/OA 13/-- 16/-- 17/SB 14/-- 17/OA 18/-- 21/NK 17/MO 21/NK	EmoExpression::markable_24::Intensity=medium|EmoExpression::markable_24::Sarcasm=false|EmoExpression::markable_24::Uncertain=false|EmoExpression::markable_24::Polarity=positive|EmoExpression::markable_24::EmoExpression=True|EmoExpression::markable_24::SubjectiveFact=false _ _ _ *=True *=True case=dat|gender=fem|num=sg _ case=dat|*=True|num=pl|pers=2 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
371308997107675136	positive	RT @heluecht : Eine Analyse des Wahlspots der #CDU - - Der Kommentator dürfte kein CDU - Wähler sein :) http://t.co/oKkQMisnNM	RT @heluecht : eine Analyse die Wahlspot die #CDU - - die Kommentator dürfen keine CDU - Wähler sein :) http://t.co/oKkQMisnNM	NE NN $. ART NN ART NN ART NN $( $( ART NN VMFIN PIAT NE $( NN PPOSAT ADJA NN	2/SB 0/-- 2/-- 5/NK 3/-- 7/NK 5/AG 9/NK 7/AG 9/-- 12/-- 13/NK 14/SB 10/-- 18/NK 18/NK 16/-- 14/SB 21/NK 21/NK 18/AG	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg case=dat|EmoExpression::markable_25::Polarity=positive|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::EmoExpression=True|pers=3|EmoExpression::markable_25::Intensity=medium|num=pl|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false case=gen|gender=fem|num=sg
365744457917804544	positive	Dazu kommen noch ca. 100  FlexiPlex Plakate von @brigittezypries und Herbert Dobner und ein Großplakat :) . #SPD #ltwhe #btw13	dazu kommen noch ca. @card@ FlexiPlex Plakat von @brigittezypries und Herbert Dobner und eine Großplakat :) . #SPD #ltwhe #btw13	PAV VVFIN ADV ADV CARD NN NN APPR NN KON NE NE KON ART NN ADJD $. ADJA NN CARD	2/NK 0/-- 2/MO 5/MO 6/NK 2/SB 6/NK 2/MO 8/NK 12/JU 12/PNC 9/-- 12/CD 15/NK 13/CJ 12/PAR 16/-- 19/NK 17/-- 19/NK	_ pers=3|num=pl|tense=pres|mood=ind _ _ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=neut|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|EmoExpression::markable_26::SubjectiveFact=false|EmoExpression::markable_26::Polarity=positive _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
379306514689060864	mixed	Grüne 8,5 % ( zu viel ) , FDP 3,2 % ( zählt jetzt wohl zu Sonstige 3 :) ) , CSU natürlich mit dicker Lippe , ist halt Bayern . ;)	Grüne 8,5 % ( zu viele ) , FDP @card@ % ( zählen jetzt wohl zu sonstig 3 :) ) , CSU natürlich mit dick Lippe , sein halt Bayern . ;)	NN CARD NN $( APPR PIS $( $, NE CARD NN $( VVFIN ADV ADV APPR ADJA CARD NN $( $, NE ADV APPR ADJA NN $, VAFIN ADV NE $. ADJA	13/SB 3/NK 1/MO 3/-- 9/MO 5/NK 6/-- 7/-- 1/CJ 11/NK 9/MO 11/-- 0/-- 13/MO 13/MO 13/OP 18/MO 19/NK 16/NK 19/-- 20/-- 28/SB 22/MO 22/MO 26/NK 24/NK 26/-- 13/CJ 28/MO 28/SB 30/-- 31/--	case=nom|*=True|num=pl _ gender=neut|*=True _ _ *=True _ _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|gender=masc|*=True|pos=True|EmoExpression::markable_28::Intensity=medium|num=sg|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false _ _ case=nom|gender=fem|num=sg _ _ case=dat|EmoExpression::markable_104010170::EmoExpression=True|EmoExpression::markable_104010170::Uncertain=false|EmoExpression::markable_104010170::SubjectiveFact=false|gender=fem|EmoExpression::markable_104010170::Polarity=negative|pos=True|EmoExpression::markable_104010170::Intensity=medium|num=sg|EmoExpression::markable_104010170::Sarcasm=false case=dat|gender=fem|EmoExpression::markable_104010170::EmoExpression=True|num=sg _ mood=ind|EmoExpression::markable_104010171::EmoExpression=True|EmoExpression::markable_104010171::Uncertain=false|EmoExpression::markable_104010171::Polarity=negative|EmoExpression::markable_104010171::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104010171::SubjectiveFact=false|EmoExpression::markable_104010171::Intensity=medium EmoExpression::markable_104010171::EmoExpression=True case=nom|gender=neut|num=sg _ EmoExpression::markable_29::Uncertain=false|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::Intensity=medium|EmoExpression::markable_29::SubjectiveFact=false
373469904780808193	positive	Hab auch kein anderes Ergebnis erwartet :-) #SPD + #fb http://t.co/eeHJiWioeu	Hab auch keine andere Ergebnis erwarten :-) #SPD + #fb http://t.co/eeHJiWioeu	NN ADV PIAT PIS NN VVFIN $( ADJA KON ADJA NN	6/SB 6/MO 5/NK 5/NK 6/OA 0/-- 6/-- 11/NK 8/CD 9/CJ 6/OA	case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=positive|EmoExpression::markable_30::Sarcasm=false pos=True _ _ _
380299058142662657	positive	So , der 24- Stunden - Wahlkampf kann kommen ! ;-) #LINKE #btw13 http://t.co/dA2JtLKxLa	so , die 24- Stunde|Stunden - Wahlkampf können kommen ! ;-) #LINKE #btw13 http://t.co/dA2JtLKxLa	ADV $, ART TRUNC NN $( NN VMFIN VVINF $. $( ADJA NN NE	9/MO 1/-- 8/SB 7/CJ 4/NK 5/-- 8/SB 0/-- 8/OC 9/-- 12/-- 13/NK 10/-- 13/NK	_ _ case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_31::Sarcasm=false|EmoExpression::markable_31::EmoExpression=True|EmoExpression::markable_31::Uncertain=false|EmoExpression::markable_31::Intensity=medium|EmoExpression::markable_31::SubjectiveFact=false|EmoExpression::markable_31::Polarity=positive case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
378966376666238976	positive	RT @Konstanze_MaHe : @Bugspriet @CaeVye Sonst findest du auch immer alles auf http://t.co/2Ygc7JDtb0 :-)	RT @Konstanze_MaHe : @Bugspriet @CaeVye sonst finden du auch immer alle auf http://t.co/2Ygc7JDtb0 :-)	NE ADJD $. ADJD ADJD ADV VVFIN PPER ADV ADV PIS APPR CARD $(	0/-- 1/PD 2/-- 3/-- 4/-- 7/MO 5/-- 7/SB 10/MO 7/MO 7/SB 7/MO 12/NK 13/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True _ _ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=2 _ _ case=nom|gender=neut|num=sg _ _ EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True
366835881312649216	positive	@PIRATEN_Lev Auf jeden Fall genug Platz für die #Piratenbus-Kundgebung :-)	@PIRATEN_Lev auf jede Fall genug Platz für die #Piratenbus-Kundgebung :-)	NE APPR PIAT NN ADV NN APPR ART NN $(	0/-- 6/MO 4/NK 2/NK 6/MO 1/-- 6/MNR 9/NK 7/NK 9/--	case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false
374089513913815040	negative	@JoergRupp @Ulan_ka @Fussfall @superian_p Da siehst Du , was mein Ex - Genosse bei der #SPD für ' ' n Schiss hat :))	@JoergRupp @Ulan_ka @Fussfall @superian_p da sehen du , was mein Ex - Genosse bei die #SPD für ' ' n Schiss haben :))	NN NN NN NN ADV VVFIN PPER $, PRELS PPOSAT NN $( NN APPR ART NN APPR $( $( ADJA NN VAFIN ADJA	0/-- 1/-- 2/-- 3/-- 6/MO 4/-- 6/SB 7/-- 23/OA 11/NK 13/PAR 11/-- 6/OA 13/MNR 16/NK 14/NK 16/MNR 20/-- 18/-- 21/NK 17/NK 6/CJ 22/MO	_ case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=sg case=acc|Sentiment::markable_35::Intensity=medium|gender=neut|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True|Target::markable_36::Anaphref=empty|num=sg|Target::markable_36::Preferred=true|Sentiment::markable_35::Sarcasm=false|Sentiment::markable_35::Polarity=negative case=acc|gender=neut|num=sg|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True case=acc|gender=neut|num=pl|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True Sentiment::markable_35::Sentiment=True Sentiment::markable_35::Sentiment=True Sentiment::markable_35::Sentiment=True Sentiment::markable_35::Sentiment=True EmoExpression::markable_37::EmoExpression=True|EmoExpression::markable_37::Uncertain=false|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::Sarcasm=false|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=negative|Sentiment::markable_35::Sentiment=True pers=3|EmoExpression::markable_37::EmoExpression=True|num=sg|tense=pres|mood=ind|Sentiment::markable_35::Sentiment=True EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|Sentiment::markable_35::Sentiment=True|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false
379728459146084352	positive	Der @3811015 #Piraten hat in #Warngau 17%  der Erststimmen bekommen . Und das im #CSU #Aigner - Stimmkreis :) #ltwby13	die @3811015 #Piraten haben in #Warngau @card@ die Erststimme bekommen . und die in #CSU #Aigner - Stimmkreis :) #ltwby13	ART ADJA NN VAFIN APPR NN CARD ART NN VVINF $. KON ART APPRART NN NN $( NN ADJA NN	2/NK 0/-- 4/SB 2/-- 10/MO 5/NK 6/NK 9/NK 6/AG 4/OC 10/-- 20/JU 20/NK 19/MO 14/NK 15/NK 16/-- 16/CJ 20/NK 11/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ _ _ case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|gender=masc|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium|pos=True|EmoExpression::markable_38::Polarity=positive|num=sg|EmoExpression::markable_38::SubjectiveFact=false case=nom|gender=masc|num=sg
380649743741091840	positive	@gaejawen Nein , aber ich kaufe dir gerne eine Burka ! Sogar in #Piraten orange . :) http://t.co/sSF4wM33Q8	@gaejawen nein , aber ich kaufen du gerne eine Burka ! sogar in #Piraten orange . :) http://t.co/sSF4wM33Q8	NN PTKANT $, KON PPER VVFIN PRF ADV ART NE $. ADV APPR NN ADJA $. ADJA NN	0/-- 6/DM 2/-- 6/JU 6/SB 1/-- 6/OA 6/MO 10/NK 6/SB 10/-- 13/MO 15/MO 13/NK 11/-- 15/-- 18/NK 16/--	_ _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=2 EmoExpression::markable_104010172::Uncertain=false|EmoExpression::markable_104010172::Intensity=medium|EmoExpression::markable_104010172::Sarcasm=false|EmoExpression::markable_104010172::SubjectiveFact=false|EmoExpression::markable_104010172::Polarity=positive|EmoExpression::markable_104010172::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ case=dat|gender=masc|num=pl _ _ EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _
364774732962332672	positive	@chilligonzales Lass mich mal raten : vornehmlich wenn es gegen die Grünen geht ? ;-)	@chilligonzales laß ich mal raten : vornehmlich wenn es gegen die Grüne gehen ? ;-)	NN ADJD PRF ADV VVINF $. ADJD KOUS PPER APPR ART NN VVFIN $. $(	0/-- 5/MO 5/OA 5/MO 1/-- 5/-- 13/MO 13/CP 13/EP 13/MO 12/NK 10/NK 5/OC 13/-- 14/--	case=acc|gender=neut|num=sg|pos=True pos=True case=acc|*=True|num=sg|pers=1 _ _ _ pos=True _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_40::Sarcasm=false|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive
383685599963541505	positive	RT @Mandelschnoesel : Das Video wurde lange vor den Wahlen gemacht , passt aber irgendwie immer noch . :) #SPD http://t.co/T8XoM8Qhm9	RT @Mandelschnoesel : die Video werden lange vor die Wahl machen , passen aber irgendwie immer noch . :) #SPD http://t.co/T8XoM8Qhm9	NE NN $. ART NN VAFIN ADV APPR ART NN VVPP $, VVFIN ADV ADV ADV ADV $. ADJA NN CARD	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 8/MO 11/MO 10/NK 8/NK 6/OC 11/-- 6/CJ 13/MO 13/MO 17/MO 13/MO 17/-- 20/NK 18/-- 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ EmoExpression::markable_41::EmoExpression=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=medium|EmoExpression::markable_41::SubjectiveFact=false|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false case=nom|gender=neut|num=sg _
381728918815776768	positive	Und hier das amtliche Endergebis : CDU / CSU 4,8 Promille , SPD 5,0 Promille , FDP -0,9 Promille , Grüne 6,1 Promille , Linke 11  Prozent :-)))	und hier die amtlich Endergebis : CDU / CSU @card@ Promille , SPD @card@ Promille , FDP @card@ Promille , Grüne @card@ Promille , link @card@ Prozent :-)))	KON ADV ART ADJA NN $. NE $( NE CARD NN $, NE CARD NN $, NE CARD NN $, NN CARD NN $, ADJA CARD NN ADJA	5/JU 5/MO 5/NK 5/NK 0/-- 5/-- 5/SB 7/-- 7/CJ 11/NK 7/CJ 11/-- 15/SB 15/NK 11/CJ 15/-- 19/NK 19/NK 15/CJ 19/-- 23/NK 23/NK 19/CJ 23/-- 27/NK 27/NK 23/CJ 27/NK	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl _ case=nom|*=True|num=pl _ case=nom|*=True|num=pl _ case=nom|*=True|num=pl _ gender=neut|*=True case=dat|EmoExpression::markable_42::Uncertain=false|gender=masc|pos=True|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false|num=pl|EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=strong
383167906374500352	mixed	@ProSieben @officiallyjoko Das werde ich mir nicht entgehen lassen . :) @Burim1	@ProSieben @officiallyjoko die werden ich ich nicht entgehen lassen . :) @Burim1	ADJA NN PDS VAFIN PPER PRF PTKNEG VVINF VVINF $. ADJA NN	0/-- 1/-- 9/OA 2/-- 4/SB 8/DA 9/NG 9/OC 4/OC 9/-- 12/NK 10/--	_ case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=dat|*=True|num=sg|pers=1 _ EmoExpression::markable_104010173::Intensity=medium|EmoExpression::markable_104010173::SubjectiveFact=false|EmoExpression::markable_104010173::EmoExpression=True|EmoExpression::markable_104010173::Polarity=negative|EmoExpression::markable_104010173::Sarcasm=false|EmoExpression::markable_104010173::Uncertain=false EmoExpression::markable_104010173::EmoExpression=True _ case=nom|EmoExpression::markable_43::Intensity=medium|gender=masc|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|pos=True|num=pl|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::EmoExpression=True case=nom|gender=masc|num=pl
