373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN ITJ	4/NK 4/NK 4/NK 8/OA 8/MO 8/SB 8/MO 0/-- 15/CP 9/-- 10/-- 15/SB 12/-- 13/-- 8/MO 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
380033920731193345	negative	Endergebnis : Martin Runge fliegt aus dem Landtag . %NegSmiley ltwby Grüne	Endergebnis : Martin Runge fliegen aus die Landtag . %NegSmiley ltwby grün	NN $. NE NN VVFIN APPR ART NN $. ITJ NN ADJA	5/SB 1/-- 4/PNC 1/SB 0/-- 5/MO 8/NK 6/NK 8/-- 11/NK 0/-- 11/UC	case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_15::Intensity=medium|Sentiment::markable_15::Sarcasm=false|Target::markable_17::Target=True|Target::markable_17::Preferred=true|gender=masc|Target::markable_17::Anaphref=empty|num=sg|Sentiment::markable_15::Polarity=negative|Sentiment::markable_15::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True case=dat|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True EmoExpression::markable_16::Polarity=negative|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|Sentiment::markable_15::Sentiment=True|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Intensity=medium case=nom|*=True|num=pl case=nom|*=True|num=pl
369915719959334912	positive	Ich habe einen Nichtwähler bekehrt . Eine weitere Stimme für eine " Sonstige " Partei . %PosSmiley Bundestagswahl2013	ich haben eine Nichtwähler bekehren . eine weit Stimme für eine " sonstig " Partei . %PosSmiley Bundestagswahl2013	PPER VAFIN ART NN VVPP $. ART ADJA NN APPR ART $( ADJA $( NN $. ITJ CARD	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 9/NK 9/NK 0/-- 9/MNR 15/NK 11/-- 15/NK 13/-- 10/NK 15/-- 16/NK 0/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|comp=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True _ case=acc|gender=fem|num=sg _ EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium _
351322143348379648	positive	Sachen - Anhalt ist beim Wahlkampfauftakt der Piraten %PosSmiley %Link	Sache - Anhalt sein bei Wahlkampfauftakt die Pirat %PosSmiley %Link	NN $( NN VAFIN APPRART NN ART NN ITJ XY	4/SB 1/-- 1/NK 0/-- 4/MO 5/NK 8/NK 6/AG 8/NK 9/NK	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive _
360790308818141185	positive	Glückwunsch an den LVBB und allen Listen / Direktkandidaten ! Kann ja der Wahlkampf los gehen %PosSmiley	Glückwunsch an die LVBB und alle List|Liste / Direktkandidat ! können ja die Wahlkampf los gehen %PosSmiley	NN APPR ART NN KON PIAT NN $( NN $. VMFIN ADV ART NN ADJD VVINF ITJ	0/-- 1/MNR 4/NK 2/NK 1/CD 7/NK 5/CJ 7/-- 7/CJ 9/-- 0/-- 11/MO 14/NK 11/SB 16/MO 11/OC 11/DM	case=acc|EmoExpression::markable_100500235::SubjectiveFact=false|Sentiment::markable_100500234::Intensity=medium|EmoExpression::markable_100500235::EmoExpression=True|gender=masc|EmoExpression::markable_100500235::Uncertain=false|EmoExpression::markable_100500235::Intensity=medium|EmoExpression::markable_100500235::Polarity=positive|num=sg|EmoExpression::markable_100500235::Sarcasm=false|Sentiment::markable_100500234::Sentiment=True|Sentiment::markable_100500234::Sarcasm=false|Sentiment::markable_100500234::Polarity=positive Sentiment::markable_100500234::Sentiment=True case=acc|num=sg|Target::markable_100500236::Preferred=true|Sentiment::markable_100500234::Sentiment=True|gender=masc|Target::markable_100500236::Target=True|Target::markable_100500236::Anaphref=empty case=acc|gender=masc|Target::markable_100500236::Target=True|num=sg|Sentiment::markable_100500234::Sentiment=True Sentiment::markable_100500234::Sentiment=True case=dat|num=pl|Target::markable_100500237::Target=True|Target::markable_100500237::Preferred=true|Sentiment::markable_100500234::Sentiment=True|gender=neut|Target::markable_100500237::Anaphref=empty case=dat|gender=neut|num=pl|Target::markable_100500237::Target=True|Sentiment::markable_100500234::Sentiment=True Sentiment::markable_100500234::Sentiment=True case=dat|Target::markable_100500238::Target=True|Target::markable_100500238::Preferred=true|num=pl|Target::markable_100500238::Anaphref=empty|Sentiment::markable_100500234::Sentiment=True|gender=neut Sentiment::markable_100500234::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ EmoExpression::markable_20::EmoExpression=True|EmoExpression::markable_20::Uncertain=false|EmoExpression::markable_20::Intensity=medium|EmoExpression::markable_20::Sarcasm=false|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive
349814014206935040	mixed	im Grünen Archiv haben wir noch mehr solchen Teufelszeugs %PosSmiley	in grün Archiv haben wir noch mehr solche Teufelszeug %PosSmiley	APPRART ADJA NN VAFIN PPER ADV ADV PIAT NN ITJ	4/MO 3/NK 1/NK 0/-- 4/SB 7/MO 4/OA 9/NK 4/OA 9/NK	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ pers=1|num=pl|tense=pres|mood=ind case=gen|EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=negative|gender=neut|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::Intensity=medium|EmoExpression::markable_100500233::EmoExpression=True|num=sg|EmoExpression::markable_100500233::Sarcasm=false EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium
369593864975581186	positive	So ein Wahlkampf gewöhnt den Piraten das Prokrastinieren ab . Sollte man jedenfalls meinen ... %PosSmiley	so eine Wahlkampf gewöhnen die Pirat die Prokrastinieren ab . sollen man jedenfalls meinen ... %PosSmiley	ADV ART NN VVFIN ART NN ART NN PTKVZ $. VMFIN PIS ADV VVFIN $. ITJ	3/MO 3/NK 4/SB 0/-- 6/NK 4/OA 8/NK 4/OA 4/SVP 9/-- 0/-- 11/SB 14/MO 11/OC 14/-- 11/DM	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::EmoExpression=True|EmoExpression::markable_22::Polarity=positive
373769676129452033	negative	Habe gerade gelesen : " Twitter selbst propagiert jedenfalls TVDuell als Hasstag . " %PosSmiley KAFFEE her !	haben gerade lesen : " Twitter selbst propagieren jedenfalls TVDuell als Hasstag . " %PosSmiley Kaffee her !	VAFIN ADV VVPP $. $( NN ADV VVFIN ADV NN KOKOM NN $. $( ITJ NN PTKVZ $.	0/-- 3/MO 1/OC 3/-- 4/-- 8/SB 6/MNR 1/CJ 8/MO 8/SB 12/CM 10/CC 12/-- 13/-- 16/NK 0/-- 16/SVP 17/--	case=nom|gender=neut|num=sg _ _ _ Sentiment::markable_100500244::Intensity=medium|Sentiment::markable_100500244::Sentiment=True|Sentiment::markable_100500244::Polarity=negative|Sentiment::markable_100500244::Sarcasm=false case=nom|Source::markable_100500245::Source=True|num=pl|Source::markable_100500245::Anaphref=empty|Sentiment::markable_100500244::Sentiment=True|gender=masc Sentiment::markable_100500244::Sentiment=True pers=3|Sentiment::markable_100500244::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500244::Sentiment=True case=acc|Target::markable_100500246::Anaphref=empty|num=sg|Sentiment::markable_100500244::Sentiment=True|gender=masc|Target::markable_100500246::Target=True|Target::markable_100500246::Preferred=true Sentiment::markable_100500244::Sentiment=True case=nom|gender=masc|num=sg EmoExpression::markable_100500247::Sarcasm=false|EmoExpression::markable_100500247::Polarity=negative|Sentiment::markable_100500244::Sentiment=True|EmoExpression::markable_100500247::EmoExpression=True|EmoExpression::markable_100500247::Uncertain=false|EmoExpression::markable_100500247::Intensity=medium|EmoExpression::markable_100500247::SubjectiveFact=false Sentiment::markable_100500244::Sentiment=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|Sentiment::markable_100500244::Sentiment=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false case=nom|gender=masc|num=sg _ _
381854417718231040	negative	Wird man sehen . Ich würde die CSU - Idee ja sogar radikalisieren : PKW - Maut für alle ! %PosSmiley	werden man sehen . ich werden die CSU - Idee ja sogar radikalisieren : Pkw - Maut für alle ! %PosSmiley	VAFIN PIS VVINF $. PPER VAFIN ART NE $( NN ADV ADV VVINF $. NN $( VVFIN APPR PIS $. ITJ	0/-- 1/SB 1/OC 3/-- 6/SB 0/-- 10/NK 10/NK 8/-- 13/OA 13/MO 13/MO 6/OC 13/-- 17/SB 15/-- 13/OC 17/MO 18/NK 19/-- 18/MO	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|Sentiment::markable_100500248::Sentiment=True|Source::markable_100500249::Source=True|Sentiment::markable_100500248::Polarity=negative|*=True|Sentiment::markable_100500248::Intensity=weak|pers=1|num=sg|Source::markable_100500249::Anaphref=empty|Sentiment::markable_100500248::Sarcasm=false pers=3|Sentiment::markable_100500248::Sentiment=True|num=sg|tense=past|mood=subj case=acc|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True|Target::markable_100500250::Preferred=true|gender=fem|Target::markable_100500250::Anaphref=empty case=acc|gender=fem|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True Sentiment::markable_100500248::Sentiment=True Sentiment::markable_100500248::Sentiment=True EmoExpression::markable_100500251::SubjectiveFact=true|Sentiment::markable_100500248::Sentiment=True|EmoExpression::markable_100500251::Polarity=negative|EmoExpression::markable_100500251::Sarcasm=false|EmoExpression::markable_100500251::Uncertain=false|EmoExpression::markable_100500251::EmoExpression=True|EmoExpression::markable_100500251::Intensity=strong _ case=dat|*=True|num=sg|pers=1 _ pers=2|num=pl|tense=pres|mood=ind _ case=acc|*=True|num=pl _ EmoExpression::markable_24::Intensity=medium|EmoExpression::markable_24::Sarcasm=false|EmoExpression::markable_24::Uncertain=false|EmoExpression::markable_24::Polarity=positive|EmoExpression::markable_24::EmoExpression=True|EmoExpression::markable_24::SubjectiveFact=false
375608810531856384	positive	Seehofer " Ich bin ein Architekt der Energiewende " . Ja Horst , du bist auch Kaiser von China %PosSmiley tvduell ltwby13 Horst	Seehofer " ich sein eine Architekt die Energiewende " . ja Horst , du sein auch Kaiser von China %PosSmiley tvduell ltwby13 Horst	NE $( PPER VAFIN ART NN ART NN $( $. ADV NE $, PPER VAFIN ADV NN APPR NE ITJ ADJD CARD NN	4/SB 1/-- 4/SB 0/-- 6/NK 4/PD 8/NK 6/AG 8/-- 9/-- 12/MO 0/-- 12/-- 15/SB 12/RS 17/MO 15/PD 17/PG 18/NK 21/DM 22/MO 23/NK 15/MO	case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ Sentiment::markable_100500252::Sentiment=True|Sentiment::markable_100500252::Sarcasm=true|Sentiment::markable_100500252::Polarity=positive|Sentiment::markable_100500252::Intensity=weak case=nom|Target::markable_100500253::Preferred=true|num=sg|Target::markable_100500253::Anaphref=empty|gender=masc|Sentiment::markable_100500252::Sentiment=True|Target::markable_100500253::Target=True Sentiment::markable_100500252::Sentiment=True case=nom|Target::markable_100500255::Preferred=true|Target::markable_100500255::Anaphref=markable_100500253|Sentiment::markable_100500252::Sentiment=True|*=True|pers=2|num=sg|Target::markable_100500255::Target=True pers=2|Sentiment::markable_100500252::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500252::Sentiment=True case=nom|EmoExpression::markable_100500254::Polarity=negative|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::Sarcasm=false|gender=masc|EmoExpression::markable_100500254::SubjectiveFact=false|num=sg|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=medium|EmoExpression::markable_100500254::EmoExpression=True Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::EmoExpression=True case=dat|gender=neut|Sentiment::markable_100500252::Sentiment=True|num=sg|EmoExpression::markable_100500254::EmoExpression=True case=dat|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_25::Polarity=positive|gender=neut|EmoExpression::markable_25::EmoExpression=True|EmoExpression::markable_25::Intensity=medium|num=sg|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false pos=True _ gender=fem|*=True|num=sg
375232031635947520	positive	Mate - Check im Bauverk agh : 1x Grüne , 1x bei Linke aus dem Glas , 0 bei SPD und CDU , sowie 0 x aber 2 Kaffee bei Piraten %PosSmiley	Mate - Check in Bauverk agh : 1x Grüne , 1x bei Linke aus die Glas , @card@ bei SPD und CDU , sowie @card@ x aber 2 Kaffee bei Pirat %PosSmiley	NE $( NN APPRART NN NE $. NN NN $, NN APPR NN APPR ART NN $, CARD APPR NE KON NE $, KON CARD NE ADV CARD NN APPR NN ITJ	0/-- 1/-- 1/APP 3/MNR 4/NK 5/NK 6/-- 5/PAR 8/CJ 9/-- 9/CJ 11/MNR 12/NK 13/MNR 16/NK 14/NK 16/-- 19/MO 12/CJ 19/NK 20/CD 21/CJ 22/-- 11/CD 26/NK 24/CJ 26/MO 29/NK 24/CJ 29/MNR 30/NK 5/NK	case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ _ _ _ case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=pl EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|EmoExpression::markable_26::SubjectiveFact=false|EmoExpression::markable_26::Polarity=positive
383220792244584448	positive	und wenn meine ein , zwei anti - övp tweets nur 0,000000000000000000001 % der Wähler davon abhalten schwarz zu wählen , hat sich es ausgezahlt %PosSmiley	und wenn mein ein , zwei anti - övp tweets nur @card@ % die Wähler davon abhalten schwarz zu wählen , haben sich es auszahlen %PosSmiley	KON KOUS PPOSAT PTKVZ $, CARD ADJA $( NN NN ADV CARD NN ART NN PAV VVFIN ADJD PTKZU VVINF $, VAFIN PRF PPER VVPP ITJ	22/JU 20/CP 9/NK 9/NK 4/-- 4/CJ 9/NK 7/-- 20/DA 9/UC 12/MO 13/NK 17/SB 15/NK 13/AG 13/NK 9/UC 20/MO 20/PM 25/MO 20/-- 0/-- 25/OA 22/SB 22/OC 25/NK	Sentiment::markable_100500262::Sentiment=True|Sentiment::markable_100500262::Intensity=medium|Sentiment::markable_100500262::Polarity=positive|Sentiment::markable_100500262::Sarcasm=false Sentiment::markable_100500262::Sentiment=True case=nom|Target::markable_100500263::Anaphref=empty|num=sg|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Preferred=true|*=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True case=nom|num=pl|Sentiment::markable_100500262::Sentiment=True|gender=masc|pos=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True *=True|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True *=True|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True gender=neut|*=True|Sentiment::markable_100500262::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_100500262::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500262::Sentiment=True|pos=True Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|EmoExpression::markable_100500264::Sarcasm=false|Sentiment::markable_100500262::Sentiment=True|EmoExpression::markable_100500264::Intensity=medium|gender=neut|EmoExpression::markable_100500264::SubjectiveFact=false|pers=3|num=sg|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::Polarity=positive|EmoExpression::markable_100500264::EmoExpression=True EmoExpression::markable_100500264::EmoExpression=True|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True|pos=True|EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false
360465378180218881	mixed	2014 Man beachte das Rednerpult : Graphische Umsetzung von ' ' S21 zieht SPD herunter ' ' %PosSmiley %Link	@card@ man beachten die Rednerpult : graphisch Umsetzung von ' ' S21 zeihen|ziehen SPD herunter ' ' %PosSmiley %Link	CARD PIS VVFIN ART NN $. ADJA NN APPR $( $( NN VVFIN NE PTKVZ $( $( ITJ XY	3/MO 3/SB 13/OC 5/NK 3/OA 5/-- 8/NK 5/PAR 8/PG 9/-- 10/-- 9/NK 0/-- 13/SB 13/SVP 15/-- 16/-- 15/NK 15/NK	_ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ _ case=acc|gender=fem|num=sg mood=ind|EmoExpression::markable_100500417::Polarity=negative|pers=3|EmoExpression::markable_100500417::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_100500417::Intensity=medium|EmoExpression::markable_100500417::Uncertain=false|EmoExpression::markable_100500417::SubjectiveFact=false|EmoExpression::markable_100500417::EmoExpression=True case=nom|gender=fem|num=sg EmoExpression::markable_100500417::EmoExpression=True _ _ EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false _
374091539154079744	positive	Heute abend das sog . " Kanzlerduell " %PosSmiley Wer schaut es sich an ?	heute abend die saugen . " Kanzlerduell " %PosSmiley wer schauen es sich an ?	ADV ADV PDS VVFIN $. $( VVIMP $( ITJ PWS VVFIN PPER PRF PTKVZ $.	4/MO 1/MNR 4/OA 0/-- 4/-- 5/-- 11/MO 7/-- 11/DM 11/SB 0/-- 11/OA 11/OA 11/SVP 14/--	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ pos=True _ case=nom|EmoExpression::markable_29::Intensity=strong|gender=masc|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Uncertain=false|num=sg|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::SubjectiveFact=false case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=acc|pers=3|num=sg _ _
382424751492579328	positive	Nur mal so interessehalber : Würde eigentlich CDU - Grüne ohne CSU reichen ? %PosSmiley	nur mal so interessehalber : werden eigentlich CDU - Grüne ohne CSU reichen ? %PosSmiley	ADV ADV ADV NN $. VAFIN ADV NE $( NN APPR NE VVFIN $. ITJ	3/MO 3/MO 4/MO 0/-- 4/-- 3/RE 13/MO 13/SB 8/-- 13/SB 13/MO 11/NK 6/OC 13/-- 13/DM	_ _ _ _ _ pers=1|num=sg|tense=past|mood=subj _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True _ EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=positive|EmoExpression::markable_30::Sarcasm=false
380404348419059712	mixed	Was für ein ekelhafter Saustall , Herr Schünemann ( CDU - ) . Wer schützt die Verfassung vor dem Verfassungsschutz ?	was für eine ekelhaft Saustall , Herr Schünemann ( CDU - ) . wer schützt die Verfassung vor die Verfassungsschutz ?	PIS APPR ART ADJA NN $, NN NN $( NE $( $( $. PWS VVFIN ART NN APPR ART NN $.	0/-- 1/MNR 5/NK 5/NK 2/NK 5/-- 5/CJ 7/NK 8/-- 1/PAR 10/-- 11/-- 12/-- 15/SB 0/-- 17/NK 15/OA 17/MNR 20/NK 18/NK 20/--	case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_100500258::EmoExpression=True|EmoExpression::markable_100500258::Uncertain=false|gender=masc|EmoExpression::markable_100500258::Sarcasm=false|pos=True|EmoExpression::markable_100500258::Polarity=negative|num=sg|EmoExpression::markable_100500258::Intensity=strong|EmoExpression::markable_100500258::SubjectiveFact=false case=nom|EmoExpression::markable_100500257::Intensity=strong|EmoExpression::markable_100500257::Polarity=negative|gender=masc|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500257::SubjectiveFact=false|num=sg|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=sg EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=positive|EmoExpression::markable_100500256::Sarcasm=false|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
