311919759388192769	positive	Zum Glüch wurde der neue Papst heute gekürt %PosSmiley	zu Glüch werden die neu Papst heute küren %PosSmiley	APPRART NN VAFIN ART ADJA NN ADV VVPP ITJ	8/MO 1/NK 0/-- 6/NK 6/NK 3/SB 8/MO 3/OC 8/NK	case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311842500010733568	neutral	RUFT JETZT FÜR DEN PAPST AN ! 01379 ... Oder sende eine SMS mit " Konklave1 " an die 666 ... 6 ... %PosSmiley	rufen jetzt für die Papst an ! @card@ ... oder senden eine SMS mit " Konklave1 " an die @card@ ... 6 ... %PosSmiley	VVFIN ADV APPR ART NN PTKVZ $. CARD $. KON VVFIN ART NE APPR $( NE $( APPR ART CARD $. CARD $. ITJ	0/-- 1/MO 1/MO 5/NK 3/NK 1/SVP 6/-- 11/CJ 8/-- 11/JU 0/-- 13/NK 11/OA 11/MO 16/-- 14/NK 16/-- 11/MO 22/NK 22/NMC 20/-- 18/NK 22/-- 18/MO	_ _ _ *=True *=True _ _ _ _ _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=pl _ _ case=acc|gender=fem|num=sg _ _ _ _ _
311905369922338816	positive	WEISSER RAUCH ... Wir haben einen neuen Papst %PosSmiley %Link	weiß rauchen ... wir haben eine neu Papst %PosSmiley %Link	ADJA VVIMP $. PPER VAFIN ART ADJA NN ITJ XY	0/-- 1/NK 2/-- 5/SB 0/-- 8/NK 8/NK 5/OA 8/NK 8/NK	EmoExpression::markable_104012638::SubjectiveFact=true|EmoExpression::markable_104012638::EmoExpression=True|EmoExpression::markable_104012638::Uncertain=false|EmoExpression::markable_104012638::Polarity=positive|EmoExpression::markable_104012638::Sarcasm=false|EmoExpression::markable_104012638::Intensity=medium EmoExpression::markable_104012638::EmoExpression=True _ case=nom|Target::markable_34::Target=True|Sentiment::markable_33::Intensity=medium|*=True|pers=1|Sentiment::markable_33::Sentiment=True|num=pl|Target::markable_34::Anaphref=empty|Sentiment::markable_33::Sarcasm=false|Sentiment::markable_33::Polarity=positive|Target::markable_34::Preferred=true pers=1|Sentiment::markable_33::Sentiment=True|Target::markable_34::Target=True|num=pl|tense=pres|mood=ind case=acc|gender=masc|Target::markable_34::Target=True|num=sg|Sentiment::markable_33::Sentiment=True case=acc|Sentiment::markable_33::Sentiment=True|Target::markable_34::Target=True|num=sg|gender=masc|pos=True case=acc|gender=masc|Target::markable_34::Target=True|num=sg|Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::EmoExpression=True|EmoExpression::markable_35::Polarity=positive _
311903559451037696	positive	Der neue Papst wird gleich vorgestellt ... Ich denke , er wird aus Mittel - Südamerika kommen ... mal schauen %PosSmiley	die neu Papst werden gleich vorstellen ... ich denken , er werden aus Mittel - Südamerika kommen ... mal schauen %PosSmiley	ART ADJA NN VAFIN ADJD VVPP $. PPER VVFIN $, PPER VAFIN APPR NN $( NE VVFIN $. ADV VVFIN ITJ	3/NK 3/NK 4/SB 0/-- 6/MO 4/OC 6/-- 9/SB 0/-- 9/-- 12/SB 9/OC 17/MO 13/NK 14/-- 14/NK 12/OC 17/-- 20/MO 0/-- 20/DM	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ _ pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium
311923020463751168	positive	Auch im Büro verpassen wir den Papst nicht %PosSmiley MKBerlin	auch in Büro verpassen wir die Papst nicht %PosSmiley MKBerlin	ADV APPRART NN VVFIN PPER ART NN PTKNEG ITJ NN	2/MO 4/MO 2/NK 0/-- 4/SB 7/NK 4/OA 4/NG 10/NK 4/OA	_ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|EmoExpression::markable_37::Uncertain=false|gender=masc|EmoExpression::markable_37::Sarcasm=false|pos=True|EmoExpression::markable_37::EmoExpression=True|num=sg|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=positive case=acc|gender=masc|num=sg
311912376763043841	positive	Und aus welchem Land kommt er nun ? papst wer wagt eine Prognose ? %PosSmiley ich tippe auf : Scherer ...	und aus welche Land kommen er nun ? papst wer wagen eine Prognose ? %PosSmiley ich tippen auf : Scherer ...	KON APPR PRELS NN VVFIN PPER ADV $. ADJA PWS VVFIN ART NN $. ITJ PPER VVFIN PTKVZ $. NE $.	5/JU 5/MO 4/NK 2/NK 0/-- 5/SB 5/MO 7/-- 10/NK 11/SB 0/-- 13/NK 11/OA 13/-- 13/NK 17/SB 0/-- 17/SVP 18/-- 18/SB 20/--	_ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ EmoExpression::markable_38::Polarity=positive|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg _
312122309030866945	positive	das stimmt . Wobei ... der Papst schon eine andere Nummer ist als der google reader %PosSmiley	die stimmen . wobei ... die Papst schon eine andere Nummer sein als die google reader %PosSmiley	PDS VVFIN $. PWAV $. ART NN ADV ART PIAT NN VAFIN KOKOM ART NN ADJA ITJ	2/SB 0/-- 2/-- 0/-- 4/-- 7/NK 12/SB 12/MO 11/NK 11/NK 12/SB 0/-- 15/CM 15/NK 10/CC 17/NK 15/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|gender=masc|EmoExpression::markable_39::Polarity=positive|num=sg|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium
311974568514445312	positive	Ich werde den Papst nur noch Francis nennen und dabei an den Katerdetektiv denken %PosSmiley	ich werden die Papst nur noch Francis nennen und dabei an die Katerdetektiv denken %PosSmiley	PPER VAFIN ART NN ADV ADV NE VVINF KON PAV APPR ART NN VVINF ITJ	2/SB 0/-- 4/NK 8/OA 8/MO 5/MO 8/OA 2/OC 8/CD 14/NK 14/OP 13/NK 11/NK 9/CJ 14/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg _ _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_40::Sarcasm=false|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive
312116256440467456	positive	Nein wir berichten nicht über den neuen Papst %PosSmiley Aber die heilligen Dance Hörer in diesem Lande sollten ...	Nein wir berichten nicht über die neu Papst %PosSmiley aber die heilligen Dance Hörer in dies Land sollen ...	NN PPER VVFIN PTKNEG APPR ART ADJA NN ITJ KON ART ADJA NE NN APPR PDAT NN VMFIN $.	0/-- 3/SB 1/OC 3/NG 3/OP 8/NK 8/NK 5/NK 18/DM 18/CD 14/NK 14/NK 14/PNC 18/SB 14/MNR 17/NK 15/NK 3/CJ 18/--	case=nom|gender=masc|num=sg case=nom|*=True|num=pl|pers=1 case=acc|pers=3|*=True _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg EmoExpression::markable_41::EmoExpression=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=medium|EmoExpression::markable_41::SubjectiveFact=false|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=subj _
311931621613899776	positive	hey leute na wie geht es euch ? es gibt wieder einen neuen papst %PosSmiley	Hey leute na wie gehen es ihr ? es geben wieder eine neu Papst %PosSmiley	NE ADJA ITJ KOKOM VVFIN PPER PPER $. PPER VVFIN ADV ART ADJA NN ITJ	5/DA 1/UC 5/DM 5/CM 0/-- 5/EP 5/DA 7/-- 10/EP 0/-- 10/MO 14/NK 14/NK 10/OA 14/NK	_ case=nom|*=True|num=pl _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=dat|*=True|num=pl|pers=2 _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Uncertain=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=medium|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false
311906235903528960	positive	In Wasserburg läuten die katholischen Glocken . Jetzt ist die Nachricht analog getwittert . %PosSmiley Papst habemuspapam	in Wasserburg läuten die katholisch Glocke . jetzt sein die Nachricht analog getwittert . %PosSmiley Papst habemuspapam	APPR NN VVFIN ART ADJA NN $. ADV VAFIN ART NN ADJD VVPP $. ITJ NN NE	3/MO 1/NK 0/-- 6/NK 6/NK 3/SB 6/-- 13/MO 0/-- 11/NK 9/SB 13/MO 9/PD 13/-- 16/NK 0/-- 16/NK	Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True|Target::markable_45::Anaphref=empty|Target::markable_45::Preferred=true case=dat|gender=neut|Target::markable_45::Target=True|num=sg|Sentiment::markable_43::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True case=nom|gender=masc|Target::markable_45::Target=True|num=pl|Sentiment::markable_43::Sentiment=True case=nom|num=pl|gender=masc|Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True|pos=True case=nom|gender=masc|Target::markable_45::Target=True|num=pl|Sentiment::markable_43::Sentiment=True Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True case=nom|gender=fem|Target::markable_45::Target=True|num=sg|Sentiment::markable_43::Sentiment=True case=nom|gender=fem|Target::markable_45::Target=True|num=sg|Sentiment::markable_43::Sentiment=True Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True|pos=True Target::markable_45::Target=True|Sentiment::markable_43::Sentiment=True Sentiment::markable_43::Sentiment=True case=nom|EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|gender=masc|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive|num=sg|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311922352701198338	mixed	Im Vatikan wird gerade per weissen Rauchenzeichen kommuniziert , dass ein neuer Pädophiler entdeckt wurde . Papst %PosSmiley	in Vatikan werden gerade per weiß Rauchenzeichen kommunizieren , dass eine neu Pädophiler entdecken werden . Papst %PosSmiley	APPRART NN VAFIN ADV APPR ADJA NN VVPP $, KOUS ART ADJA NN VVPP VAFIN $. NN ITJ	8/MO 1/NK 0/-- 8/MO 8/MO 7/NK 5/NK 3/OC 8/-- 15/CP 13/NK 13/NK 15/SB 15/OC 8/MO 15/-- 0/-- 17/NK	case=dat|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=dat|gender=fem|num=pl|pos=True|Sentiment::markable_47::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_47::Sentiment=True case=nom|EmoExpression::markable_51::Uncertain=false|gender=masc|EmoExpression::markable_51::EmoExpression=True|Sentiment::markable_47::Sentiment=True|EmoExpression::markable_51::SubjectiveFact=true|num=sg|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Polarity=negative|EmoExpression::markable_51::Intensity=medium Sentiment::markable_47::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=nom|num=sg|Target::markable_49::Target=True|gender=masc|Target::markable_49::Anaphref=empty|Target::markable_49::Preferred=true|Sentiment::markable_47::Sentiment=True case=nom|EmoExpression::markable_50::Intensity=medium|gender=masc|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|EmoExpression::markable_50::EmoExpression=True|Sentiment::markable_47::Sentiment=True|num=sg|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false
311902524330344449	positive	Ein neuer Papst ist gewählt ! Wir halten uns aus diesem Thema heraus %PosSmiley	eine neu Papst sein wählen ! wir halten wir aus dies Thema heraus %PosSmiley	ART ADJA NN VAFIN VVPP $. PPER VVFIN PPER APPR PDAT NN PTKVZ ITJ	3/NK 3/NK 4/SB 0/-- 4/PD 5/-- 8/SB 0/-- 8/OA 8/MO 12/NK 10/NK 8/SVP 13/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|*=True|num=pl|pers=1 _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|EmoExpression::markable_52::SubjectiveFact=false|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false
312084219847385089	negative	Wieder kein Moslem als Papst . %NegSmiley	wieder keine Moslem als Papst . %NegSmiley	ADV PIAT NN KOKOM NN $. ITJ	3/MO 3/NK 0/-- 3/CD 4/NK 5/-- 0/NK	Sentiment::markable_53::Sentiment=True case=nom|Target::markable_55::Target=True|num=sg|Target::markable_55::Anaphref=empty|gender=masc|Sentiment::markable_53::Sentiment=True|Target::markable_55::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_53::Sentiment=True|Target::markable_55::Target=True Target::markable_55::Target=True|Sentiment::markable_53::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_53::Sentiment=True|Target::markable_55::Target=True Sentiment::markable_53::Sentiment=True EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|EmoExpression::markable_56::Polarity=negative|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_56::Uncertain=false|EmoExpression::markable_56::Sarcasm=false
311905048860966915	positive	Das sind doch eher veraltete Ansichten . Dann müsste ja der Papst mit blauem Rauch gemeldet werden . %PosSmiley	die sein doch eher veraltet Ansicht . dann müssen ja die Papst mit blau Rauch melden werden . %PosSmiley	PDS VAFIN ADV ADV ADJA NN $. ADV VMFIN ADV ART NN APPR ADJA NN VVPP VAINF $. ITJ	2/SB 0/-- 2/MO 5/MO 6/NK 2/PD 6/-- 9/MO 0/-- 9/MO 12/NK 9/SB 12/MNR 15/NK 13/NK 17/OC 9/OC 17/-- 0/NK	case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _ EmoExpression::markable_57::Uncertain=false|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::Sarcasm=false|EmoExpression::markable_57::SubjectiveFact=false|EmoExpression::markable_57::EmoExpression=True|EmoExpression::markable_57::Polarity=positive
311908081497944067	positive	Nur ' mal zwischendurch - auch wenn die Spannung steigt Papst - wer wird neuer Präsi bei 1860 ? %PosSmiley	nur ' mal zwischendurch - auch wenn die Spannung steigen Papst - wer werden neu Präsi bei @card@ ? %PosSmiley	ADV $( ADV ADV $( ADV KOUS ART NN VVFIN NN $( PWS VAFIN ADJA NN APPR CARD $. ITJ	10/MO 1/-- 4/MO 10/MO 4/-- 9/MO 9/CP 9/NK 10/SB 0/-- 10/OA 11/-- 14/SB 11/PAR 16/NK 14/PD 10/MO 17/NK 18/-- 17/MO	_ _ _ _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Uncertain=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True
312088942738567168	positive	Guten Morgen ! Die Welt ist geretten , weil es ist ein Argentinier %PosSmiley MOIN PAPST	gut Morgen ! die Welt sein geretten , weil es sein eine Argentinier %PosSmiley Moin Papst	ADJA NN $. ART NN VAFIN VVPP $, KOUS PPER VAFIN ART NN ITJ NE NN	2/NK 0/-- 2/-- 5/NK 6/SB 0/-- 6/PD 7/-- 11/CP 11/SB 6/MO 13/NK 11/PD 15/NK 13/NK 11/PD	case=acc|EmoExpression::markable_60::Intensity=medium|EmoExpression::markable_60::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_60::Uncertain=false|EmoExpression::markable_60::Polarity=positive|num=pl|EmoExpression::markable_60::EmoExpression=True|EmoExpression::markable_60::Sarcasm=false case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::Intensity=medium|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Sarcasm=false|EmoExpression::markable_59::Uncertain=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311928831453847552	positive	Der ist ja putzig ! %PosSmiley Der neue Papst .	die sein ja putzig ! %PosSmiley die neu Papst .	PDS VAFIN ADV ADJD $. ITJ ART ADJA NN $.	2/SB 0/-- 2/MO 2/PD 4/-- 4/DM 9/NK 9/NK 0/-- 9/--	case=nom|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_63::Target=True|gender=masc|Target::markable_63::Anaphref=markable_65|Target::markable_63::Preferred=true pers=3|Sentiment::markable_61::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_61::Sentiment=True Sentiment::markable_61::Sentiment=True|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::EmoExpression=True|pos=True|EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::Uncertain=false|EmoExpression::markable_64::Sarcasm=false Sentiment::markable_61::Sentiment=True Sentiment::markable_61::Sentiment=True|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::EmoExpression=True|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=nom|Target::markable_65::Anaphref=empty|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_65::Preferred=true|gender=masc|Target::markable_65::Target=True case=nom|Sentiment::markable_61::Sentiment=True|num=sg|gender=masc|Target::markable_65::Target=True|pos=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_65::Target=True Sentiment::markable_61::Sentiment=True
312119689000148992	neutral	... der Papst promovierte dort , wo Kardinal Lehmann kurz zuvor noch lehrte : in Freiburg !	... die Papst promovieren dort , wo Kardinal Lehmann kurz zuvor noch lehren : in Freiburg !	$. ART NN VVFIN ADV $, PWAV NN NE ADJD ADV ADV VVFIN $. APPR NE $.	0/-- 3/NK 4/SB 0/-- 4/MO 5/-- 13/MO 13/SB 8/NK 11/MO 13/MO 13/MO 5/RC 13/-- 4/MO 15/NK 16/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ _ pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=neut|num=sg _
311935213393547264	positive	Glücklich sieht anders aus . Der fängt bestimmt heute Abend an zu twittern. papst	glücklich sehen anders aus . die fangen bestimmt heute Abend an zu twittern. papst	ADJD VVFIN ADV PTKVZ $. PDS VVFIN ADV ADV NN APZR APPR NE ADJA	2/MO 0/-- 2/MO 2/SVP 4/-- 7/SB 0/-- 7/MO 7/MO 7/OA 7/SVP 14/MO 12/NK 7/MO	EmoExpression::markable_67::Intensity=medium|EmoExpression::markable_67::Polarity=positive|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::EmoExpression=True|pos=True pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg _ _ case=dat|*=True|num=sg _
311914216070213633	negative	wah wah wah ... neuer papst , interessiert mich null. !	wah wah wah ... neu Papst , interessieren ich null. !	NE NE NE $. ADJA NN $, VVFIN PRF NE $.	3/PNC 3/PNC 0/-- 3/-- 6/NK 8/SB 6/-- 0/-- 8/OA 8/SB 10/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|Target::markable_69::Target=True|gender=masc|Target::markable_69::Anaphref=empty|pos=True|Target::markable_69::Preferred=true|Sentiment::markable_68::Sentiment=True|num=sg|Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=negative case=nom|gender=masc|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True Sentiment::markable_68::Sentiment=True EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::EmoExpression=True|mood=ind|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|pers=3|Sentiment::markable_68::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_68::Sentiment=True|*=True|Source::markable_71::Anaphref=empty|Source::markable_71::Source=True Negation::markable_72::Negation=True|Sentiment::markable_68::Sentiment=True|Negation::markable_72::EmoExpressionRef=emo-expression:markable_70 Sentiment::markable_68::Sentiment=True
311916198017249280	positive	Zur Feier des Tages , eine Mohammed Karikatur : %Link papst	zu Feier die Tag , eine Mohammed Karikatur : %Link papst	APPRART NN ART NN $, ART NE NN $. XY ADJA	11/MO 1/NK 4/NK 2/AG 4/-- 8/NK 8/NK 4/CJ 8/-- 0/-- 0/--	case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|gender=fem|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|num=sg|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
