322318691100397568	positive	die rote hose ist ja mal mega *-*	die rot Hose sein ja mal mega *-*	ART ADJA NN VAFIN ADV ADV NN XY	3/NK 3/NK 4/SB 0/-- 4/MO 7/MO 4/PD 7/NK	case=nom|Target::markable_3::Anaphref=empty|gender=fem|Target::markable_3::Preferred=true|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=fem|pos=True|Sentiment::markable_2::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|*=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_2::Sentiment=True|EmoExpression::markable_1::Intensity=medium
322408650880724992	positive	Uh meine Red Sox erster in der AL East %PosSmiley MLB	uh meinen red Sox erst in die AL east %PosSmiley MLB	ITJ VVFIN NE NE ADJA APPR ART NE FM ITJ ADJA	2/DM 0/-- 4/PNC 2/SB 0/NK 5/MNR 8/NK 6/NK 2/OA 9/NK 2/MO	_ pers=3|num=sg|tense=pres|mood=subj case=nom|*=True|num=sg case=dat|*=True|num=sg case=nom|gender=masc|num=sg|pos=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ EmoExpression::markable_31::Sarcasm=false|EmoExpression::markable_31::EmoExpression=True|EmoExpression::markable_31::Uncertain=false|EmoExpression::markable_31::Intensity=medium|EmoExpression::markable_31::SubjectiveFact=false|EmoExpression::markable_31::Polarity=positive _
328228385073549312	negative	und wie war es ? *-* ❤❤ nein , ich durfte nicht %NegSmiley	und wie sein es ? *-* ❤❤ nein , ich dürfen nicht %NegSmiley	KON KOKOM VAFIN PPER $. XY NN PTKANT $, PPER VMFIN PTKNEG ITJ	3/JU 3/MO 0/-- 3/SB 4/-- 7/NK 8/NK 11/DM 8/-- 11/SB 0/-- 11/NG 11/DM	_ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True case=dat|EmoExpression::markable_33::Sarcasm=false|*=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::SubjectiveFact=false _ _ case=nom|Sentiment::markable_34::Sarcasm=false|Sentiment::markable_34::Intensity=medium|Target::markable_35::Anaphref=empty|Target::markable_35::Preferred=true|*=True|Target::markable_35::Target=True|pers=1|num=sg|Sentiment::markable_34::Sentiment=True|Sentiment::markable_34::Polarity=negative pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_34::Sentiment=True|Target::markable_35::Target=True Sentiment::markable_34::Sentiment=True|Target::markable_35::Target=True Sentiment::markable_34::Sentiment=True|EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=negative|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium
328189371675201536	negative	Herr Opdenhövel %NegSmiley oh oh oh was sind denn die Themen u. a. ?	Herr Opdenhövel %NegSmiley oh oh oh was sein denn die Thema um a. ?	NN NN ITJ ITJ ITJ ITJ PWS VAFIN ADV ART NN APPR ADJA $.	8/VO 1/NK 1/NK 1/NK 1/NK 1/NK 8/SB 0/-- 8/MO 11/NK 8/SB 11/MNR 12/NK 13/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_37::Uncertain=false|gender=masc|EmoExpression::markable_37::Sarcasm=false|EmoExpression::markable_37::EmoExpression=True|num=sg|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=negative case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=acc|gender=neut|num=pl|pos=True _
323777519788646401	positive	Jetzt mit dem gammelbike zu jan %PosSmiley	jetzt mit die gammelbike zu Jan %PosSmiley	ADV APPR ART NN APPR NE ITJ	2/MO 0/-- 4/NK 2/NK 4/MNR 5/NK 2/MO	Sentiment::markable_100500224::Sarcasm=false|Target::markable_100500225::Preferred=true|Sentiment::markable_100500224::Sentiment=True|Target::markable_100500225::Target=True|Sentiment::markable_100500224::Polarity=positive|Sentiment::markable_100500224::Intensity=medium|Target::markable_100500225::Anaphref=empty Target::markable_100500225::Target=True|Sentiment::markable_100500224::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_100500225::Target=True|Sentiment::markable_100500224::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_100500225::Target=True|Sentiment::markable_100500224::Sentiment=True Target::markable_100500225::Target=True|Sentiment::markable_100500224::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_100500225::Target=True|Sentiment::markable_100500224::Sentiment=True EmoExpression::markable_38::Polarity=positive|EmoExpression::markable_38::Sarcasm=false|Sentiment::markable_100500224::Sentiment=True|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium
322328925084712961	positive	Sitze gegenüber der Messe im Hotel Ibis . Beim Kaffee %PosSmiley	Sitz gegenüber die Messe in Hotel Ibis . bei Kaffee %PosSmiley	NN APPR ART NN APPRART NN NE $. APPRART NN ITJ	0/-- 1/MNR 4/NK 2/NK 4/MNR 5/NK 6/NK 7/-- 0/-- 9/NK 10/NK	case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium
327960435510898689	positive	oh , oh . Sollte man nicht tun %PosSmiley wieviele Nächte hast du ?	oh , oh . sollen man nicht tun %PosSmiley wieviele Nacht haben du ?	ITJ $, ITJ $. VMFIN PIS PTKNEG VVINF ITJ PWS NN VAFIN PPER $.	3/NK 1/-- 4/NK 0/-- 0/-- 5/SB 5/NG 5/OC 11/NK 11/NK 12/OA 8/OC 12/SB 13/--	_ _ _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ _ EmoExpression::markable_40::Sarcasm=false|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive case=nom|*=True|num=pl case=nom|*=True|num=pl pers=2|num=sg|tense=pres|mood=ind *=True _
323692939089936384	negative	Halbe Stunde BVB - Hotline und kein Durchkommen %NegSmiley	halb Stunde BVB - Hotline und keine Durchkommen %NegSmiley	ADJA NN NE $( NN KON PIAT NN ITJ	2/NK 0/-- 2/NK 3/-- 2/APP 5/CD 8/NK 6/CJ 2/NK	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_41::Intensity=medium|gender=neut|Sentiment::markable_41::Polarity=negative|num=sg|Sentiment::markable_41::Sentiment=True|Sentiment::markable_41::Sarcasm=false|Target::markable_43::Target=True|Target::markable_43::Preferred=true|Target::markable_43::Anaphref=empty case=nom|EmoExpression::markable_100500333::EmoExpression=True|gender=neut|EmoExpression::markable_100500333::Sarcasm=false|EmoExpression::markable_100500333::Polarity=positive|num=sg|Sentiment::markable_41::Sentiment=True|EmoExpression::markable_100500333::Intensity=weak|EmoExpression::markable_100500333::SubjectiveFact=false|Target::markable_43::Target=True|EmoExpression::markable_100500333::Uncertain=true Sentiment::markable_41::Sentiment=True|EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Uncertain=false|EmoExpression::markable_42::Polarity=negative|EmoExpression::markable_42::Intensity=medium|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false
328187670209654784	negative	warum lese ich davon eigentlich immer erst , wenn es vorbei ist ? %NegSmiley	warum lesen ich davon eigentlich immer erst , wenn es vorbei sein ? %NegSmiley	PWAV VVFIN PPER PAV ADV ADV ADV $, KOUS PPER ADV VAFIN $. ITJ	2/MO 0/-- 2/SB 3/NK 2/MO 7/MO 2/MO 7/-- 12/CP 12/SB 12/MO 2/MO 12/-- 12/NK	Sentiment::markable_44::Sarcasm=false|Sentiment::markable_44::Sentiment=True|Sentiment::markable_44::Polarity=negative|Sentiment::markable_44::Intensity=medium Target::markable_46::Target=True|mood=ind|pers=1|num=sg|tense=pres|Target::markable_46::Anaphref=empty|Target::markable_46::Preferred=true|Sentiment::markable_44::Sentiment=True case=nom|pers=1|num=sg|Target::markable_46::Target=True|*=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True case=nom|pers=3|num=sg|Target::markable_46::Target=True|gender=neut|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True pers=3|Target::markable_46::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_44::Sentiment=True Sentiment::markable_44::Sentiment=True EmoExpression::markable_45::SubjectiveFact=false|EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|EmoExpression::markable_45::Polarity=negative|Sentiment::markable_44::Sentiment=True|EmoExpression::markable_45::Uncertain=false|EmoExpression::markable_45::Sarcasm=false
327180954282115072	positive	Ich bin morgen bei %User und bring Dir Fanpost mit ! = %PosSmiley	ich sein morgen bei %User und bringen du Fanpost mit ! = %PosSmiley	PPER VAFIN ADV APPR NE KON VVIMP PPER NN PTKVZ $. $( ITJ	2/SB 0/-- 2/MO 2/MO 4/NK 2/CD 6/CJ 7/OA 7/OA 7/SVP 10/-- 13/-- 0/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg case=dat|*=True|num=sg|pers=2 case=dat|*=True|num=sg _ _ _ EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Intensity=medium
327279083459325952	positive	jaa *-* zufall das der auch noch harry heisst %PosSmiley	jaa *-* zufall die die auch noch Harry heißen %PosSmiley	NE XY VVFIN PDS ART ADV ADV NE VVFIN ITJ	8/PNC 8/PNC 8/PNC 3/SB 8/NK 8/MO 8/MO 9/SB 0/-- 9/DM	_ EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=dat|gender=fem|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_48::SubjectiveFact=false|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::EmoExpression=True|EmoExpression::markable_48::Intensity=strong
328243252316737538	positive	Hat ein Fan heute zum Geburtstag bekommen . %PosSmiley SWAG	haben eine Fan heute zu Geburtstag bekommen . %PosSmiley SWAG	VAFIN ART NN ADV APPRART NN VVINF $. ITJ NN	0/-- 3/NK 1/SB 7/MO 7/MO 5/NK 1/OC 7/-- 10/NK 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ EmoExpression::markable_50::Intensity=medium|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|EmoExpression::markable_50::EmoExpression=True case=nom|gender=fem|num=sg
323823283743121408	positive	%PosSmileydu ich muss mal Hausaufgaben machen %PosSmiley %PosSmiley können ja später schreiben %PosSmiley	%PosSmileydu ich müssen mal Hausaufgabe machen %PosSmiley %PosSmiley können ja spät schreiben %PosSmiley	NN PPER VMFIN ADV NN VVINF ITJ ITJ VMFIN ADV ADJD VVINF ITJ	11/AMS 3/SB 0/-- 3/MO 6/OA 3/OC 9/DM 9/DM 3/CJ 9/MO 12/MO 9/OC 9/DM	pers=1|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=pl _ EmoExpression::markable_51::Intensity=strong|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=positive|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|EmoExpression::markable_52::SubjectiveFact=false|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false pers=3|num=pl|tense=pres|mood=ind _ comp=True _ EmoExpression::markable_53::Sarcasm=false|EmoExpression::markable_53::EmoExpression=True|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::Intensity=medium|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Polarity=positive
327369735224311809	positive	Wer ist schon " nur " ein Mann und somit " echt " ? %PosSmiley	wer sein schon " nur " eine Mann und somit " echt " ? %PosSmiley	PWS VAFIN ADV $( ADV $( ART NN KON ADV $( ADJD $( $. ITJ	2/SB 0/-- 2/MO 3/-- 8/MO 5/-- 8/NK 2/PD 8/CD 12/MO 10/-- 9/CJ 12/-- 13/-- 12/DM	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ EmoExpression::markable_100500236::Polarity=positive|EmoExpression::markable_100500236::Sarcasm=false|EmoExpression::markable_100500236::Uncertain=false|EmoExpression::markable_100500236::Intensity=medium|EmoExpression::markable_100500236::SubjectiveFact=false|pos=True|EmoExpression::markable_100500236::EmoExpression=True _ _ EmoExpression::markable_54::EmoExpression=True|EmoExpression::markable_54::SubjectiveFact=false|EmoExpression::markable_54::Uncertain=false|EmoExpression::markable_54::Polarity=positive|EmoExpression::markable_54::Sarcasm=false|EmoExpression::markable_54::Intensity=medium
327394717107105794	positive	das hat eine freundin von meiner Freundin gemacht mit photoshop %PosSmiley	die haben eine Freundin von mein Freundin machen mit photoshop %PosSmiley	PDS VAFIN ART NN APPR PPOSAT NN VVPP APPR NE ITJ	2/SB 0/-- 4/NK 8/OA 4/MNR 7/NK 5/NK 2/OC 8/MO 9/NK 9/MO	case=nom|Sentiment::markable_100500238::Polarity=positive|Sentiment::markable_100500238::Sarcasm=false|Sentiment::markable_100500238::Intensity=medium|gender=neut|Sentiment::markable_100500238::Sentiment=True|Target::markable_100500239::Preferred=true|num=sg|Target::markable_100500239::Anaphref=empty|Target::markable_100500239::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500238::Sentiment=True|Target::markable_100500239::Target=True case=acc|gender=fem|num=sg|Target::markable_100500239::Target=True|Sentiment::markable_100500238::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_100500239::Target=True|Sentiment::markable_100500238::Sentiment=True Sentiment::markable_100500238::Sentiment=True|Target::markable_100500239::Target=True case=dat|gender=fem|num=sg|Target::markable_100500239::Target=True|Sentiment::markable_100500238::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_100500239::Target=True|Sentiment::markable_100500238::Sentiment=True Sentiment::markable_100500238::Sentiment=True|Target::markable_100500239::Target=True Sentiment::markable_100500238::Sentiment=True|Target::markable_100500239::Target=True case=dat|gender=neut|num=sg|Target::markable_100500239::Target=True|Sentiment::markable_100500238::Sentiment=True case=dat|EmoExpression::markable_55::EmoExpression=True|Sentiment::markable_100500238::Sentiment=True|gender=neut|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Polarity=positive|num=sg|EmoExpression::markable_55::Intensity=medium|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Sarcasm=false
328163822605053952	negative	Auch Alliander sagt , dass Vattenfall zu viel Geld für das Berliner Stromnetz will %PosSmiley	auch Alliander sagen , dass Vattenfall zu viele Geld für die Berliner Stromnetz wollen %PosSmiley	ADV NN VVFIN $, KOUS NN APPR PIAT NN APPR ART ADJA NN VMFIN ITJ	2/MO 3/SB 0/-- 3/-- 14/CP 14/SB 6/MNR 9/NK 7/NK 9/MNR 13/NK 13/NK 10/NK 3/OC 14/DM	Sentiment::markable_100500240::Sentiment=True|Sentiment::markable_100500240::Intensity=medium|Sentiment::markable_100500240::Polarity=negative|Sentiment::markable_100500240::Sarcasm=false case=nom|num=sg|gender=masc|Sentiment::markable_100500240::Sentiment=True|Source::markable_100500241::Anaphref=empty|Source::markable_100500241::Source=True pers=3|Sentiment::markable_100500240::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500240::Sentiment=True Sentiment::markable_100500240::Sentiment=True case=nom|num=sg|Target::markable_100500242::Target=True|gender=masc|Target::markable_100500242::Preferred=true|Sentiment::markable_100500240::Sentiment=True|Target::markable_100500242::Anaphref=empty Sentiment::markable_100500240::Sentiment=True *=True|Sentiment::markable_100500240::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500240::Sentiment=True Sentiment::markable_100500240::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500240::Sentiment=True *=True|Sentiment::markable_100500240::Sentiment=True|pos=True case=acc|gender=neut|num=sg|Sentiment::markable_100500240::Sentiment=True pers=3|Sentiment::markable_100500240::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|gender=neut|Sentiment::markable_100500240::Sentiment=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Sarcasm=false|EmoExpression::markable_56::SubjectiveFact=false|num=sg|EmoExpression::markable_56::Uncertain=false
322402719581229056	positive	Erst mal eine Runde kicken gehen %PosSmiley profimässig	erst mal eine Runde kicken gehen %PosSmiley profimässig	ADV ADV ART NN VVINF VVFIN ITJ ADJD	2/MO 6/MO 4/NK 5/OA 6/OC 0/-- 8/DM 6/MO	Target::markable_59::Preferred=true|Target::markable_59::Anaphref=empty|Target::markable_59::Target=True Target::markable_59::Target=True case=nom|gender=fem|num=sg|Target::markable_59::Target=True case=nom|gender=fem|num=sg|Target::markable_59::Target=True Target::markable_59::Target=True Target::markable_59::Target=True EmoExpression::markable_57::Uncertain=false|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::Sarcasm=false|EmoExpression::markable_57::SubjectiveFact=false|EmoExpression::markable_57::EmoExpression=True|Target::markable_59::Target=True|EmoExpression::markable_57::Polarity=positive EmoExpression::markable_100500244::Polarity=positive|pos=True|EmoExpression::markable_100500244::Uncertain=false|EmoExpression::markable_100500244::EmoExpression=True|EmoExpression::markable_100500244::Intensity=medium|EmoExpression::markable_100500244::SubjectiveFact=false|Target::markable_59::Target=True|EmoExpression::markable_100500244::Sarcasm=false
327329062865489921	positive	Mein , meine Gewerkschaftsbeitragsgelder . Nichts Steuern . %PosSmiley	mein , mein Gewerkschaftsbeitragsgelder . nichts Steuer . %PosSmiley	PPOSAT $, PPOSAT NN $. PIAT NN $. ITJ	0/-- 1/-- 4/NK 1/PD 4/-- 7/NK 0/-- 7/-- 0/NK	case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ gender=neut|*=True case=nom|gender=fem|num=pl _ EmoExpression::markable_60::Polarity=positive|EmoExpression::markable_60::Intensity=medium|EmoExpression::markable_60::SubjectiveFact=false|EmoExpression::markable_60::EmoExpression=True|EmoExpression::markable_60::Sarcasm=false|EmoExpression::markable_60::Uncertain=false
327493533000925184	positive	Wo denkst du hin ? %PosSmiley Nein , nein , das überlasse ich Profis wie %User . %PosSmiley	wo denken du hin ? %PosSmiley nein , nein , die überlassen ich Profi wie %User . %PosSmiley	PWAV VVFIN PPER PTKVZ $. ITJ PTKANT $, PTKANT $, PDS VVFIN PPER NN KOKOM NE $. ITJ	2/MO 0/-- 2/SB 2/SVP 4/-- 4/NK 12/DM 7/-- 12/DM 9/-- 12/OA 0/-- 12/SB 12/OA 16/CM 14/CC 16/-- 0/NK	_ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::Intensity=medium|EmoExpression::markable_61::EmoExpression=True Sentiment::markable_100500245::Polarity=positive|Sentiment::markable_100500245::Sentiment=True|Sentiment::markable_100500245::Sarcasm=false|Sentiment::markable_100500245::Intensity=medium Sentiment::markable_100500245::Sentiment=True Sentiment::markable_100500245::Sentiment=True Sentiment::markable_100500245::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500245::Sentiment=True pers=1|Sentiment::markable_100500245::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Sentiment::markable_100500245::Sentiment=True|Source::markable_100500246::Source=True|*=True|Source::markable_100500246::Anaphref=empty case=acc|EmoExpression::markable_100500247::Sarcasm=false|Sentiment::markable_100500245::Sentiment=True|EmoExpression::markable_100500247::Polarity=positive|gender=neut|EmoExpression::markable_100500247::Uncertain=false|EmoExpression::markable_100500247::Intensity=medium|num=sg|EmoExpression::markable_100500247::EmoExpression=True|EmoExpression::markable_100500247::SubjectiveFact=true Sentiment::markable_100500245::Sentiment=True case=nom|Target::markable_100500248::Anaphref=empty|num=sg|Sentiment::markable_100500245::Sentiment=True|Target::markable_100500248::Preferred=true|Target::markable_100500248::Target=True|gender=masc Sentiment::markable_100500245::Sentiment=True EmoExpression::markable_62::SubjectiveFact=false|Sentiment::markable_100500245::Sentiment=True|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|EmoExpression::markable_62::Polarity=positive|EmoExpression::markable_62::Uncertain=false|EmoExpression::markable_62::Intensity=medium
322412864176533505	positive	Keinesfalls , mach so weiter , wie bisher . Es ist alles ok %PosSmiley	keinesfalls , machen so weiter , wie bisher . es sein alle ok %PosSmiley	ADV $, VVIMP ADV PTKVZ $, KOUS ADV $. PPER VAFIN PIS ADJA ITJ	3/MO 1/-- 0/-- 3/MO 3/SVP 5/-- 5/CP 7/MO 8/-- 11/SB 0/-- 13/NK 11/PD 13/NK	_ _ pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ _ case=nom|gender=neut|Sentiment::markable_100500250::Sarcasm=false|pers=3|Sentiment::markable_100500250::Intensity=medium|num=sg|Sentiment::markable_100500250::Polarity=positive|Sentiment::markable_100500250::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500250::Sentiment=True case=nom|Target::markable_100500251::Target=True|num=sg|Target::markable_100500251::Preferred=true|gender=neut|Target::markable_100500251::Anaphref=empty|Sentiment::markable_100500250::Sentiment=True EmoExpression::markable_100500252::Sarcasm=false|EmoExpression::markable_100500252::SubjectiveFact=false|EmoExpression::markable_100500252::EmoExpression=True|EmoExpression::markable_100500252::Uncertain=false|EmoExpression::markable_100500252::Polarity=positive|EmoExpression::markable_100500252::Intensity=medium|Sentiment::markable_100500250::Sentiment=True EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium|Sentiment::markable_100500250::Sentiment=True
