311914253751836672	positive	Ich bi so ufgregt ! Wer isch jetzt de neui Papst ? ? %PosSmiley	ich bi so ufgregt ! wer isch jetzt de neui Papst ? ? %PosSmiley	PPER VVFIN ADV ADJD $. PWS VVFIN ADV NE ADJA NN $. $. ITJ	2/SB 0/-- 4/MO 2/MO 4/-- 7/SB 0/-- 7/MO 7/SB 11/NK 7/OA 11/-- 12/-- 12/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=acc|gender=fem|num=sg _ _ EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311915484285136897	positive	Habemus Papam ! Wir haben einen Papst ! Jetzt erstmal stundenlang zum Fenster gucken .. %PosSmiley	Habemus Papam ! wir haben eine Papst ! jetzt erstmal stundenlang zu Fenster gucken .. %PosSmiley	NN NN $. PPER VAFIN ART NN $. ADV ADV ADJD APPRART NN VVFIN ADJA ITJ	0/-- 1/NK 2/-- 5/SB 0/-- 7/NK 5/OA 7/-- 14/MO 11/MO 14/MO 11/MO 12/NK 0/-- 16/NK 14/DM	case=nom|Target::markable_31::Target=True|Target::markable_31::Preferred=true|Sentiment::markable_30::Sarcasm=false|gender=masc|Target::markable_31::Anaphref=empty|Sentiment::markable_30::Intensity=strong|num=sg|Sentiment::markable_30::Sentiment=True|Sentiment::markable_30::Polarity=positive case=nom|gender=masc|Target::markable_31::Target=True|num=sg|Sentiment::markable_30::Sentiment=True Sentiment::markable_30::Sentiment=True case=nom|Target::markable_34::Target=True|Target::markable_34::Anaphref=empty|*=True|Sentiment::markable_32::Polarity=positive|pers=1|num=pl|Sentiment::markable_32::Sarcasm=false|Sentiment::markable_32::Intensity=medium|Sentiment::markable_32::Sentiment=True|Target::markable_34::Preferred=true pers=1|Target::markable_34::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_32::Sentiment=True case=acc|gender=masc|Target::markable_34::Target=True|num=sg|Sentiment::markable_32::Sentiment=True case=acc|gender=masc|Target::markable_34::Target=True|num=sg|Sentiment::markable_32::Sentiment=True Sentiment::markable_32::Sentiment=True _ _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=masc|EmoExpression::markable_35::EmoExpression=True|num=sg|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive
311933639162204162	positive	Argentinien ? Land des Tango ? Heute ist Argentinien Papst ( ^ - )	Argentinien ? Land die Tango ? heute sein Argentinien Papst ( ^ - )	NE $. NN ART NN $. ADV VAFIN NE NN $( XY $( $(	0/-- 1/-- 0/-- 5/NK 3/AG 5/-- 8/MO 0/-- 10/AG 8/SB 10/-- 10/APP 12/-- 13/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ Sentiment::markable_36::Polarity=positive|Sentiment::markable_36::Sarcasm=false|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_36::Sentiment=True case=nom|Target::markable_37::Anaphref=empty|num=sg|Target::markable_37::Preferred=true|Target::markable_37::Target=True|gender=neut|Sentiment::markable_36::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True EmoExpression::markable_38::Polarity=positive|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium|Sentiment::markable_36::Sentiment=True EmoExpression::markable_38::EmoExpression=True|Sentiment::markable_36::Sentiment=True EmoExpression::markable_38::EmoExpression=True|Sentiment::markable_36::Sentiment=True EmoExpression::markable_38::EmoExpression=True|Sentiment::markable_36::Sentiment=True
311927926025244674	negative	Zuerst mochte ich den papst , aber jetzt ... ne doch nicht ! %PosSmiley	zuerst mögen ich die Papst , aber jetzt ... eine doch nicht ! %PosSmiley	ADV VMFIN PPER ART NN $, KON ADV $. ART KON PTKNEG $. ITJ	2/MO 0/-- 2/SB 5/NK 2/OA 5/-- 2/CD 7/CJ 8/-- 0/-- 10/CD 11/CJ 12/-- 10/NK	Sentiment::markable_39::Intensity=medium|Sentiment::markable_39::Sarcasm=false|Sentiment::markable_39::Sentiment=True|Sentiment::markable_39::Polarity=negative Sentiment::markable_39::Sentiment=True|mood=ind|EmoExpression::markable_42::Uncertain=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false|pers=1|num=sg|tense=past|EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Intensity=medium case=nom|pers=1|num=sg|Sentiment::markable_39::Sentiment=True|Source::markable_40::Anaphref=empty|Source::markable_40::Source=True|*=True case=acc|gender=masc|num=sg|Sentiment::markable_39::Sentiment=True case=acc|Target::markable_41::Anaphref=empty|num=sg|Sentiment::markable_39::Sentiment=True|gender=masc|Target::markable_41::Preferred=true|Target::markable_41::Target=True Sentiment::markable_39::Sentiment=True Sentiment::markable_39::Sentiment=True Sentiment::markable_39::Sentiment=True Sentiment::markable_39::Sentiment=True pers=3|num=sg|tense=pres|mood=subj|Sentiment::markable_39::Sentiment=True|Negation::markable_44::Negation=True|Negation::markable_44::EmoExpressionRef=empty Sentiment::markable_39::Sentiment=True Sentiment::markable_39::Sentiment=True|Negation::markable_45::EmoExpressionRef=emo-expression:markable_42|Negation::markable_45::Negation=True Sentiment::markable_39::Sentiment=True EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|Sentiment::markable_39::Sentiment=True|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive
311926542659907584	positive	Argentinien ist das Land der Götter . Erst Maradona , dann Messi und jetzt der Papst %PosSmiley Argentina Konklave Vatikan papstwahl	Argentinien sein die Land die Gott . erst Maradona , dann Messi und jetzt die Papst %PosSmiley Argentina Konklave Vatikan papstwahl	NE VAFIN ART NN ART NN $. ADV NE $, ADV NN KON ADV ART NN ITJ NE NN NN ADJA	2/SB 0/-- 4/NK 2/PD 6/NK 4/AG 6/-- 9/MO 0/-- 9/-- 12/MO 9/CJ 12/CD 16/MO 16/NK 13/CJ 19/NK 19/PNC 20/NK 16/NK 9/UC	case=nom|Target::markable_48::Target=True|Target::markable_48::Preferred=true|Sentiment::markable_47::Polarity=positive|gender=neut|Target::markable_48::Anaphref=empty|Sentiment::markable_47::Sentiment=True|Sentiment::markable_47::Sarcasm=false|num=sg|Sentiment::markable_47::Intensity=strong pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_47::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_47::Sentiment=True case=nom|EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|gender=neut|EmoExpression::markable_49::SubjectiveFact=false|Sentiment::markable_47::Sentiment=True|num=sg|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::Uncertain=true|EmoExpression::markable_49::Intensity=strong case=gen|gender=fem|num=sg|EmoExpression::markable_49::EmoExpression=True|Sentiment::markable_47::Sentiment=True case=gen|gender=fem|num=sg|EmoExpression::markable_49::EmoExpression=True|Sentiment::markable_47::Sentiment=True _ _ case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|EmoExpression::markable_50::Intensity=medium|gender=neut|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|EmoExpression::markable_50::EmoExpression=True|pers=3|num=sg|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True
311836107547488256	positive	RUFT JETZT FÜR DEN PAPST AN ! 01379 ... Oder sende eine SMS mit " Konklave1 " an die 666 ... 6 ... %PosSmiley	rufen jetzt für die Papst an ! @card@ ... oder senden eine SMS mit " Konklave1 " an die @card@ ... 6 ... %PosSmiley	VVFIN ADV APPR ART NN PTKVZ $. CARD $. KON VVFIN ART NE APPR $( NE $( APPR ART CARD $. CARD $. ITJ	0/-- 1/MO 1/MO 5/NK 3/NK 1/SVP 6/-- 11/CJ 8/-- 11/JU 0/-- 13/NK 11/OA 11/MO 16/-- 14/NK 16/-- 11/MO 22/NK 22/NMC 20/-- 18/NK 22/-- 18/MO	_ _ _ *=True *=True _ _ _ _ _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=pl _ _ case=acc|gender=fem|num=sg _ _ _ _ EmoExpression::markable_51::Intensity=medium|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=positive|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false
311919132926963713	positive	Wenigstens beim Postillon gibt es schon einen Papst . %PosSmiley %Link	wenigstens bei Postillon geben es schon eine Papst . %PosSmiley %Link	ADV APPRART NN VVFIN PPER ADV ART NN $. ITJ XY	2/MO 4/MO 2/NK 0/-- 4/EP 4/MO 8/NK 4/OA 8/-- 11/NK 0/--	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|EmoExpression::markable_52::SubjectiveFact=false|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false _
311973938412544001	positive	Argentinien hat schon den Messi ( as ) ! Jetzt auch noch den Papst ... unaufhaltsam %PosSmiley	Argentinien haben schon die Messi ( as ) ! jetzt auch noch die Papst ... unaufhaltsam %PosSmiley	NE VAFIN ADV ART NN $( FM $( $. ADV ADV ADV ART NN $. ADJD ITJ	2/SB 0/-- 2/MO 5/NK 2/OA 5/-- 5/APP 7/-- 8/-- 14/MO 14/MO 14/MO 14/NK 0/-- 14/-- 0/-- 16/DM	case=nom|Target::markable_56::Preferred=true|gender=neut|Sentiment::markable_53::Sentiment=True|Sentiment::markable_53::Sarcasm=false|Target::markable_56::Anaphref=empty|num=sg|Sentiment::markable_53::Intensity=medium|Target::markable_56::Target=True|Sentiment::markable_53::Polarity=positive pers=3|Sentiment::markable_53::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_53::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_53::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_53::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_53::Sentiment=True Sentiment::markable_53::Sentiment=True EmoExpression::markable_55::EmoExpression=True|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Intensity=medium|Sentiment::markable_53::Sentiment=True|pos=True|EmoExpression::markable_55::Polarity=positive|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Sarcasm=false EmoExpression::markable_54::EmoExpression=True|EmoExpression::markable_54::SubjectiveFact=false|EmoExpression::markable_54::Uncertain=false|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_54::Polarity=positive|EmoExpression::markable_54::Sarcasm=false|EmoExpression::markable_54::Intensity=medium
311924877718327297	positive	Der Papst wurde 1 Monat vor meinem Geburtstag gewählt ! Finde das hat was %PosSmiley	die Papst werden 1 Monat vor mein Geburtstag wählen ! finden die haben was %PosSmiley	ART NN VAFIN CARD NN APPR PPOSAT NN VVPP $. VVIMP PDS VAFIN PIS ITJ	2/NK 3/SB 0/-- 5/NK 6/MO 9/MO 8/NK 6/NK 3/OC 9/-- 12/NK 13/SB 0/-- 13/SB 14/NK	case=nom|Target::markable_60::Preferred=true|Target::markable_60::Anaphref=empty|Sentiment::markable_57::Sarcasm=false|gender=masc|Sentiment::markable_57::Polarity=positive|Target::markable_60::Target=True|num=sg|Sentiment::markable_57::Intensity=medium|Sentiment::markable_57::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True Target::markable_60::Target=True|Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_57::Sentiment=True case=nom|EmoExpression::markable_58::Uncertain=false|gender=neut|EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|num=sg|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True|Sentiment::markable_57::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_58::EmoExpression=True|Sentiment::markable_57::Sentiment=True case=acc|gender=neut|EmoExpression::markable_58::EmoExpression=True|num=sg|Sentiment::markable_57::Sentiment=True EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::Intensity=medium|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Uncertain=false|EmoExpression::markable_59::Sarcasm=false|Sentiment::markable_57::Sentiment=True
311918816454123520	positive	%PosSmiley der Franz ... der kann es %PosSmiley Franziskus %PosSmiley Ich bin Papst	%PosSmiley die Franz ... die können es %PosSmiley Franziskus %PosSmiley ich sein Papst	ITJ ART NE $. PDS VMFIN PPER ITJ NE ITJ PPER VAFIN NN	3/NK 3/NK 0/-- 3/-- 6/SB 0/-- 9/OA 9/NK 6/SB 6/DM 12/SB 6/CJ 12/PD	EmoExpression::markable_100500195::Intensity=medium|EmoExpression::markable_100500195::Sarcasm=false|Sentiment::markable_100500193::Sentiment=True|EmoExpression::markable_100500195::Polarity=positive|Sentiment::markable_100500193::Sarcasm=false|EmoExpression::markable_100500195::EmoExpression=True|Sentiment::markable_100500193::Intensity=medium|EmoExpression::markable_100500195::SubjectiveFact=false|EmoExpression::markable_100500195::Uncertain=false|Sentiment::markable_100500193::Polarity=positive case=nom|num=sg|Target::markable_100500194::Target=True|Target::markable_100500194::Preferred=true|gender=masc|Target::markable_100500194::Anaphref=empty|Sentiment::markable_100500193::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_100500194::Target=True|Sentiment::markable_100500193::Sentiment=True Sentiment::markable_100500193::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500193::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ case=gen|gender=neut|num=sg EmoExpression::markable_62::SubjectiveFact=false|EmoExpression::markable_62::Polarity=positive|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|EmoExpression::markable_62::Uncertain=false|EmoExpression::markable_62::Intensity=medium case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg
311922173990281217	positive	Hahaha mein Vater meinte der Papst ist wie One Direction wenn er jetzt singen würde %PosSmiley kopfkino	Hahaha mein Vater meinen die Papst sein wie One Direction wenn er jetzt singen werden %PosSmiley Kopfkino	NN PPOSAT NN VVFIN ART NN VAFIN KOKOM FM NN KOUS PPER ADV VVINF VAFIN ITJ NN	4/SB 3/NK 7/SB 0/-- 6/NK 4/SB 6/RC 10/CM 10/NK 4/MO 15/CP 15/SB 14/MO 15/OC 4/MO 17/NK 15/SB	case=nom|EmoExpression::markable_100500198::SubjectiveFact=false|EmoExpression::markable_100500198::Sarcasm=false|EmoExpression::markable_100500198::EmoExpression=True|gender=masc|EmoExpression::markable_100500198::Uncertain=false|EmoExpression::markable_100500198::Intensity=medium|EmoExpression::markable_100500198::Polarity=positive|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg|pers=3 _ _ pers=3|num=sg|tense=past|mood=subj EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium _
312094068761034752	negative	Ein homophober Papst ersetzt einen homophoben Papst . Das ist nicht meine katholische Kirche %NegSmiley .	eine homophober Papst ersetzen eine homophoben Papst . die sein nicht mein katholisch Kirche %NegSmiley .	ART ADJA NN VVFIN ART ADJA NN $. PDS VAFIN PTKNEG PPOSAT ADJA NN ITJ $.	3/NK 3/NK 4/SB 0/-- 7/NK 7/NK 4/OA 7/-- 10/SB 0/-- 10/NG 14/NK 14/NK 10/PD 9/NK 14/--	case=nom|Sentiment::markable_64::Polarity=negative|num=sg|Sentiment::markable_64::Intensity=medium|gender=masc|Sentiment::markable_64::Sentiment=True|Sentiment::markable_64::Sarcasm=false case=nom|EmoExpression::markable_66::EmoExpression=True|gender=masc|pos=True|Sentiment::markable_64::Sentiment=True|num=sg|EmoExpression::markable_66::Polarity=negative|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=nom|Target::markable_65::Anaphref=empty|num=sg|Target::markable_65::Preferred=true|gender=masc|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_67::Sentiment=True|Sentiment::markable_67::Polarity=negative|num=sg|gender=masc|Sentiment::markable_67::Sarcasm=false|Sentiment::markable_67::Intensity=medium case=acc|Sentiment::markable_67::Sentiment=True|EmoExpression::markable_69::Polarity=negative|gender=masc|pos=True|EmoExpression::markable_69::Intensity=medium|num=sg|EmoExpression::markable_69::EmoExpression=True|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false case=acc|Sentiment::markable_67::Sentiment=True|num=sg|Target::markable_68::Target=True|gender=masc|Target::markable_68::Preferred=true|Target::markable_68::Anaphref=empty _ case=nom|num=sg|Sentiment::markable_70::Intensity=medium|Sentiment::markable_70::Sarcasm=false|Sentiment::markable_70::Sentiment=True|gender=neut|Sentiment::markable_70::Polarity=negative pers=3|Sentiment::markable_70::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_70::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_70::Sentiment=True case=nom|Sentiment::markable_70::Sentiment=True|gender=fem|pos=True|num=sg|Target::markable_71::Anaphref=empty|Target::markable_71::Preferred=true|Target::markable_71::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_70::Sentiment=True|Target::markable_71::Target=True EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|Sentiment::markable_70::Sentiment=True|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium _
312207815274024960	negative	Wieder kein Moslem als Papst . %NegSmiley	wieder keine Moslem als Papst . %NegSmiley	ADV PIAT NN KOKOM NN $. ITJ	3/MO 3/NK 0/-- 3/CD 4/NK 5/-- 0/NK	Target::markable_74::Target=True|Sentiment::markable_73::Sarcasm=true|Sentiment::markable_73::Polarity=negative|Target::markable_74::Anaphref=empty|Target::markable_74::Preferred=true|Sentiment::markable_73::Intensity=medium|Sentiment::markable_73::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_73::Sentiment=True|Target::markable_74::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_73::Sentiment=True|Target::markable_74::Target=True Sentiment::markable_73::Sentiment=True|Target::markable_74::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_73::Sentiment=True|Target::markable_74::Target=True Sentiment::markable_73::Sentiment=True EmoExpression::markable_75::Sarcasm=true|EmoExpression::markable_75::EmoExpression=True|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=negative|Sentiment::markable_73::Sentiment=True
311918452073971712	positive	Aha . 77. Wieder so ein ( Drei - ) Faltiger . Papst	aha . @ord@ wieder so eine ( Drei - ) faltig . Papst	ITJ $. ADV ADV ADV ART $( NN $( $( ADJD $. NN	2/NK 0/-- 0/MO 5/MO 8/MO 8/NK 6/-- 0/-- 8/-- 9/-- 8/MO 11/-- 0/--	Sentiment::markable_76::Sarcasm=false|Sentiment::markable_76::Intensity=medium|EmoExpression::markable_77::Uncertain=false|EmoExpression::markable_77::Polarity=negative|Sentiment::markable_76::Sentiment=True|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false|EmoExpression::markable_77::Sarcasm=false|Sentiment::markable_76::Polarity=positive|EmoExpression::markable_77::Intensity=medium Sentiment::markable_76::Sentiment=True Sentiment::markable_76::Sentiment=True Sentiment::markable_76::Sentiment=True Sentiment::markable_76::Sentiment=True EmoExpression::markable_79::Polarity=negative|EmoExpression::markable_79::Uncertain=true|Sentiment::markable_76::Sentiment=True|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::EmoExpression=True|EmoExpression::markable_79::SubjectiveFact=false|EmoExpression::markable_79::Sarcasm=false Sentiment::markable_76::Sentiment=True|EmoExpression::markable_79::EmoExpression=True case=nom|gender=fem|Sentiment::markable_76::Sentiment=True|num=sg|EmoExpression::markable_79::EmoExpression=True Sentiment::markable_76::Sentiment=True|EmoExpression::markable_79::EmoExpression=True Sentiment::markable_76::Sentiment=True|EmoExpression::markable_79::EmoExpression=True comp=True|Sentiment::markable_76::Sentiment=True|EmoExpression::markable_79::EmoExpression=True Sentiment::markable_76::Sentiment=True case=nom|num=sg|Target::markable_78::Preferred=true|gender=masc|Target::markable_78::Target=True|Sentiment::markable_76::Sentiment=True|Target::markable_78::Anaphref=empty
312186311995957250	positive	Der argentinische Papst singt am Balkon vom Petersdom : %Link Papst Dontcryformeargentina %PosSmiley	die argentinisch Papst singen an Balkon von Petersdom : %Link Papst Dontcryformeargentina %PosSmiley	ART ADJA NN VVFIN APPRART NN APPRART NN $. XY NN NE ITJ	3/NK 3/NK 4/SB 0/-- 4/MO 5/NK 11/PG 7/NK 8/-- 11/NK 4/SB 11/NK 11/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_82::EmoExpression=True|EmoExpression::markable_82::Uncertain=false|EmoExpression::markable_82::Intensity=medium|EmoExpression::markable_82::Sarcasm=false|EmoExpression::markable_82::SubjectiveFact=false|EmoExpression::markable_82::Polarity=positive
311922944538443776	positive	Die r. - k. Kirche bzw. der Papst massen sich an , das Weltall zu segnen ? %PosSmiley orf konklave	die r. - k. Kirche bzw. die Papst maßen|messen sich an , die Weltall zu segnen ? %PosSmiley orf Konklave	ART ADJA $( NN NN KON ART NN VVFIN PRF PTKVZ $, ART NN PTKZU VVINF $. ITJ NE NN	4/NK 4/NK 2/-- 9/SB 4/NK 4/CD 8/NK 6/CJ 0/-- 9/OA 9/SVP 11/-- 14/NK 16/OA 16/PM 11/OC 16/-- 11/NK 20/NK 0/--	case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_100500199::Uncertain=false|EmoExpression::markable_100500199::Polarity=positive|EmoExpression::markable_100500199::Sarcasm=false|EmoExpression::markable_100500199::Intensity=medium|EmoExpression::markable_100500199::SubjectiveFact=false|EmoExpression::markable_100500199::EmoExpression=True _ EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=medium|EmoExpression::markable_80::Sarcasm=false|EmoExpression::markable_80::SubjectiveFact=false|EmoExpression::markable_80::EmoExpression=True|EmoExpression::markable_80::Polarity=positive _ case=nom|gender=neut|num=pl
311835534374879232	positive	RUFT JETZT FÜR DEN PAPST AN ! 01379 ... Oder sende eine SMS mit " Konklave1 " an die 666 ... 6 ... %PosSmiley	rufen jetzt für die Papst an ! @card@ ... oder senden eine SMS mit " Konklave1 " an die @card@ ... 6 ... %PosSmiley	VVFIN ADV APPR ART NN PTKVZ $. CARD $. KON VVFIN ART NE APPR $( NE $( APPR ART CARD $. CARD $. ITJ	0/-- 1/MO 1/MO 5/NK 3/NK 1/SVP 6/-- 11/CJ 8/-- 11/JU 0/-- 13/NK 11/OA 11/MO 16/-- 14/NK 16/-- 11/MO 22/NK 22/NMC 20/-- 18/NK 22/-- 18/MO	_ _ _ *=True *=True _ _ _ _ _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=pl _ _ case=acc|gender=fem|num=sg _ _ _ _ EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
