322807225670316032	mixed	Stimmt , da war ja noch was %PosSmiley Unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	stimmen , da sein ja noch was %PosSmiley unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	VVFIN $, KOUS VAFIN ADV ADV PIS ITJ APPR NN NE NE NN VVFIN $.	0/-- 1/-- 14/CP 14/MO 7/MO 7/MO 13/OA 9/MO 13/MO 9/NK 12/PNC 10/NK 4/SB 1/MO 14/--	EmoExpression::markable_104014313::Uncertain=false|mood=ind|EmoExpression::markable_104014313::SubjectiveFact=false|pers=3|EmoExpression::markable_104014313::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_104014313::Sarcasm=false|EmoExpression::markable_104014313::Polarity=positive|EmoExpression::markable_104014313::Intensity=medium _ _ pers=3|num=sg|tense=past|mood=ind _ _ gender=neut|*=True case=gen|gender=neut|num=sg EmoExpression::markable_104014314::EmoExpression=True|EmoExpression::markable_104014314::Intensity=medium|EmoExpression::markable_104014314::Uncertain=false|EmoExpression::markable_104014314::SubjectiveFact=false|EmoExpression::markable_104014314::Polarity=negative|EmoExpression::markable_104014314::Sarcasm=false case=dat|gender=masc|num=sg|EmoExpression::markable_104014314::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ _
332979732838772736	negative	Sieh Dir die Politik der Blockparteien an ! Und Hartz haben Rot - Grün verbrochen . " Politiker " steht IMHO für " die Gekauften " %NegSmiley	sehen du die Politik die Blockpartei an ! und Hartz haben rot - grün verbrechen . " Politiker " stehen IMHO für " die gekauft " %NegSmiley	VVIMP PPER ART NN ART NN PTKVZ $. KON NE VAFIN ADJD $( ADJD VVPP $. $( NN $( VVFIN NE APPR $( ART ADJA $( ITJ	0/-- 1/OA 4/NK 1/OA 6/NK 4/AG 1/SVP 7/-- 11/JU 11/SB 0/-- 15/MO 12/-- 15/MO 11/OC 15/-- 16/-- 20/SB 18/-- 0/-- 20/SB 20/MO 22/-- 25/NK 22/NK 25/-- 22/MO	pers=2|num=sg|mood=imp case=dat|*=True|num=sg|pers=2 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ _ _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True _ pos=True _ _ Sentiment::markable_27::Intensity=medium|Sentiment::markable_27::Sentiment=True|Sentiment::markable_27::Polarity=negative|Sentiment::markable_27::Sarcasm=false case=nom|Target::markable_29::Anaphref=empty|num=pl|Sentiment::markable_27::Sentiment=True|Target::markable_29::Preferred=true|gender=masc|Target::markable_29::Target=True Sentiment::markable_27::Sentiment=True pers=3|Sentiment::markable_27::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|Sentiment::markable_27::Sentiment=True Sentiment::markable_27::Sentiment=True Sentiment::markable_27::Sentiment=True case=acc|Sentiment::markable_27::Sentiment=True|gender=fem|EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|num=pl|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=negative|EmoExpression::markable_30::Sarcasm=false case=acc|gender=fem|num=pl|Sentiment::markable_27::Sentiment=True|EmoExpression::markable_30::EmoExpression=True Sentiment::markable_27::Sentiment=True EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|Sentiment::markable_27::Sentiment=True|EmoExpression::markable_28::Polarity=negative|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false
332977356903952384	positive	ja , es sieht irgendwie danach aus ... wenn sie ab und zu mal eine andere Politik machen würde , fände ich sie ja auch ganz Ok %PosSmiley	ja , es sehen irgendwie danach aus ... wenn sie ab und zu mal eine andere Politik machen werden , finden ich sie ja auch ganz Ok %PosSmiley	ADV $, PPER VVFIN ADV PAV PTKVZ $. KOUS PPER ADV KON APPR ADV ART PIAT NN VVINF VAFIN $, VVFIN PPER PPER ADV ADV ADV NE ITJ	4/MO 1/-- 4/SB 0/-- 4/MO 4/NK 4/SVP 7/-- 19/CP 19/SB 18/MO 11/CD 12/CJ 13/MO 17/NK 17/NK 18/OA 19/OC 21/MO 19/-- 0/-- 21/SB 21/OA 21/MO 21/MO 27/MO 21/MO 27/NK	_ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ _ _ Target::markable_32::Target=True|Target::markable_32::Preferred=true|Sentiment::markable_31::Intensity=medium|Target::markable_32::Anaphref=empty|Sentiment::markable_31::Sentiment=True|Sentiment::markable_31::Sarcasm=false|Sentiment::markable_31::Polarity=positive case=nom|pers=3|Target::markable_32::Target=True|num=sg|gender=fem|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True case=acc|Target::markable_32::Target=True|num=sg|gender=fem|Sentiment::markable_31::Sentiment=True|pos=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True pers=3|Target::markable_32::Target=True|num=sg|tense=past|mood=subj|Sentiment::markable_31::Sentiment=True Sentiment::markable_31::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_31::Sentiment=True case=nom|pers=1|num=sg|Source::markable_33::Anaphref=empty|Source::markable_33::Source=True|*=True|Sentiment::markable_31::Sentiment=True case=nom|Sentiment::markable_31::Sentiment=True|gender=fem|Target::markable_100500206::Target=True|pers=3|num=sg|Target::markable_100500206::Anaphref=empty|Target::markable_100500206::Preferred=true Sentiment::markable_31::Sentiment=True Sentiment::markable_31::Sentiment=True Intensifier::markable_35::EmoExpressionRef=emo-expression:markable_34|Intensifier::markable_35::Intensifier=True|Intensifier::markable_35::Degree=medium|Sentiment::markable_31::Sentiment=True case=nom|EmoExpression::markable_34::SubjectiveFact=false|gender=masc|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Intensity=medium|num=sg|EmoExpression::markable_34::EmoExpression=True|Sentiment::markable_31::Sentiment=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_31::Sentiment=True
336248702127730688	positive	bevor bei uns irgendwer die neutralität abschafft , gibt es eine cdu / csu - linkspartei koalition bei euch . %PosSmiley heiligekuh	bevor bei wir irgendwer die Neutralität abschaffen , geben es eine cdu / csu - linkspartei Koalition bei ihr . %PosSmiley heiligekuh	PTKVZ APPR PPER PIS ART NN VVFIN $, VVFIN PPER ART NN $( NN $( ADJA NN APPR PPER $. ITJ NN	7/MO 7/MO 2/NK 3/NK 6/NK 7/OA 9/MO 7/-- 0/-- 9/EP 12/NK 9/OA 12/-- 12/CJ 14/-- 17/NK 14/AG 17/MNR 18/NK 19/-- 22/NK 0/--	_ _ case=dat|*=True|num=pl|pers=1 case=dat|*=True|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|*=True|num=pl|pers=2 _ EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium _
333086196232224768	positive	Wochenende , endlich früher aufstehen und noch mehr Zeit in die piratenpartei stecken %PosSmiley ichbinmotiviert frapira bpt131	Wochenende , endlich früh aufstehen und noch mehr Zeit in die piratenpartei stecken %PosSmiley ichbinmotiviert frapira bpt131	NN $, ADV ADJD VVINF KON ADV PIAT NN APPR ART NN VVINF ITJ ADJA NE CARD	0/-- 1/-- 5/MO 5/MO 1/MNR 5/CD 8/MO 9/NK 13/OA 13/MO 12/NK 10/NK 6/CJ 16/NK 16/NK 13/PAR 16/NK	case=nom|num=pl|Sentiment::markable_37::Sentiment=True|Sentiment::markable_37::Sarcasm=false|Sentiment::markable_37::Polarity=positive|*=True|Sentiment::markable_37::Intensity=medium Sentiment::markable_37::Sentiment=True Target::markable_38::Anaphref=empty|Target::markable_38::Preferred=true|Target::markable_38::Target=True|EmoExpression::markable_104014317::Uncertain=false|EmoExpression::markable_104014317::Intensity=medium|EmoExpression::markable_104014317::SubjectiveFact=false|EmoExpression::markable_104014317::EmoExpression=True|EmoExpression::markable_104014317::Polarity=positive|EmoExpression::markable_104014317::Sarcasm=false|Sentiment::markable_37::Sentiment=True comp=True|Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True *=True|Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|pos=True|EmoExpression::markable_39::Polarity=positive|Sentiment::markable_37::Sentiment=True|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _ _ _
338045466879082496	negative	Ich denke , bei der CDU ist auch noch genug zum Dissen da %PosSmiley	ich denken , bei die CDU sein auch noch genug zu Dissen da %PosSmiley	PPER VVFIN $, APPR ART NE VAFIN ADV ADV ADV APPRART NN PTKVZ ITJ	2/SB 0/-- 2/-- 7/MO 6/NK 4/NK 2/OC 10/MO 10/MO 7/MO 7/MO 11/NK 7/MO 13/NK	case=nom|Sentiment::markable_40::Sentiment=True|Source::markable_41::Source=True|Sentiment::markable_40::Intensity=medium|*=True|Sentiment::markable_40::Sarcasm=false|pers=1|num=sg|Source::markable_41::Anaphref=empty|Sentiment::markable_40::Polarity=negative pers=1|Sentiment::markable_40::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_40::Sentiment=True Sentiment::markable_40::Sentiment=True case=dat|gender=fem|Sentiment::markable_40::Sentiment=True|num=sg case=dat|num=sg|Target::markable_42::Target=True|gender=fem|Target::markable_42::Preferred=true|Sentiment::markable_40::Sentiment=True|Target::markable_42::Anaphref=empty pers=3|Sentiment::markable_40::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_40::Sentiment=True Sentiment::markable_40::Sentiment=True EmoExpression::markable_43::Intensity=medium|EmoExpression::markable_43::Polarity=negative|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::SubjectiveFact=false|Sentiment::markable_40::Sentiment=True|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True case=dat|gender=masc|EmoExpression::markable_43::EmoExpression=True|num=sg|Sentiment::markable_40::Sentiment=True case=dat|gender=masc|EmoExpression::markable_43::EmoExpression=True|num=sg|Sentiment::markable_40::Sentiment=True Sentiment::markable_40::Sentiment=True EmoExpression::markable_100500207::Intensity=medium|EmoExpression::markable_100500207::SubjectiveFact=false|EmoExpression::markable_100500207::EmoExpression=True|EmoExpression::markable_100500207::Polarity=positive|Sentiment::markable_40::Sentiment=True|EmoExpression::markable_100500207::Sarcasm=false|EmoExpression::markable_100500207::Uncertain=false
334769363829805059	negative	Schluss mit Vetternwirtschaft ! Wozu dann noch csu ? Das geht nun aber wirklich zu weit ! %PosSmiley cdu , #spd , #grüne	Schluss mit Vetternwirtschaft ! wozu dann noch csu ? die gehen nun aber wirklich zu weit ! %PosSmiley cdu , #spd , #grüne	NN APPR NN $. PWAV ADV ADV NN $. PDS VVFIN ADV ADV ADJD APPR ADJD $. ITJ NN $, NN $, ADJA	0/-- 1/MNR 2/NK 3/-- 0/-- 8/MO 8/MO 5/CJ 8/-- 11/SB 0/-- 11/MO 11/MO 11/MO 11/MO 15/NK 16/-- 15/MO 0/-- 19/-- 19/CJ 21/-- 21/CJ	case=nom|EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|Sentiment::markable_45::Sentiment=True|gender=masc|Sentiment::markable_45::Polarity=negative|EmoExpression::markable_47::Polarity=negative|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Uncertain=false|num=sg|Sentiment::markable_45::Intensity=medium|Sentiment::markable_45::Sarcasm=false|EmoExpression::markable_47::Intensity=medium Sentiment::markable_45::Sentiment=True case=dat|Target::markable_46::Target=True|EmoExpression::markable_104014318::Intensity=medium|Sentiment::markable_45::Sentiment=True|gender=fem|EmoExpression::markable_104014318::Sarcasm=false|num=sg|Target::markable_46::Preferred=true|EmoExpression::markable_104014318::Polarity=negative|EmoExpression::markable_104014318::SubjectiveFact=false|EmoExpression::markable_104014318::EmoExpression=True|Target::markable_46::Anaphref=empty|EmoExpression::markable_104014318::Uncertain=false Sentiment::markable_45::Sentiment=True _ _ _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_100500208::Sarcasm=false|Sentiment::markable_100500208::Sentiment=True|gender=neut|Sentiment::markable_100500208::Polarity=negative|Target::markable_100500209::Anaphref=empty|Sentiment::markable_100500208::Intensity=strong|num=sg|Target::markable_100500209::Target=True|Target::markable_100500209::Preferred=true mood=ind|EmoExpression::markable_100500210::Uncertain=false|Sentiment::markable_100500208::Sentiment=True|EmoExpression::markable_100500210::Intensity=medium|EmoExpression::markable_100500210::EmoExpression=True|pers=3|EmoExpression::markable_100500210::Polarity=negative|num=sg|tense=pres|EmoExpression::markable_100500210::Sarcasm=false|EmoExpression::markable_100500210::SubjectiveFact=false Sentiment::markable_100500208::Sentiment=True Sentiment::markable_100500208::Sentiment=True Sentiment::markable_100500208::Sentiment=True|Intensifier::markable_100500211::Degree=medium|Intensifier::markable_100500211::Intensifier=True|pos=True|Intensifier::markable_100500211::EmoExpressionRef=emo-expression:markable_100500210 Sentiment::markable_100500208::Sentiment=True|EmoExpression::markable_100500210::EmoExpression=True Sentiment::markable_100500208::Sentiment=True|pos=True|EmoExpression::markable_100500210::EmoExpression=True Sentiment::markable_100500208::Sentiment=True EmoExpression::markable_44::Uncertain=false|EmoExpression::markable_44::Intensity=medium|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|EmoExpression::markable_44::EmoExpression=True|EmoExpression::markable_44::Polarity=positive _ _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True
325349828634750976	mixed	wenn nicht noch der Spiegel SPD - Realitätscheck kommt %PosSmiley	wenn nicht noch die Spiegel SPD - Realitätscheck kommen %PosSmiley	KOUS PTKNEG ADV ART NN NE $( NN VVFIN ITJ	9/CP 9/NG 5/MO 5/NK 9/SB 8/NK 6/-- 5/NK 0/-- 9/DM	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=dat|EmoExpression::markable_104014319::Sarcasm=false|EmoExpression::markable_104014319::EmoExpression=True|EmoExpression::markable_104014319::SubjectiveFact=false|gender=neut|EmoExpression::markable_104014319::Polarity=negative|num=sg|EmoExpression::markable_104014319::Uncertain=false|EmoExpression::markable_104014319::Intensity=medium pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|gender=fem|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::Intensity=medium|pers=3|EmoExpression::markable_48::SubjectiveFact=false|num=sg|EmoExpression::markable_48::EmoExpression=True
336335562569048064	negative	eigentlich sollten wir keiner Politik mehr trauen ! %NegSmiley weil	eigentlich sollen wir keine Politik mehr trauen ! %NegSmiley weil	ADV VMFIN PPER PIAT NN ADV VVINF $. ITJ KOUS	2/MO 0/-- 2/SB 5/NK 7/DA 5/MO 2/OC 7/-- 2/DM 0/--	Sentiment::markable_49::Intensity=medium|Sentiment::markable_49::Sentiment=True|Sentiment::markable_49::Polarity=negative|Sentiment::markable_49::Sarcasm=false pers=1|Sentiment::markable_49::Sentiment=True|num=pl|tense=past|mood=subj case=nom|pers=1|num=pl|Source::markable_53::Anaphref=empty|*=True|Sentiment::markable_49::Sentiment=True|Source::markable_53::Source=True case=dat|num=sg|Negation::markable_52::Negation=True|gender=fem|Sentiment::markable_49::Sentiment=True|Negation::markable_52::EmoExpressionRef=empty case=dat|num=sg|Target::markable_50::Preferred=true|Target::markable_50::Target=True|gender=fem|Target::markable_50::Anaphref=empty|Sentiment::markable_49::Sentiment=True Sentiment::markable_49::Sentiment=True EmoExpression::markable_51::Intensity=medium|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=positive|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::SubjectiveFact=false Sentiment::markable_49::Sentiment=True EmoExpression::markable_54::EmoExpression=True|EmoExpression::markable_54::SubjectiveFact=false|EmoExpression::markable_54::Uncertain=false|EmoExpression::markable_54::Polarity=negative|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_54::Sarcasm=false|EmoExpression::markable_54::Intensity=medium _
319196459918573569	positive	Yep , und das auf ganzer Linie und deshalb sag ich ' s ja ! %PosSmiley Aigner Lobby - Politik fail	Yep , und die auf ganz Linie und deshalb sagen ich ' s ja ! %PosSmiley Aigner Lobby - Politik fail	NE $, KON PDS APPR ADJA NN KON PAV VVIMP PPER $( NN ADV $. ITJ NE NN $( NN ADJA	0/-- 1/-- 1/CD 13/NK 4/MNR 7/NK 5/NK 4/CD 10/NK 8/CJ 13/SB 11/-- 3/CJ 13/MO 14/-- 14/DM 18/PNC 0/-- 18/-- 21/SB 18/NK	_ _ _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ EmoExpression::markable_55::EmoExpression=True|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Intensity=medium|EmoExpression::markable_55::Sarcasm=false|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg pos=True
338048781285203969	positive	Mit der Situation damals in der Mainzer Strasse kenne ich mich nicht wirklich aus ... Aber mit SPD und Grünen allg ... %PosSmiley	mit die Situation damals in die Mainzer Straße kennen ich ich nicht wirklich aus ... aber mit SPD und grün allg ... %PosSmiley	APPR ART NN ADV APPR ART ADJA NN VVFIN PPER PRF PTKNEG ADJD PTKVZ $. KON APPR NE KON ADJA NN $. ITJ	9/MO 3/NK 1/NK 5/MO 3/MNR 8/NK 8/NK 5/NK 0/-- 9/SB 9/OA 9/NG 9/MO 9/SVP 14/-- 18/JU 0/-- 17/NK 18/CD 21/NK 19/CJ 21/-- 17/MO	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg *=True|pos=True case=dat|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|pers=1|num=sg _ pos=True _ _ _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Uncertain=false|EmoExpression::markable_56::Sarcasm=false
323165116860362752	negative	Der andere " Minister " trägt Unterwäsche von Tchibo . OMG ! %PosSmiley %User	die andere " Minister " tragen Unterwäsche von Tchibo . OMG ! %PosSmiley %User	ART PIAT $( NN $( VVFIN NN APPR NE $. NE $. ITJ NE	4/NK 4/NK 2/-- 6/SB 4/-- 0/-- 6/OA 7/PG 8/NK 9/-- 0/-- 11/-- 11/NK 0/--	case=nom|Target::markable_58::Target=True|Target::markable_58::Anaphref=empty|Sentiment::markable_57::Sarcasm=false|gender=masc|Sentiment::markable_57::Polarity=negative|Target::markable_58::Preferred=true|num=sg|Sentiment::markable_57::Intensity=medium|Sentiment::markable_57::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True case=nom|Target::markable_58::Target=True|num=sg|gender=masc|pos=True|Sentiment::markable_57::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True pers=3|Target::markable_58::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_57::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True case=nom|EmoExpression::markable_59::Polarity=negative|EmoExpression::markable_59::EmoExpression=True|gender=neut|EmoExpression::markable_59::Sarcasm=false|num=sg|EmoExpression::markable_59::Intensity=medium|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::Uncertain=false|Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True _ case=nom|gender=masc|num=sg
319933302125514752	negative	" Wählt mich zum Vorsitzenden , oder ihr habt einen Kandidaten zuwenig für den Vorstand " - CDU / FDP / SPD - Realsatire ?? Nee , Ausblick auf KPT %NegSmiley	" wählen ich zu Vorsitzende , oder ihr haben eine Kandidat zuwenig für die Vorstand " - CDU / FDP / SPD - Realsatire ?? Nee , Ausblick auf KPT %NegSmiley	$( VVFIN PRF APPRART NN $, KON PPER VAFIN ART NN ADV APPR ART NN $( $( NE $( NE $( NE $( NN ADJA NN $, NN APPR NN ITJ	2/-- 0/-- 2/OA 2/MO 4/NK 5/-- 2/CD 9/SB 7/CJ 11/NK 9/OA 9/MO 9/MO 15/NK 13/NK 15/-- 18/-- 0/-- 18/-- 18/CJ 20/-- 20/CJ 22/-- 22/APP 24/UC 0/-- 26/-- 26/CJ 28/MNR 29/NK 30/NK	_ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg|pers=3 pers=2|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_61::Polarity=negative|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=masc|EmoExpression::markable_61::Intensity=medium|num=sg|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::EmoExpression=True
334048866074763264	neutral	Putin als Nachbarn ... Als dann ... %PosSmiley	Putin als Nachbar ... als dann ... %PosSmiley	NN KOKOM NN $. KOKOM ADV $. ITJ	0/-- 1/CD 2/NK 3/-- 6/CM 0/-- 6/-- 6/DM	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ _ _ EmoExpression::markable_62::EmoExpression=True
335519001088233473	positive	Um 17 Uhr auf der Wiese vorm Bundestag %PosSmiley	um 17 Uhr auf die Wiese vorm Bundestag %PosSmiley	APPR CARD NN APPR ART NN APPRART NN ITJ	0/-- 3/NK 1/NK 1/MO 6/NK 4/NK 6/MNR 7/NK 1/MO	_ _ gender=fem|*=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium
336236964380540928	positive	ich war wahlhelfer , also kamen alle zu mir . Und wenn ich jemanden wiedersehen wollte , habe ich geheime Wahl beantragt . %PosSmiley	ich sein wahlhelfer , also kommen alle zu ich . und wenn ich jemand wiedersehen wollen , haben ich geheim Wahl beantragen . %PosSmiley	PPER VAFIN ADJD $, ADV VVFIN PIS APPR PPER $. KON KOUS PPER PIS VVINF VMFIN $, VAFIN PPER ADJA NN VVPP $. ITJ	2/SB 0/-- 2/PD 3/-- 6/MO 2/CJ 6/SB 6/MO 8/NK 9/-- 18/JU 16/CP 16/SB 15/OA 16/OC 22/MO 16/-- 0/-- 18/SB 21/NK 22/OA 18/OC 22/-- 0/NK	case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind comp=True _ _ pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl _ case=dat|*=True|num=sg|pers=1 _ _ _ case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg _ EmoExpression::markable_104014320::Sarcasm=false|mood=ind|EmoExpression::markable_104014320::Intensity=medium|pers=3|EmoExpression::markable_104014320::SubjectiveFact=false|num=sg|tense=past|EmoExpression::markable_104014320::Polarity=positive|EmoExpression::markable_104014320::EmoExpression=True|EmoExpression::markable_104014320::Uncertain=false _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ _ EmoExpression::markable_64::Intensity=medium|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false
