328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
327764843614576642	positive	Hopf . Trotzdem. alles unter 30 ist ' lauwarm ' %PosSmiley	Hopf . Trotzdem. alle unter 30 sein ' lauwarm ' %PosSmiley	NN $. VVFIN PIS APPR CARD VAFIN $( ADJD $( ITJ	0/-- 1/-- 5/MO 3/SB 7/MO 5/NK 0/-- 7/-- 7/PD 9/-- 9/DM	case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ pos=True _ EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium
320459279997992960	positive	mach mal der %User die 100 follower voll %PosSmiley	machen mal die %User die 100 follower voll %PosSmiley	VVIMP ADV ART NE ART CARD NN PTKVZ ITJ	0/-- 1/MO 4/NK 1/OA 7/NK 7/NK 1/OA 1/SVP 8/NK	_ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl pos=True EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive
324987562118746112	positive	oh mein gott ! *-* ZIEH DIE JACKE AUS *---* %PosSmiley	oh mein Gott ! *-* zeihen die Jacke aus *---* %PosSmiley	ITJ PPOSAT NN $. XY VVFIN ART NN PTKVZ XY ITJ	3/NK 3/NK 0/-- 3/-- 10/PNC 0/-- 8/NK 6/SB 6/SVP 9/NK 9/NK	EmoExpression::markable_20::EmoExpression=True|EmoExpression::markable_20::Uncertain=false|EmoExpression::markable_20::Intensity=strong|EmoExpression::markable_20::Sarcasm=false|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive case=nom|gender=masc|num=sg|EmoExpression::markable_20::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_20::EmoExpression=True _ case=nom|*=True|num=sg|Negation::markable_100500276::Negation=True|Negation::markable_100500276::EmoExpressionRef=empty pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=strong
322049290530856961	negative	72 jähriger Leser regt sich bei mir über YouTube und Gema auf %PosSmiley	72 jähriger Leser regen sich bei ich über YouTube und Gema auf %PosSmiley	CARD ADJA NN VVFIN PRF APPR PPER APPR NN KON NN PTKVZ ITJ	2/MO 3/NK 4/SB 0/-- 4/OA 4/MO 6/NK 4/OP 8/NK 9/CD 10/CJ 4/SVP 12/NK	Sentiment::markable_214::Sentiment=True|Sentiment::markable_214::Sarcasm=false|Sentiment::markable_213::Sentiment=True|Sentiment::markable_214::Polarity=negative|Source::markable_215::Source=True|Source::markable_215::Anaphref=empty|Sentiment::markable_214::Intensity=medium case=nom|Sentiment::markable_214::Sentiment=True|num=sg|Sentiment::markable_213::Sentiment=True|Source::markable_215::Source=True|gender=masc|pos=True case=nom|Sentiment::markable_214::Sentiment=True|num=sg|Sentiment::markable_213::Sentiment=True|Source::markable_215::Source=True|gender=masc EmoExpression::markable_216::Polarity=negative|EmoExpression::markable_216::Sarcasm=false|mood=ind|EmoExpression::markable_216::SubjectiveFact=false|pers=3|Sentiment::markable_214::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_216::Uncertain=false|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_216::EmoExpression=True|EmoExpression::markable_216::Intensity=medium case=acc|pers=3|num=sg|Sentiment::markable_213::Sentiment=True|Sentiment::markable_214::Sentiment=True|EmoExpression::markable_216::EmoExpression=True Sentiment::markable_214::Sentiment=True|Sentiment::markable_213::Sentiment=True case=dat|pers=1|num=sg|Sentiment::markable_213::Sentiment=True|Sentiment::markable_214::Sentiment=True|*=True Sentiment::markable_214::Sentiment=True|Sentiment::markable_213::Sentiment=True case=acc|Target::markable_217::Anaphref=empty|Sentiment::markable_213::Sentiment=True|gender=masc|Target::markable_217::Preferred=true|Sentiment::markable_214::Sentiment=True|num=pl|Target::markable_217::Target=True Sentiment::markable_214::Sentiment=True|Sentiment::markable_213::Sentiment=True case=acc|Sentiment::markable_213::Sentiment=True|gender=neut|Target::markable_218::Target=True|Sentiment::markable_214::Sentiment=True|num=sg|Target::markable_218::Preferred=true|Target::markable_218::Anaphref=empty Sentiment::markable_214::Sentiment=True|EmoExpression::markable_216::EmoExpression=True|Sentiment::markable_213::Sentiment=True EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|EmoExpression::markable_22::SubjectiveFact=false|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_22::EmoExpression=True|EmoExpression::markable_22::Polarity=positive
328795339970707456	mixed	Ich Rejecte heute nur Tickets . Noch kein einziges bearbeitet . %PosSmiley	ich Rejecte heute nur Ticket . noch keine einzig bearbeiten . %PosSmiley	PPER NE ADV ADV NN $. ADV PIAT ADJA VVPP $. ITJ	2/SB 0/-- 2/MO 5/MO 2/OA 5/-- 9/MO 9/NK 10/MO 0/-- 10/-- 0/NK	case=nom|Sentiment::markable_100500277::Polarity=negative|Sentiment::markable_100500277::Intensity=weak|Source::markable_100500279::Anaphref=empty|*=True|Source::markable_100500279::Source=True|Sentiment::markable_100500277::Sarcasm=false|pers=1|num=sg|Sentiment::markable_100500277::Sentiment=True mood=ind|EmoExpression::markable_100500280::Polarity=negative|EmoExpression::markable_100500280::SubjectiveFact=false|EmoExpression::markable_100500280::Uncertain=false|pers=1|num=sg|tense=pres|EmoExpression::markable_100500280::Intensity=weak|Sentiment::markable_100500277::Sentiment=True|EmoExpression::markable_100500280::EmoExpression=True|EmoExpression::markable_100500280::Sarcasm=false Sentiment::markable_100500277::Sentiment=True Sentiment::markable_100500277::Sentiment=True case=acc|num=pl|Target::markable_100500278::Target=True|Target::markable_100500278::Anaphref=empty|gender=neut|Sentiment::markable_100500277::Sentiment=True|Target::markable_100500278::Preferred=true Sentiment::markable_100500277::Sentiment=True Target::markable_26::Anaphref=empty|Sentiment::markable_25::Sarcasm=false|Sentiment::markable_25::Intensity=medium|Target::markable_26::Preferred=true|Sentiment::markable_25::Sentiment=True|Target::markable_26::Target=True|Sentiment::markable_25::Polarity=positive case=nom|gender=neut|Sentiment::markable_25::Sentiment=True|num=sg|Target::markable_26::Target=True case=nom|num=sg|gender=neut|Sentiment::markable_25::Sentiment=True|Target::markable_26::Target=True|pos=True Sentiment::markable_25::Sentiment=True|Target::markable_26::Target=True Sentiment::markable_25::Sentiment=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|Sentiment::markable_25::Sentiment=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false
328527588152705024	positive	Wirklich niemand Bedarf an Mädchenschuhen Gr. 26 und 28 oder 31 ?! Bittebitte nehmt sie mir ab ! %PosSmiley	wirklich niemand Bedarf an Mädchenschuhen Gr. 26 und 28 oder 31 ?! Bittebitte nehmen sie ich ab ! %PosSmiley	ADJD PIS NN APPR NN NN CARD KON CARD KON CARD ADJA NN VVFIN PPER PPER PTKVZ $. ITJ	3/MO 3/NK 0/-- 3/MNR 4/NK 5/NK 6/NK 6/CD 12/MO 9/CD 10/CJ 8/CJ 14/SB 0/-- 14/OA 14/DA 14/SVP 17/-- 17/NK	pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=pl gender=masc|*=True|num=sg _ _ _ _ _ case=dat|gender=neut|num=pl|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|*=True case=dat|*=True|num=sg|pers=1 _ _ EmoExpression::markable_24::Intensity=medium|EmoExpression::markable_24::Sarcasm=false|EmoExpression::markable_24::Uncertain=false|EmoExpression::markable_24::Polarity=positive|EmoExpression::markable_24::EmoExpression=True|EmoExpression::markable_24::SubjectiveFact=false
328960558835564545	positive	Gibt es etwas , das du jeden Tag isst ? - Äh , nein ! %PosSmiley %Link	geben es etwas , die du jede Tag essen ? - Äh , nein ! %PosSmiley %Link	VVFIN PPER ADV $, PRELS PPER PIAT NN VVFIN $. $( ADJA $, PTKANT $. ITJ XY	0/-- 1/EP 1/OA 3/-- 9/OA 9/SB 8/NK 9/MO 3/RC 9/-- 12/-- 0/-- 12/-- 12/MO 14/-- 12/NK 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 gender=neut|*=True _ case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=pl|pos=True _ _ _ EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false _
328099387916054528	positive	Ja so war ' s noch bis vor ein paar Jahren ... als es noch kein Social Networking gab %PosSmiley schwelg *	Ja so sein ' s noch bis vor eine paar Jahr ... als es noch keine <UNKNOWN> Networking geben %PosSmiley schwelg *	NN ADV VAFIN $( NN ADV APPR APPR ART PIAT NN $. KOUS PPER ADV PIAT ADJD NE VVFIN ITJ NN XY	3/PD 3/MO 0/-- 3/-- 3/SB 8/MO 8/AC 3/MO 10/NK 11/NK 8/NK 11/-- 19/CP 19/EP 17/MO 17/MO 19/MO 19/OA 0/-- 21/NK 19/OA 0/--	_ _ pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ *=True *=True case=dat|gender=neut|num=pl _ _ case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=neut|num=sg pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_219::Uncertain=false|EmoExpression::markable_219::EmoExpression=True|EmoExpression::markable_219::Intensity=medium|EmoExpression::markable_219::Polarity=positive|EmoExpression::markable_219::SubjectiveFact=false|EmoExpression::markable_219::Sarcasm=false EmoExpression::markable_219::EmoExpression=True|pos=True EmoExpression::markable_219::EmoExpression=True
326720383891951616	negative	habe mir auf die Zunge gebissen %NegSmiley	haben ich auf die Zunge beißen %NegSmiley	VAFIN PPER APPR ART NN VVPP ITJ	0/-- 6/DA 6/MO 5/NK 3/NK 1/OC 6/NK	Sentiment::markable_29::Polarity=negative|Sentiment::markable_29::Intensity=medium|Target::markable_31::Target=True|Target::markable_31::Preferred=true|mood=subj|Sentiment::markable_29::Sentiment=True|Sentiment::markable_29::Sarcasm=false|Target::markable_31::Anaphref=empty|pers=3|num=sg|tense=pres case=dat|pers=1|num=sg|Sentiment::markable_29::Sentiment=True|Target::markable_31::Target=True|*=True Target::markable_31::Target=True|Sentiment::markable_29::Sentiment=True case=acc|gender=fem|Target::markable_31::Target=True|num=sg|Sentiment::markable_29::Sentiment=True case=acc|gender=fem|Target::markable_31::Target=True|num=sg|Sentiment::markable_29::Sentiment=True Target::markable_31::Target=True|Sentiment::markable_29::Sentiment=True EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|Sentiment::markable_29::Sentiment=True|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=negative|EmoExpression::markable_30::Sarcasm=false
320592061109780480	positive	Meister ist nur der fcbayern ! MIA SAN MIA %PosSmiley	Meister sein nur die fcbayern ! Mia SAN Mia %PosSmiley	NN VAFIN ADV ART NN $. NE NE NE ITJ	2/SB 0/-- 5/MO 5/NK 2/PD 5/-- 9/PNC 9/PNC 10/NK 0/NK	case=nom|EmoExpression::markable_34::SubjectiveFact=false|gender=masc|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Intensity=medium|Sentiment::markable_33::Sentiment=True|num=sg|EmoExpression::markable_34::EmoExpression=True|Sentiment::markable_33::Intensity=medium|Sentiment::markable_33::Sarcasm=false|Sentiment::markable_33::Polarity=positive|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Sarcasm=false pers=3|Sentiment::markable_33::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_33::Sentiment=True case=nom|Sentiment::markable_33::Sentiment=True|num=sg|Target::markable_35::Anaphref=empty|Target::markable_35::Preferred=true|gender=masc|Target::markable_35::Target=True case=nom|gender=masc|num=sg|Target::markable_35::Target=True|Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True *=True *=True *=True EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|*=True|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True
321522921560494081	positive	Briefbögen für die Geschäftsleitung ? Warum nicht mal etwas dickeres Papier %PosSmiley %Link	Briefbogen für die Geschäftsleitung ? warum nicht mal etwas dick Papier %PosSmiley %Link	NN APPR ART NN $. PWAV PTKNEG ADV PIAT ADJA NN ITJ XY	0/-- 1/MNR 4/NK 2/NK 4/-- 11/MO 11/NG 7/MO 10/MO 11/NK 12/NK 13/NK 0/--	case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg EmoExpression::markable_36::EmoExpression=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false|EmoExpression::markable_36::Intensity=medium _
320612998341353473	positive	" " Das Erzgebierge rockt DSDS ! Lisa singt Hat sie das Zeug zum Superstar ? " ja ! %PosSmiley NEIN ! Riccardo %PosSmiley	" " die Erzgebierge rocken DSDS ! Lisa singen haben sie die Zeug zu Superstar ? " ja ! %PosSmiley nein ! Riccardo %PosSmiley	$( $( ART NN VVFIN NN $. NE VVFIN VAFIN PPER ART NN APPRART NN $. $( PTKANT $. ITJ PTKANT $. NE ITJ	3/-- 1/-- 4/NK 5/SB 0/-- 5/OA 6/-- 9/SB 0/-- 9/OC 10/SB 13/NK 10/PD 13/MNR 14/NK 15/-- 16/-- 0/NK 18/-- 17/NK 0/-- 21/-- 0/-- 23/NK	_ _ case=nom|Sentiment::markable_226::Sarcasm=false|Source::markable_227::Anaphref=empty|Sentiment::markable_226::Sentiment=True|gender=neut|Sentiment::markable_226::Intensity=medium|Source::markable_227::Source=True|num=sg|Sentiment::markable_226::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True|Source::markable_227::Source=True EmoExpression::markable_228::Intensity=medium|EmoExpression::markable_228::Polarity=positive|mood=ind|Sentiment::markable_226::Sentiment=True|pers=3|EmoExpression::markable_228::Uncertain=false|EmoExpression::markable_228::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_228::Sarcasm=false|EmoExpression::markable_228::EmoExpression=True case=acc|num=sg|Target::markable_229::Target=True|Sentiment::markable_226::Sentiment=True|gender=neut|Target::markable_229::Anaphref=empty|Target::markable_229::Preferred=true Sentiment::markable_226::Sentiment=True case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500281::Uncertain=false|gender=masc|EmoExpression::markable_100500281::Intensity=strong|EmoExpression::markable_100500281::Sarcasm=false|EmoExpression::markable_100500281::SubjectiveFact=false|num=sg|EmoExpression::markable_100500281::Polarity=positive|EmoExpression::markable_100500281::EmoExpression=True _ _ EmoExpression::markable_224::Sarcasm=false|EmoExpression::markable_224::Uncertain=false|EmoExpression::markable_224::Intensity=strong|EmoExpression::markable_224::Polarity=positive|EmoExpression::markable_224::SubjectiveFact=false|EmoExpression::markable_224::EmoExpression=True _ EmoExpression::markable_37::EmoExpression=True|EmoExpression::markable_37::Uncertain=false|EmoExpression::markable_37::Intensity=strong|EmoExpression::markable_37::Sarcasm=false|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=positive EmoExpression::markable_220::Uncertain=false|EmoExpression::markable_220::EmoExpression=True|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=negative|EmoExpression::markable_220::SubjectiveFact=false|EmoExpression::markable_220::Sarcasm=false _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|gender=masc|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium|EmoExpression::markable_38::Polarity=positive|num=sg|EmoExpression::markable_38::SubjectiveFact=false
324539826084909058	positive	stehplätze ? %PosSmiley Wie viel hat das ticket gekostet ? %PosSmiley	Stehplatz ? %PosSmiley wie viele haben die ticken kosten ? %PosSmiley	NN $. ITJ KOKOM PIS VAFIN PDS VVFIN VVPP $. ITJ	0/-- 1/-- 2/NK 5/MO 8/MO 0/-- 6/SB 9/MO 6/OC 9/-- 9/NK	case=nom|gender=masc|num=pl _ EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _ *=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Uncertain=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=medium|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false
319742826197962752	positive	Also wenn es nicht klappt dann ist schon ok %PosSmiley	also wenn es nicht klappen dann sein schon ok %PosSmiley	ADV KOUS PPER PTKNEG VVFIN ADV VAFIN ADV ADJA ITJ	6/MO 5/CP 5/SB 5/NG 6/RE 7/MO 0/-- 9/MO 7/SB 9/NK	_ _ case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_104012282::SubjectiveFact=false|EmoExpression::markable_104012282::Polarity=positive|EmoExpression::markable_104012282::Sarcasm=false|EmoExpression::markable_104012282::Uncertain=false|EmoExpression::markable_104012282::EmoExpression=True|EmoExpression::markable_104012282::Intensity=weak EmoExpression::markable_104012282::EmoExpression=True|*=True EmoExpression::markable_43::Intensity=medium|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::SubjectiveFact=false|*=True|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True
321250454363324417	positive	Es hat nicht noch zufällig jemand einen Ticket für die DSDS Show am 4.5 . ? Please ? ! %PosSmiley	Es haben nicht noch zufällig jemand eine Ticket für die DSDS Show an @card@ . ? Please ? ! %PosSmiley	NN VAFIN PTKNEG ADV ADJD PIS ART NN APPR ART NN NN APPRART CARD $. $. NN $. $. ITJ	2/SB 0/-- 5/NG 5/MO 6/MO 2/SB 8/NK 2/OA 8/MNR 11/NK 9/NK 11/NK 11/MNR 13/NK 14/-- 15/-- 8/APP 17/-- 18/-- 8/NK	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ pos=True case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg case=dat|gender=masc|num=sg _ _ _ case=acc|gender=fem|num=sg _ _ EmoExpression::markable_44::Uncertain=false|EmoExpression::markable_44::Intensity=medium|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|EmoExpression::markable_44::EmoExpression=True|EmoExpression::markable_44::Polarity=positive
327788691181424640	positive	Nicht direkt über das Leben , aber so ähnlich letztes Jahr in der 11. %PosSmiley	nicht direkt über die Leben , aber so ähnlich letzt Jahr in die 11. %PosSmiley	PTKNEG ADJD APPR ART NN $, KON ADV ADJD ADJA NN APPR ART ADJA ITJ	2/NG 3/MO 0/-- 5/NK 3/NK 5/-- 3/CD 9/MO 7/CJ 11/NK 9/MO 11/MNR 14/NK 12/NK 9/DM	_ pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ pos=True case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|gender=fem|EmoExpression::markable_45::Polarity=positive|EmoExpression::markable_45::Sarcasm=false|EmoExpression::markable_45::SubjectiveFact=false|num=sg|EmoExpression::markable_45::Uncertain=false
327479470946656256	positive	Ich ersetze übrigens ab jetzt Chips mit Obst %PosSmiley Statt mir immer was zum knabbern zu holen hol ich mir n Netz Orangen .	ich ersetzen übrigens ab jetzt Chip mit Obst %PosSmiley statt ich immer was zu knabbern zu holen holen ich ich n Netz Orange .	PPER VVFIN ADV ADV ADV NN APPR NN ITJ APPR PPER ADV PIS APPRART VVINF PTKZU VVINF VVIMP PPER PRF ADJA NN NN $.	2/SB 0/-- 2/MO 2/MO 2/MO 15/OA 6/MNR 7/NK 22/NK 17/MO 10/NK 17/MO 17/OA 17/MO 14/NK 17/PM 22/NK 22/NK 21/SB 21/DA 22/NK 2/OA 22/NK 23/--	case=nom|Sentiment::markable_47::Polarity=positive|*=True|Sentiment::markable_47::Sentiment=True|Source::markable_48::Source=True|pers=1|Sentiment::markable_47::Sarcasm=false|num=sg|Sentiment::markable_47::Intensity=medium|Source::markable_48::Anaphref=empty mood=ind|Target::markable_49::Target=True|Target::markable_49::Anaphref=empty|Sentiment::markable_47::Sentiment=True|pers=1|num=sg|tense=pres|Target::markable_49::Preferred=true Target::markable_49::Target=True|Sentiment::markable_47::Sentiment=True Target::markable_49::Target=True|Sentiment::markable_47::Sentiment=True Target::markable_49::Target=True|Sentiment::markable_47::Sentiment=True case=dat|gender=masc|num=pl|Target::markable_49::Target=True|Sentiment::markable_47::Sentiment=True Target::markable_49::Target=True|Sentiment::markable_47::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_49::Target=True|Sentiment::markable_47::Sentiment=True case=dat|EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|gender=neut|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive|Sentiment::markable_47::Sentiment=True|num=sg|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false Sentiment::markable_230::Sarcasm=false|Sentiment::markable_230::Intensity=medium|Sentiment::markable_230::Sentiment=True|Sentiment::markable_230::Polarity=positive case=dat|*=True|num=sg|Sentiment::markable_230::Sentiment=True|pers=1 Sentiment::markable_230::Sentiment=True case=acc|num=sg|Sentiment::markable_230::Sentiment=True|Target::markable_232::Preferred=false|gender=neut|Target::markable_232::Target=True|Target::markable_232::Anaphref=empty case=dat|gender=masc|Target::markable_232::Target=True|num=sg|Sentiment::markable_230::Sentiment=True Target::markable_232::Target=True|Sentiment::markable_230::Sentiment=True Sentiment::markable_230::Sentiment=True Sentiment::markable_230::Sentiment=True Sentiment::markable_230::Sentiment=True case=nom|pers=1|num=sg|Source::markable_231::Anaphref=empty|Sentiment::markable_230::Sentiment=True|Source::markable_231::Source=True|*=True case=dat|pers=1|num=sg|Sentiment::markable_230::Sentiment=True mood=ind|Target::markable_233::Anaphref=empty|pers=1|Target::markable_233::Target=True|num=sg|tense=pres|Sentiment::markable_230::Sentiment=True|Target::markable_233::Preferred=true case=acc|gender=masc|Target::markable_233::Target=True|num=sg|Sentiment::markable_230::Sentiment=True case=acc|gender=masc|Target::markable_233::Target=True|num=sg|Sentiment::markable_230::Sentiment=True Sentiment::markable_230::Sentiment=True
