id	label	hash	alternative_ids	text
368814034377641984	neutral	4b677f9bcde2149c56da95c7cd5c190e	[]	@scherbenfressen ich hab kein wa :/ geht auchh fb?
372233700806623232	neutral	91fda5928796bcccc0db237d8f1348c3	[]	Interims Management: Vor-und Nachteile für den Einsatz als eine große B... http://t.co/4t8gZqQgoT
374871351716487168	negative	58a480ed6f6dad43ead3c6b9d4c89664	[]	Welches Geschenk hast du zuletzt bekommen? — Eine Bettdecke o.O http://t.co/YaMilfwt4F
375181021542879232	negative	28ce13790295a994d64694544040270a	[]	Nervt mich voll, dass ich Samstag nicht da hin kann.
364692833027883008	neutral	5ce18df0aa31643a5c2962c3026f6726	[]	Neue Pop-CDs: Die Editors schrumpfen die Welt http://t.co/9mRQpLeqwc via @welt
390218079671955456	neutral	1a65ae50452e428b11801635ebece5d9	"[""390049200156979200""]"	RT @ReiseRenner: #Vattenfall muss weg, #Energieversorgung gehört in öffentliche Hand. Hier #Briefwahl für #Volksbegehren beantragen http://…
390089318355992576	neutral	c1701a612724a736270c2dfaf02368e7	[]	Post Edited: Gardasee- Ferienwohnungen http://t.co/kVnzbuU0Pn
395899788346290176	neutral	af45f4cff93c3a707b3572e048de7138	[]	#GEWINNSPIELTEILNAHME #gratis! Mit Glück eine #Playstation 4✔ GEWINNEN? ➽http://t.co/FKaTZkRs1d ✔ #gewinnspiel
375157302846062593	positive	fc60714d8ee5c462b977d6682b1085c3	[]	Mirabellen frisch aus dem Garten ❤ #obst #ernte #healthy #herbst #yummy #mirabellen http://t.co/u5poZLbewJ
389691308425891840	neutral	2fb6fe378115c32ef7ac42d3c32b6297	[]	RT @SZ_TopNews: Herr Kaiser macht Karriere, Herr Lehmann geht leer aus: Wie der Nachname die #Karriere beeinflusst. http://t.co/BE3Lecdtc3
373569754394791936	positive	97d5a5c2a571a83fd09f0fac16108c3c	[]	@Zwinkimo @Joshtree4 @fcblogin ick hoffe hat allen gefallen in der verrückten Bude.. Und man sieht sich mal wieder, &amp; ick hab mehr zeit :-)
393746244310679552	neutral	256c1ca2d4a6895aa33d96e4b7b6ae23	"[""385044149537628160"",""373071462691012609""]"	http://t.co/xEKg4g2zmI Berlin Seitensprung gesucht? Wir machen Deinen Wunsch wahr
366605209163665408	negative	1699764ff97f22a9d01bd42e0cc72cdf	[]	@FC_Basel was probiert? Seit doch bitte wenigstens realistisch! Nix habt ihr erreicht seit Beginn der Meisterschaft!
390813813312086016	neutral	41fe5f1ae94fb88684ade892b5c96e6e	[]	@ungehalten @maunini kenn aber auch keinen anderen account der so viel liebe beherbergt.
365613428393521153	neutral	c2f25d4201c0fbd32fb685285a2ce80d	[]	@lovatomiles jealous much? Mönchengladbach muss gewinnen okay.
395282261056442368	positive	c4d00ce6e2657511c139efdd3da9e78d	[]	@DouniaSlimani Sieht super aus. Ende. 😉
371705977546235904	neutral	2004d83c5ad0dc0e7dc8c1e02fa07e49	[]	@AndreBonhote EW nicht Stromer
365817631955103745	neutral	351688dfbb7a18edcd46193e9d1d2e34	[]	@rainbow2303 Lavabit wurde aus diesen Grund heut geschlossen. Snowden hatte diesen Dienst benutzt
376494782211584001	neutral	2e7a5033ca0c1ecf3da7a30511dc40bd	[]	@irweinerr #SaidNoOneEver
363258582298394624	neutral	291ee04f08360af37ee85e0f6a3c0ea0	[]	Antipasti aus den Super Zucchini von @CK_eins &amp; @KdTheShuggafree gemacht \ö/ http://t.co/HWCQHHFNaF
395818838262308864	neutral	b68d5cd0e5b7fa139831c5c7fc47ac43	[]	Nicht vergessen: Das bissige #Musical Vergnügen heute im König Albert Theater! http://t.co/PAz7CH5Og0
365149684978810880	negative	db96702ed291d7a527466461f0c3e83e	[]	den ganzen tag wildwasserbahn fahren war vielleicht doch nicht sooo gut..
395906717558771712	neutral	23e86579a14773a47324392e16261e3f	"[""395712630293544960""]"	RT @_fluoreszent: warum sollte eine freund_innenschaft nicht romantisch sein?
391489377333178368	neutral	d79320173f0f86f42b23e0cc5bdd0e0e	[]	Soziale Empfehlungen bald auch in #Google+ möglich. #Update http://t.co/gtNKNFxl0r
376549719469998080	neutral	4de683a7d1d1c7331ef9202a9c569069	[]	"05:37: ""If Today Was Your Last Day"" von Nickelback"
389422935712489473	neutral	9a03d11391f777a49dab9192aed75e18	[]	Interessant dabei: Eine konkrete Person meint Cyrus offenbar nicht. Vielmehr scheint sie davon auszugehen, dass... http://t.co/60iohvjfrc
368322470278737920	neutral	d3ee9a78c41420157a7a16c5c992f41b	[]	"""Willkür öffentlich machen"": Mollath will Psychiatrie-Patienten helfen http://t.co/ai0MVw0L0R #Panorama"
374196538836135936	positive	3c6db7005ad8c8df142f0515bf24e352	"[""373130157852487680"",""370233680582938624"",""245171346487795712""]"	Time to sleep... guten nacht...
376072122524639232	positive	257337edd97d3bfc4c3a397b7c3595f7	[]	@leslesss Heck yeah.. Buuffoonnn doin well. Forza Azzuri!
376027457205190659	neutral	7e77b4a2947382ae35ce9eeea8bb2ec2	[]	@Gronkh Siehst heute echt gut aus! Haste abgenommen? #Elektrotitte
372665374560763904	neutral	be7da870c8e688e43b7f9363998be4d6	[]	Onlinegame gratis Battlestar Galactica Space-Game http://t.co/roEQsFxmua einfach ausprobieren #Weltraum Battlestar Galactica
374774035722166272	neutral	28e412f8f9768302cc23148e8a397dc9	[]	Wetter: Häufig sonnig, vereinzelt Schauer http://t.co/pB4dQWUsrl
370919025511239680	neutral	6dd6f335856adff8737f52b26ef3ed1e	[]	.@KURIERat: Serie: Was braucht Österreich? Aufträge an die Politik. http://t.co/bicX3xMFfZ #nrw13 Und brauchen auch irgendwelche Frauen was?
390453665120534528	neutral	31434a81b72cf03776bcea3ddebd70c0	[]	@ChristianNbg @_klingebiel Kaputt nicht unbedingt. Aber man sollte eine Kaffeemaschine auch richtig benutzen :D
368035802204221440	positive	a6864a8ceb595633ef0d1c177721dc93	[]	Facebook macht unglücklich. Könnt ihr das bestätigen? :) #SocialMedia http://t.co/GcJb8VqQ5V via @meedia
367275450361741312	neutral	ed237e9ad023896d9aaa349c6ec71bc2	[]	Musikalische Sonne zum Wasserfest: „I Come From The Sun“ gewinnen Bandcontest http://t.co/b8nfLEt7Gp #leipzig #liz
363232816814759937	negative	2e12c5ad68fd83ca7ef296a6201c9101	[]	Nein: unterirdisch! RT @ernke: Politisch bleibt also in Lübeck alles anders …
374264612012953600	positive	7a1c2f89e9483a319fbe835361f68272	[]	Melde mich dann morgen wieder. Geht früh los. Gute Nacht. :)
362802862780190720	positive	2dc77092fd48287f1f92961a719fa7c8	[]	Ahhhh @1LIVE, bitte spielt ihn nochmal ok? Danke :) #imascheregen #hinterland
395246727034585088	neutral	79053dec3f5c76e6146b61b80275fbb1	[]	"RT @RalphVoss: Wir Füchse stehen ja auf Listen.
Danke, @Zora_Red !"
392898688462233600	neutral	00b82bfb44eb5a9df5d9a60b5785e69f	[]	Guten Morgen! Draußen schon November-Licht. Da mag man gar nicht glauben, was gestern für schönes Wetter war...
368837350576496641	neutral	f5ae6b1abae75e2bf3fb5c1da4ec1f3a	[]	@schafzwitschern danke, nicht nötig, habe genug Fachliteratur hier.
372343838934720512	positive	a44249bbacd08fc38d90d49b46667105	[]	RT @SuNoguchi: Schrott Ankauf Lahib ( http://t.co/lrguFNkX ) macht das Unmögliche möglich ;)
370125933060956161	neutral	12845c8b64bbadac047929c4e33c8764	[]	JETZT BUCHEN - Kochkurs Indische Küche am Mi. 18.09.13... http://t.co/mCGU54TYQz
367967837794881536	positive	8f4f8b40eceadc96228759cd74f5f3e8	[]	Schon lange nicht mehr so intensiv geträumt und so lange geschlafen 😳
367222916691550208	negative	d8aea448e19a1464f6bd668a411f0d65	[]	@DerUebersteiger Ho- Ho- Hochverrat!
390562641519083520	neutral	6376901bf7b23005a2a232ebf3342442	[]	Gesehen...... http://t.co/elMi45JSX0
394838004541296642	neutral	deeab59a9ea6bcaedfd57b027502a224	[]	Eagles-Damen gegen Würzburg erfolgreich http://t.co/OWDp1HOk93 #leipzig #news
395849356424663040	neutral	5ecdb0a7ced1393a19634d04ff2952f7	[]	Macbook Air braucht sehr lange, um aus dem Sleep wieder aufzuwachen. Jemand Tipps?
377487343386902528	neutral	09ebb070494c5e8ffad4c295fb40a6a1	[]	RT @tosepower: Alemania: Neuer, Lahm, Mertesacker, Boateng, Schmelzer, KHEDIRA, Kroos, Müller, Özil, Draxler, Klose.
377106139819020288	neutral	879b4d0cfaf1aa78e5d4d3155fd66d27	[]	RT @FabsMac: Wie. Kann. Man. Keine. Ewoks. Mögen.
374568023887060992	neutral	5426340336737e932a16c178f6f53e15	[]	@air_dal @mmarsching Auswirkungen des #om13gate? Verstärkung vom Feminazgul-Flügel? SCNR
372097725908537344	neutral	58dbbef158c4832cec36d6db37d7de04	[]	Topfavorit Gatlin gewinnt 100 m: US-Star Justin Gatlin triumphierte in Linz – und wird auch nächstes Jahr wied... http://t.co/Xs3VTG2xKF
369074764909801472	neutral	f87095834800c5e6c54c3340a23cfdee	[]	@Raptilicus @DerTimsen @Die4Ever__De @wewius Wohl wahr, aber auch unvermeidlich.
362999718244548608	positive	cd5bfd6606914106abfdf4ad9e11d8aa	[]	@ChrisPakusch Sportlich, sportlich! Gönn dir zwischen deinen ganzen Terminen auch eine Pause
374634750939758592	neutral	310f1104d07fd00435dc8c3e3dddc64a	[]	Gabriel: Kinder sollen Hausaufgaben ohne Hilfe erledigen
372994077723090944	neutral	f51e638b0260916fccc4838a5baa566c	[]	Aktionsplan: Regierung beschließt Hilfe für Menschen mit seltenen Krankheiten http://t.co/oJ3qy6dLh5 via @SPIEGELONLINE #gesundheit
395546321983406080	neutral	d0af0d0fe1d67727f3c1a08a744e16d4	[]	Le Gourmand Vintage: 225 Liter: Handverlesene Winzer präsentieren ihre aktuellsten Tropfen http://t.co/EDuuiTtIGM
392861787168964609	neutral	9a7400e7583ea761d7efea25bda882e4	[]	die kleine hörgalerie has phone number +49 7721 9167016. Call now or check http://t.co/xyIdN8N6kT #KLEINE #VILLINGENSCHWENNINGEN
375188588218310656	negative	f41545d2e5f8179f380830f2f7d0ac5b	[]	“@sanitario_: Ich bin so Scheiße drauf, #ich #könnte #glatt #anfangen, #hashtags #zu #nutzen!” Dito!
371218343552090113	neutral	1f1950e376e23ce1fc4412cadea686c1	[]	@linux_frickler das is auch ganz ok (mag das blaubeer lieber) aber echt teuer
366244578841464832	positive	8eda2b775acf2f8c99f0cf2396ee7a72	[]	@recomedic Lieber Gruß an unsere Freunde in Polen aus dem Norden #Deutschland #Ostholstein
367976595635859456	positive	77bffdb9f0ae7aa6953240d36af794db	[]	@ShaSo1305 komm shaso nicht aufgeben ;-) vlt ists n bug. Versuchs einfach so um 17-18 nochmal :-) immer positiv denken :-)
369374829641621504	neutral	4a09fe6e8a96a2e032546ddc28e9db3e	[]	#seitensprung Liebesbriefe: Fremdgehen und Freunde bleiben - Berliner Morgenpost: Berichte ueber Seitensprung ... http://t.co/Dj03vEHf4e
367056918780841984	neutral	f74e7d6b84725de95eb763e89afc8c16	[]	"Babybedarf: ""#8: Playshoes 507136 - Ärmel-Lätzchen lang Arm, Giraffe"" http://t.co/ZHzGwn56N4 #Baby #Süß #Bedarf #Kleink..."
372318702534139904	neutral	c3e7e24f0e5b936d44708949cffc2d19	[]	Da is aber jemand sehr zuversichtlich dass seine Mühle nicht geklaut wird... http://t.co/LNNAzyi8cU
395103755852849152	neutral	c4aeee563143105b16319c5de7171c4b	[]	Erstellung dynamischer Weltkarten: jQuery-Mapael http://t.co/jklikC1KrD
374878549305327616	neutral	a77ddc82d2c5b164301611b3b0e8473d	[]	@jens Richtig, grundsätzlich Hamburg. Kein Plan, ob Autor im Hamburger oder Berliner Büro sitzt. Am Ende schreiben immer Touristen...
372807800550072320	negative	69e854f5f36ac1c8c0ab15c4a9f222b6	[]	Unsicher? Ich? Da Lache ich doch. HA!
370534701498662912	neutral	5170bd4c41ed72cc5cf4299d0a32e46a	[]	@Ina_Steinbach @SPIEGELONLINE eben!
377646425120993280	neutral	cf492425efd06252bccf78eae4cb0f3c	[]	#innovation #BORT Zweizug Knöchelstütze medium blau http://t.co/RmxuhtYuEh
376462133963554816	neutral	c413a077f121939d7b6446d39a6a24e7	[]	@migius Sieht doch sehr danach aus! Welcome back.
395459109753212928	neutral	f833f616aa88ded32e231553dc8bcc01	[]	"VideoBustour ""Filmstadt Potsdam – Das rollende Kino"" ab 3. November jeden ersten Sonntag im Monat http://t.co/iSVohDoLhH"
389829653491621888	positive	2f8dd553ed684b047d13c4a700e951af	[]	@stoff_hoff_show Ich muss mir eigentlich nur merken, ob der die Nadelposition 0.5 oder 0.8 ist… Sollte eigentlich möglich sein :-)
370165166673256448	neutral	c5445e9d85b9ddd26b7e9321c23f91cd	[]	Offene Kamine Design: Tipps für ein gutes Geschäft Herd mit Hilfe von Auction Web-Sites bekommen http://t.co/xvrJntfn9I
368135446402191361	neutral	4f0c545b15745a2b4d41f63b6d0e9051	[]	Miss my nicht
376332034928816128	neutral	7f0f503023a9ef74895970187a8c5e83	[]	"Witzig! Unbedingt auch dem Link folgen: ""Everyone Hates Your Out-of-Office Reply"" @99U http://t.co/6qjLvYZctW"
394720174281998336	neutral	11e6fb73565e5e3f0a8c48b02a2ba25f	[]	[News] KILLER BE KILLED: neue Band um Musiker von SOULFLY, MASTODON THE DILLINGER ESCAPE PLAN http://t.co/1nizE08Qqf #vampster #metal
365468234004185088	positive	c672fd895def2008d65c58b01f2bb4fd	[]	"@davidneuber Dein Folgen freut und ehrt mich. Muss nur gestehen, dass bei meinem ""Hurra""-Tweet etwas an Ironie mitgeschwungen hat ;) LGC :)"
368633297812742145	positive	66d9a1c24c7622e16b9f08ed9aadfdbc	[]	@JonasBe1 IKEA = Idioten Kaufen Einfach Alles :'D #Peace #NoHate hahah
372743174730444800	neutral	081d0876ddfa797c88e500444516acc7	[]	adesso: Deutlicher Ergebnissprung http://t.co/Yn6GFkUk6S 4INVESTORS #Börse
385577732421062656	positive	39c85895b7c24e081f5909b74c8c4c8f	[]	@elisehippie nachooooooos!
363129989031407616	negative	285483268526795e7ad27a389adcd457	[]	"phil verstellt sich für seine freundin.
kann ihn nich mehr ernstnehmen."
395678673208373248	positive	431bdd663fb2d8e2657cfcb58d0128d1	[]	@1886_GC 2-0 Toko :) war eine ganz starke Vorstellung!!! #Danke #GCZ
375830740166246400	neutral	4707cfba949995c08e960415ef2cef7b	[]	Experte befürchtet höhere Benzinpreise wegen Meldestelle http://t.co/yPlvFOTnCJ
377132698042503168	negative	ad93c832d1bba01a09984b99c74630e1	[]	Morgen in den ersten beiden #Sport. danach schön ne #Doppelstunde #Mathe hinterher. bis einschl. 8. Std Unterricht #könntkotzen
365510751735128066	neutral	cc066db0fcc58b4ba075f1d47cb25cd3	[]	@whatthehelen3 im speechless
367859897519464448	positive	ecf972c751fd178648e50fb38f2bf50d	[]	":)""@Fir_Man1995: @piyuupii guten tag auch :)"""
366234550231244800	neutral	ae4b7d33f9e288839b6fb4b54cfa06fb	[]	RT @Sex_Kontakt: #Black_Cat: Hey Du, was machst du so? komm in den kostenlosen Sex Chat http://t.co/4YbH8bxRLX @sex_kontakt
385331690279014400	neutral	8a834897db4cc5446cd466d7a2893bc8	[]	Aargau: Ausländische Diebe sehr aktiv http://t.co/oZhAoNSBd8
392996348837900288	neutral	0c97f4e70ccff9de6cb44449a972b505	[]	"Das Meisenknödel auf Englisch also einfach ""Fat Balls"" heißen, wusste ich nicht. Wieder was gelernt."
373456743072034816	neutral	6bad6b2826b22a8bbdd9a70727676f71	"[""370725357810638848""]"	RT @Tickets_Wien: Selena Gomez Dienstag, 17.09.2013, 19:30 Wiener Stadthalle / Halle F, Wien, Österreich Tic #Events http://t.co/sSecfRfjhA
394199128131260417	positive	2904bdbdd8a8b6d9d2e74a26dd9655aa	[]	@Sturm_Fan. Duuuuu bist einfach waaaaahnsing toll &lt;3 :-*
373143474708942848	negative	e268678778f28eb0ccf43ba4987a230f	[]	@asp_net viel schlimmer #logik #verlage
363579438241300480	neutral	1853e9cad68425b96b4dfe27cdfc9533	[]	Immer schön langsam fahren http://t.co/lH96nzL6Ql #cdu #erftstadt #verkehr
364452100861739009	neutral	71fe5f5e525f00edf9da2742e196fb4a	"[""364075683103784961""]"	Alle #Sexcam #Girls können kostenlos ausprobiert werden. Wir schenken dir unverbindlich #gratis #Coins http://t.co/SpVabSn4aQ
394158435194789888	positive	6c75c8626942b91216c8b84c019f9732	[]	ich platze. das essen war so geil
371379497226211328	positive	e6ac5284f184ec2372c38b4ed51680b9	[]	heute war echt schön :) super nette Menschen getroffen :) tzonlive danke für das Foto :) #videoday… http://t.co/vgDv6vAxNZ
376327006176043009	positive	e28696cdf386d63e049ad4700e95fe5e	[]	@inooreicheru 🐴ソ
372996661607682048	neutral	b9b367004d288e20d77adae831714a31	[]	Arzneimittel im Alter: Medikamente können krank machen http://t.co/4kGpjBeSvF
385021110237937665	neutral	09aa43da3f0793bc59abcb26da746155	[]	Selten benutztes Nexus 7 (2012), Bluetooth-Tastatur + Case inkl.: Berlin | Verkaufe selten benutztes, fast neu... http://t.co/kkhM4wy7en
377393638583853057	neutral	0749ef083ccd331495e04f612413c548	[]	FortiFX Fit Crunch Peanut Butter Protein Bar Review http://t.co/1ImDMdfvNl
373548820552224768	positive	b54b7b3c7df6d5e122d80a9d1f6e3c25	[]	@Duesenberg_ geil, abends Äpfel essen, morgens besoffen \o/
395309461415661568	neutral	11fb79693536a274e0f0b8436399ac49	[]	RT @MatthiasSachau: Irgend ein hoffnungsvoller Ost-Kabarettist hier, der noch einen Bühnennamen sucht? Kevin Ostner. Bitte, gerne.
366195647847731201	neutral	20acb8fb7feac93fc3066b9afec638a0	[]	RT @HerthaBSC: 1:0 für Hertha BSC gegen Eintracht Frankfurt! #TOOR
371371888834256896	negative	e5d203f6d41350cdbf37c8a090910663	[]	Miami Vice mit Don Johnson war früher viel cooler.
367986569572925440	neutral	017b5873408f20426555bfb416ef83a1	[]	Basketball: Phoenix Hagen nimmt den US-amerikanischen Big Man Keith Ramsey (25) unter Vertrag. http://t.co/m7i0dPy3Gn @SportandoBasket
372073134310313985	negative	3fc5e3ee7414fea483e7e58f683e79a0	[]	(Der Apostroph schwebt dort in voller Absicht.)
392681390007128064	negative	193d98e5399cee73e76114255c93591d	[]	@carinaschrenk boah bitte Mach nd so den kindergarten sag doch einfach das I gemeint war und verkauf mi nd fûr dumm.
367047725126529024	negative	ff06e11dd8c4ecfa2aa85ca62127a1e6	[]	Nase sitzt zu. Muss aufs Klo. Hasse es.
390744728763133952	neutral	2000b16578c4e92e345cbbc70ddef5f4	[]	Bei Bestätigung des Insolvenzplans sind unbekannte Forderungen nicht ausgeschlossen – Insolvenzrecht http://t.co/MRgsnhYyrG
377739437863866368	neutral	bc40d71474c677682102bad9c484341d	[]	MELDUNGEN: Shortlist für den Deutschen Buchpreis 2013: Gerade frisch reingekommen: eine Meldung über die sechs... http://t.co/1Uryp3JWZD
385286702207864832	neutral	21b4e07fdef93679ad0cb70dfc60b5e2	[]	Einen schönen guten Morgen aus der Redaktion und einen angenehmen Start in den Tag http://t.co/UpThoK5Dc3
362932252998512640	neutral	d5797579628e8734a3c5727e908458ac	[]	"Wieland-Haustechnik verstärkt Außendienst
http://t.co/qFET7MPlhh"
376098210768748544	positive	aa7f707bcf31c1d78579fd748549f2f4	[]	Endlich macht der Wahlkampf wieder Spaß! #fdp- #cdu+ #allervollstesvertrauen #psycho @ZDF
377160665820975104	negative	e664097402735fbbe71b98ec0ce95f74	[]	Weltbild zerstört: Tageziel erreicht! RT @Miepception: Mein ganzes Weltbild ist jetzt im Arsch.
364372673289125888	neutral	f735e033b534d48c813b28180780bf55	[]	@herrbench Lustig. Da hatten wir noch keine Plakate gedruckt. Du meinst wohl die Werbeuhr?! Gut so, dass er sich da präsentiert. #Pätzold
365481324196265984	neutral	880947105acd93224108cdc5c64eee08	[]	2. Bundesliga - Hertha mit „viel Schwung“ zum Start-Lasogga fehlt http://t.co/uTUDFQPxF6
370159055425523712	neutral	b21d9ff72cef7b31431302f34f60dc3a	[]	@Piratenpartei ALLE Macht geht vom Volke aus! Stoppt den #Faschismus, macht nicht noch mit.
370477868708790272	positive	3fa76fc0ef91742b4f7e73fa01975723	[]	"Schaut so aus, als ob der Sommer vorbei ist.
In diesem Sinne, auf a gute Riversurfherbstsaison ;)... http://t.co/4NIs2t0tUp"
372909311074521088	negative	ebcd07aaf96f2c92d8cd6553b1d77232	[]	"Joa, hab ich mich halt voll auf die Fresse gelegt. -.-"" und jetzt tut mein Knöchel mordsweh :-----)"
395135057998118913	negative	ab8120d6ab15ffa916f5bfce104c7b16	[]	@Kartoffelmonsta warum kommen keine Videos mehr? :'(
374407562466041857	neutral	bd4fb0138b52f409dbba4bab5117a958	[]	Mesut Özil und Sami Khedira dürfen Real Madrid verlassen – noch heute - http://t.co/g1aSOFjFUR http://t.co/wKeIqjNKr7
394791045365768192	positive	80edee699eb5ae354c3e8549cca5b6fe	[]	@FrauWau happy Birthday, kleiner Plüsch!
363013366576869376	negative	2ad51cc7ebdd1b1565b5506be97d8e9e	[]	RT @deadmanfunk: Jedes Mal, wenn ich exotische Tiere oder Drogen oder Waffen bestelle, die gleiche Misere. Ich muss zum Hauptzollamt.
374787633391468544	positive	a8ebb34d306c9f08a57b9f8bbe480c6a	[]	"@wiesonett Wie immer werden es die #aufschrei-, #om13gate-, #maskugate- und #maskuleaks-Tanten abstreiten.
Ich lache mich immer noch tot. :)"
362728695007416320	positive	d321120b73165322d741353ada1ad128	[]	Sind pünktlich kurz nach Mondaufgang wachgeworden. Eine wunderschöne sternenklare Nacht - Faszinierende Fotos vom Mond gemacht🌘
376742422593949696	neutral	0ee5449df67bc6d0dd21c54e186ce605	[]	Kreditaktion - Kredit auch bei Schufa-Problemen: Aktion mit schneller, seriöser Abwicklung http://t.co/n3VQNt5ZTF
392615115708583936	negative	0dc009869e73aa2a2a8ad7b0d42a13d9	[]	@yuht2go meiner nicht.. -.- Warte noch darauf, dass meine Tutorien ausgelost werden und die Chancen werden immer schlechter.. -.-
