tweetid	sentiment	text
372318702534139904	neutral	Da is aber jemand sehr zuversichtlich dass seine Mühle nicht geklaut wird... http://t.co/LNNAzyi8cU
395103755852849152	neutral	Erstellung dynamischer Weltkarten: jQuery-Mapael http://t.co/jklikC1KrD
374878549305327616	neutral	@jens Richtig, grundsätzlich Hamburg. Kein Plan, ob Autor im Hamburger oder Berliner Büro sitzt. Am Ende schreiben immer Touristen...
372807800550072320	negative	Unsicher? Ich? Da Lache ich doch. HA!
370534701498662912	neutral	@Ina_Steinbach @SPIEGELONLINE eben!
377646425120993280	neutral	#innovation #BORT Zweizug Knöchelstütze medium blau http://t.co/RmxuhtYuEh
376462133963554816	neutral	@migius Sieht doch sehr danach aus! Welcome back.
395459109753212928	neutral	"VideoBustour ""Filmstadt Potsdam – Das rollende Kino"" ab 3. November jeden ersten Sonntag im Monat http://t.co/iSVohDoLhH"
389829653491621888	positive	@stoff_hoff_show Ich muss mir eigentlich nur merken, ob der die Nadelposition 0.5 oder 0.8 ist… Sollte eigentlich möglich sein :-)
370165166673256448	neutral	Offene Kamine Design: Tipps für ein gutes Geschäft Herd mit Hilfe von Auction Web-Sites bekommen http://t.co/xvrJntfn9I
368135446402191361	neutral	Miss my nicht
376332034928816128	neutral	"Witzig! Unbedingt auch dem Link folgen: ""Everyone Hates Your Out-of-Office Reply"" @99U http://t.co/6qjLvYZctW"
394720174281998336	neutral	[News] KILLER BE KILLED: neue Band um Musiker von SOULFLY, MASTODON THE DILLINGER ESCAPE PLAN http://t.co/1nizE08Qqf #vampster #metal
365468234004185088	positive	"@davidneuber Dein Folgen freut und ehrt mich. Muss nur gestehen, dass bei meinem ""Hurra""-Tweet etwas an Ironie mitgeschwungen hat ;) LGC :)"
368633297812742145	positive	@JonasBe1 IKEA = Idioten Kaufen Einfach Alles :'D #Peace #NoHate hahah
372743174730444800	neutral	adesso: Deutlicher Ergebnissprung http://t.co/Yn6GFkUk6S 4INVESTORS #Börse
385577732421062656	positive	@elisehippie nachooooooos!
363129989031407616	negative	"phil verstellt sich für seine freundin.
kann ihn nich mehr ernstnehmen."
395678673208373248	positive	@1886_GC 2-0 Toko :) war eine ganz starke Vorstellung!!! #Danke #GCZ
375830740166246400	neutral	Experte befürchtet höhere Benzinpreise wegen Meldestelle http://t.co/yPlvFOTnCJ
377132698042503168	negative	Morgen in den ersten beiden #Sport. danach schön ne #Doppelstunde #Mathe hinterher. bis einschl. 8. Std Unterricht #könntkotzen
365510751735128066	neutral	@whatthehelen3 im speechless
367859897519464448	positive	":)""@Fir_Man1995: @piyuupii guten tag auch :)"""
366234550231244800	neutral	RT @Sex_Kontakt: #Black_Cat: Hey Du, was machst du so? komm in den kostenlosen Sex Chat http://t.co/4YbH8bxRLX @sex_kontakt
385331690279014400	neutral	Aargau: Ausländische Diebe sehr aktiv http://t.co/oZhAoNSBd8
392996348837900288	neutral	"Das Meisenknödel auf Englisch also einfach ""Fat Balls"" heißen, wusste ich nicht. Wieder was gelernt."
373456743072034816	neutral	RT @Tickets_Wien: Selena Gomez Dienstag, 17.09.2013, 19:30 Wiener Stadthalle / Halle F, Wien, Österreich Tic #Events http://t.co/sSecfRfjhA
394199128131260417	positive	@Sturm_Fan. Duuuuu bist einfach waaaaahnsing toll &lt;3 :-*
373143474708942848	negative	@asp_net viel schlimmer #logik #verlage
363579438241300480	neutral	Immer schön langsam fahren http://t.co/lH96nzL6Ql #cdu #erftstadt #verkehr
364452100861739009	neutral	Alle #Sexcam #Girls können kostenlos ausprobiert werden. Wir schenken dir unverbindlich #gratis #Coins http://t.co/SpVabSn4aQ
394158435194789888	positive	ich platze. das essen war so geil
371379497226211328	positive	heute war echt schön :) super nette Menschen getroffen :) tzonlive danke für das Foto :) #videoday… http://t.co/vgDv6vAxNZ
376327006176043009	positive	@inooreicheru 🐴ソ
372996661607682048	neutral	Arzneimittel im Alter: Medikamente können krank machen http://t.co/4kGpjBeSvF
385021110237937665	neutral	Selten benutztes Nexus 7 (2012), Bluetooth-Tastatur + Case inkl.: Berlin | Verkaufe selten benutztes, fast neu... http://t.co/kkhM4wy7en
377393638583853057	neutral	FortiFX Fit Crunch Peanut Butter Protein Bar Review http://t.co/1ImDMdfvNl
373548820552224768	positive	@Duesenberg_ geil, abends Äpfel essen, morgens besoffen \o/
395309461415661568	neutral	RT @MatthiasSachau: Irgend ein hoffnungsvoller Ost-Kabarettist hier, der noch einen Bühnennamen sucht? Kevin Ostner. Bitte, gerne.
366195647847731201	neutral	RT @HerthaBSC: 1:0 für Hertha BSC gegen Eintracht Frankfurt! #TOOR
371371888834256896	negative	Miami Vice mit Don Johnson war früher viel cooler.
367986569572925440	neutral	Basketball: Phoenix Hagen nimmt den US-amerikanischen Big Man Keith Ramsey (25) unter Vertrag. http://t.co/m7i0dPy3Gn @SportandoBasket
372073134310313985	negative	(Der Apostroph schwebt dort in voller Absicht.)
392681390007128064	negative	@carinaschrenk boah bitte Mach nd so den kindergarten sag doch einfach das I gemeint war und verkauf mi nd fûr dumm.
367047725126529024	negative	Nase sitzt zu. Muss aufs Klo. Hasse es.
390744728763133952	neutral	Bei Bestätigung des Insolvenzplans sind unbekannte Forderungen nicht ausgeschlossen – Insolvenzrecht http://t.co/MRgsnhYyrG
377739437863866368	neutral	MELDUNGEN: Shortlist für den Deutschen Buchpreis 2013: Gerade frisch reingekommen: eine Meldung über die sechs... http://t.co/1Uryp3JWZD
385286702207864832	neutral	Einen schönen guten Morgen aus der Redaktion und einen angenehmen Start in den Tag http://t.co/UpThoK5Dc3
362932252998512640	neutral	"Wieland-Haustechnik verstärkt Außendienst
http://t.co/qFET7MPlhh"
376098210768748544	positive	Endlich macht der Wahlkampf wieder Spaß! #fdp- #cdu+ #allervollstesvertrauen #psycho @ZDF
377160665820975104	negative	Weltbild zerstört: Tageziel erreicht! RT @Miepception: Mein ganzes Weltbild ist jetzt im Arsch.
364372673289125888	neutral	@herrbench Lustig. Da hatten wir noch keine Plakate gedruckt. Du meinst wohl die Werbeuhr?! Gut so, dass er sich da präsentiert. #Pätzold
365481324196265984	neutral	2. Bundesliga - Hertha mit „viel Schwung“ zum Start-Lasogga fehlt http://t.co/uTUDFQPxF6
370159055425523712	neutral	@Piratenpartei ALLE Macht geht vom Volke aus! Stoppt den #Faschismus, macht nicht noch mit.
370477868708790272	positive	"Schaut so aus, als ob der Sommer vorbei ist.
In diesem Sinne, auf a gute Riversurfherbstsaison ;)... http://t.co/4NIs2t0tUp"
372909311074521088	negative	"Joa, hab ich mich halt voll auf die Fresse gelegt. -.-"" und jetzt tut mein Knöchel mordsweh :-----)"
395135057998118913	negative	@Kartoffelmonsta warum kommen keine Videos mehr? :'(
374407562466041857	neutral	Mesut Özil und Sami Khedira dürfen Real Madrid verlassen – noch heute - http://t.co/g1aSOFjFUR http://t.co/wKeIqjNKr7
394791045365768192	positive	@FrauWau happy Birthday, kleiner Plüsch!
363013366576869376	negative	RT @deadmanfunk: Jedes Mal, wenn ich exotische Tiere oder Drogen oder Waffen bestelle, die gleiche Misere. Ich muss zum Hauptzollamt.
374787633391468544	positive	"@wiesonett Wie immer werden es die #aufschrei-, #om13gate-, #maskugate- und #maskuleaks-Tanten abstreiten.
Ich lache mich immer noch tot. :)"
362728695007416320	positive	Sind pünktlich kurz nach Mondaufgang wachgeworden. Eine wunderschöne sternenklare Nacht - Faszinierende Fotos vom Mond gemacht🌘
376742422593949696	neutral	Kreditaktion - Kredit auch bei Schufa-Problemen: Aktion mit schneller, seriöser Abwicklung http://t.co/n3VQNt5ZTF
392615115708583936	negative	@yuht2go meiner nicht.. -.- Warte noch darauf, dass meine Tutorien ausgelost werden und die Chancen werden immer schlechter.. -.-
366584673905811456	neutral	RT @xsxslia: Omg @heidiklum wenn du das siehst bitte mach uns den Gefallen!!!! #HeidiKlumbittegrüßeOneDirectionvondeutschenDirectionern
391742683691352064	neutral	Flauschigen Bademantel zu Ihrer Bestellung gratis dazu http://t.co/phsTipGmxE #Geschenk
373578730360561664	neutral	"""Habe keine Ahnung - Mutti wirds schon richten!"" deshalb #CDU- #FDP- #SPD- #GRÜNE- uns natürlich #AfD+ für ein... http://t.co/8iSdSIVyYo"
384994652622815233	neutral	Fußball 3. Liga: Stuttgarter Kickers: Buchwald bestätigt Rücktritt http://t.co/EFOTyaU6BB
367556749773266944	neutral	Schönes VERSACE Gladiatoren-Kleid aus der Frühlins-/Sommerkollektion 2012 aus Neoprene und Leder mit http://t.co/9eAGkBZMaZ
368413021338877952	neutral	Calvin Klein Men's X Extreme Slim Fit Multi http://t.co/Rjh418pGtF #Calvin #Extreme #Klein #Men's #Multi #Slim
394172926380896257	neutral	1. Bundesliga (20:10) - Schade: ''Würden Wiederholungsspiel akzeptieren'': Bayer Leverkusen wird sich am Monta... http://t.co/b5ROhQ2IK3
373045747283165184	neutral	übrigens sind das im neuen nintendo 2ds keine zwei separaten bildschirme, sondern nur ein(!) großer... http://t.co/E4WMMrwLqq
392940812058636288	neutral	Hohe Margen bei Medikamenten http://t.co/yKpKaTtCXe
395948807235461120	neutral	Nein! Das war noch nicht genug Halloween Soundtrack! Timeless feat. Johnny Pepp mit “Halloween“. http://t.co/JUUksialpn
364667713156685824	neutral	Dienstag nach 18 Uhr in Handwerkersprech bedeutet also überübernächsten Dienstag vor 9 Uhr.
377731246555955200	negative	@Mr_Lovecraft Angeschossen? Alter Falter, schwache Leistung :( @klauskrefeld
362839839994937345	neutral	Endlich: Evolutionstheorie widerlegt! http://t.co/9wJTO5QriZ
395768146260271104	neutral	"""Hey Derek, sprechen sie dick"""
391606771787497473	neutral	(Das erste war ich und das zweite mein Vater.)
394949241769971712	neutral	"Quote? Wieso nicht Fähigkeiten? Was bringt eine Erfüllung der Quote mit ""schlechter Arbeit""? #Piraten"
363388911940153345	negative	Soo. Die #22UhrNonMention 's dürfen nun beginnen...meins war schon. Zu früh. Besser als gar nich.
365487339012767745	negative	@macdatti dasisaberschade
365905938806341632	positive	@BerlinBritta @HBisdorf ich glaub's nicht - I'm going down läuft im Hintergrund. Die Götter sind mir gnädig gestimmt :-))
375954501682724864	neutral	"RT @justizskandale: ZEIT: ""Ist Gustl #Mollath gesund, Herr #Strate?""
Gegenfrage: ""Sind Sie gesund, Frau Rückert, Herr Wefing?"" http://t.co/…"
392148331792982016	neutral	Über 1.000 MP3- #Alben für je 3,99 EUR bei Amazon | http://t.co/bWdy6dJjhU
363755368448811008	neutral	Der #Griesebertschaeler muss mal wieder Luft durch die Ohren ziehen lassen, los Hopp aufs Balkönchen alter Mann
367240633452597248	neutral	Reichen oder besser LÜCKENFÜLLTWEET I'm at Raststätte Miese Briese hab Bock auf McNuggets Edge.
392947203930464256	positive	@iRuttzman @iRuttzman Tiger Woods niece...
363326915773341696	negative	@popela_ also das geht gar nich sowas. Bei ihrem Chef müsste man sich beschweren. Die Frau soll ihr was beibringen u is so drauf.
365554804547788801	positive	@ElorieLindir @19kittycat79 Warte ab. ... YT macht keine Gefangenen. ;)
377481781877821440	neutral	*** BILDplus Inhalt *** Fälle, Urteile &amp; Erfolge - Die härtesten Richter Deutschlands! http://t.co/KepEuaHOA4 #news
370870447023206401	neutral	BenQ G2222HDL TFT Flachbildschirm 21,5 Zoll: Startseite | Hallo habe hier einen sehr guten TFT LED Flachbildsc... http://t.co/Oe0etpyoUO
364916167049097218	neutral	@himonew Amine weiße was bitte denk einfach einmal pervers
371728937157935104	neutral	@bladiblub besser wirds dadurch leider auch nicht ;-)
376762110354530304	neutral	@chrissi_cage Untersteh dich!
367696667644297217	neutral	New post: KS: Baunatal: Geldwechseltrick: Geschickter Dieb klaute unbemerkt 250,- Euro aus Portmonee http://t.co/f3FusfF0YB
375432901984137216	positive	Sarung laptop pon blh sue..haha
377443810864672770	neutral	"""Schweizer Mr. Bean"": Tollpatschiger Journalist zerstört wertvolles Kunstwerk
http://t.co/Ai5bozi0im"
394850789023555584	neutral	RT @franzalt: “Charta zur sozial gerechten Energiewende” vorgestellt http://t.co/6v6J9qChdg
393433785318256640	negative	"""@PloedeQ: Sie wird wohl Dreck am stecken haben.. #merkelphone http://t.co/6I2ubamlWJ"" True!"
394057859773632513	neutral	#love #fun #kiss #Blümchen #winter #kalt #pink #weiß #blau #bla #bli #blub #blub #ich lass #mich #fallen #lächeln... http://t.co/sH8QrC9UCu
364737049443577858	negative	Ich würde mir selbst nicht schreiben.
371721337087488000	positive	Gute Besserung @Thi_Alcantara91 - get well soon! #FCB
394505102939394048	neutral	Wasserschlacht von Gladbach heute? #skybuli #bmgsge
372682147326611456	positive	@mc_flausch hehehe ;) was macht die Ikea Bastelei?
369331632689250304	positive	@ofmiceandleaa woahaaa geil lea :) das muss echt ein geiles Gefühl sein. Krass. Glückwunsch :')
369480890843295744	neutral	#Porsche, #911, #997 :Windschott gebrochen http://t.co/KlGkGV9BXd
369616723441647616	neutral	@oberbitch schlaf jut Alte.
376938082404401152	positive	Guten morgen ... Freu mich auf Samstag und bin gespannt was ihr zu TRX sagt...
367866767626211330	negative	@KurtKrauss @michelle_motuz 😦
393328805957603328	neutral	Ehemann Nummer zwei: Was sagt Kris Humphries zu Kims Verlobung? #KimKardashian #KanyeWest #KrisHumphries http://t.co/J4JG90Cqjs
367606095943966720	positive	So sieht der perfekte Social-Media-Beitrag aus - Meedia http://t.co/9qT2b5Jry9 #SocialMedia
369701557518204928	neutral	Photo: Neue Westfälische (Bielefeld): Käßmann: Luther hinterließ ein schweres Erbe Neue Westfälische... http://t.co/Weg9c08xbI
375362970596802560	negative	tot: meine Aussichten. Endet es.
394088935535554560	positive	@TheKedosZone Und, auch wenns sich komisch anhört, blaue Dinge angucken. Die Farbe entspannt das Auge. :)
362814887690379264	neutral	Studie: Kita macht Erzieherinnen krank - RP ONLINE: RP ONLINEStudie: Kita macht Erzieherinnen krankRP ONLINENo... http://t.co/UEd5oCZoNh
392339248017588224	neutral	Anlage voll aufdrehn bis meine Mutter wütend ins Zimmer reinplatzt! #läuft
369082088445587457	neutral	@G_Joshhh Fuckin brilliant Einstein,,
368315436544569344	neutral	@Illuminatus23 @Doktor_FreakOut @mundauf lieber Staatskasse. Weiterhin Abschaffung der Beitragsbemessungsgrenze.
394820862689705984	neutral	Weltbild holt Umbau-Experten an Bord: Josef Schultheis wird Geschäftsführer Restrukturierung http://t.co/S7PfHapsD0
390252967682904064	neutral	Hör mal, wer da hämmert - Bote vom Haßgau http://t.co/A3zJD7MCzr
394446868966817792	neutral	"@iZerf im Herbst stellt man die Uhr zurück. ""Im Frühling stelle ich die Gartenmöbel VOR das Haazs im Herbst ZURÜCK"" :-)"
374335869370372096	neutral	@EddyElfenbein SOLD!!
395584934859243522	neutral	Liebe @Swisscom_Care sprengt ein fussballspiel via tv air übers handy ohne wlan die rechnung? Hab noch 16 MB Restdatavolumen
374078473180307456	negative	Ach verdammt. Nich groß genug! -.- (@YouTube http://t.co/byZFucfphC)
364623152988426240	negative	Aha, wer bis 15 nicht lesen kann, soll das also bis 18 können... Schrecklich, diese Hilflosigkeit....#övp
364637715511255042	negative	"""@SimplyMfJanay__: ""@__ChelleChelle: . If I Ever Die These Hoes Gone Be Happy Asf.!"""""
370098342736306176	neutral	@iwona_w @Vliconaleash Alkohol siedet bei 78C, das macht also keinen Unterschied.
370839530901098496	positive	Good morning Nice! #cotedazur @ Bambou Plage http://t.co/I31P6EoCGS
370595233639440385	positive	@ValentinMoeller @felixba Fast genauso gut, nur moderner. ^^
395492274341421057	positive	Zwar in Frechen, aber günstig und hübsch http://t.co/UJy00RGDYn
375118635351945216	neutral	#Voerde #Möllen Frankfurterstr Ende #STEAG seit Montag per Ampel Einspurig. http://t.co/QxBF4AgYnG
368077724406906880	negative	@wittynarry Außerdem zeigt Wattpad all meinen Facebook Freunden nun an wenn ich für eine Story vote. Das war vorher auch nicht. -.-
376698436742967297	negative	@Flubbermaus ach, hände brauch keiner
