TweetID,HandLabel,AnnotatorID
434934686146887680,Positive,36
434935113915588608,Positive,36
434935130604732416,Positive,36
434936338140626944,Negative,30
434936507087192064,Positive,36
434936701509971968,Positive,36
434937415611203584,Positive,36
434937415611203584,Positive,36
434937970513432576,Neutral,36
434938723294531584,Positive,36
434938918308675584,Positive,30
434939541146054656,Negative,36
434940150607396865,Positive,36
434940632894042112,Neutral,36
434940908791164928,Negative,36
434941100978372608,Positive,36
434941100978372608,Positive,36
434942198208282624,Negative,36
434942585841651712,Negative,36
434943479052251136,Positive,36
434943913720545280,Neutral,30
434945380019884032,Neutral,36
434945795918680064,Negative,36
434946196474712065,Neutral,36
434946196474712065,Negative,36
434946455531687936,Positive,30
434947126930714624,Neutral,36
434947454195093504,Neutral,36
434947900800778240,Neutral,36
434949457655103488,Negative,30
434949551351689216,Negative,36
434950003115974656,Negative,36
434950169356812288,Neutral,36
434950830316212225,Negative,36
434951170126512128,Neutral,36
434951170126512128,Neutral,30
434951300695224320,Neutral,36
434951618912874496,Neutral,36
434951632745680897,Positive,36
434952169092304897,Neutral,30
434952204521582592,Neutral,36
434952502233296896,Negative,30
434952582239617024,Negative,36
434952604280688640,Neutral,36
434952711554236416,Neutral,30
434952728016871424,Neutral,36
434952753191075840,Neutral,36
434952836602793985,Neutral,36
434953081865129984,Positive,30
434953567452291072,Neutral,36
434954093178937344,Neutral,36
434954837302984704,Neutral,30
434955334168641537,Positive,36
434955493266968576,Positive,36
434955493266968576,Positive,36
434955690818666496,Positive,36
434955830040219648,Neutral,36
434956615255879680,Positive,36
434956615255879680,Positive,30
434956664937394176,Negative,36
434957699223408640,Negative,36
434957699223408640,Negative,36
434958239781101568,Neutral,36
434958239781101568,Neutral,36
434958339857215488,Neutral,36
434958339857215488,Neutral,36
434959031590215680,Neutral,36
434959140889587712,Neutral,36
434959316849025024,Negative,36
434959663126167552,Neutral,36
434959937606008832,Negative,36
434959937606008832,Negative,30
434960106740908032,Positive,36
434960162646786049,Positive,36
434960449050648576,Neutral,36
434960475831697408,Positive,30
434960556802723840,Neutral,36
434960631373250560,Positive,36
434960687228805120,Negative,36
434960687228805120,Negative,36
434960942036971520,Negative,36
434961471680700417,Positive,36
434962138617380864,Neutral,36
434962455123742721,Negative,36
434962980644462593,Positive,36
434963280541392896,Positive,36
434963382488563712,Neutral,36
434963914217250816,Negative,36
434964155100311552,Positive,30
434964202089107456,Positive,36
434964404371980288,Neutral,36
434964992249839616,Positive,36
434965844616290304,Positive,30
434966191808204800,Positive,36
434966401489854464,Neutral,36
434966430396977152,Positive,36
434966654922268673,Neutral,36
434966990852472832,Positive,36
434967179709403136,Positive,30
434967417371258880,Positive,36
434967417371258880,Positive,36
434967778177867777,Positive,36
434967913754161152,Positive,36
434967913754161152,Positive,36
434968208999972864,Neutral,36
434968208999972864,Neutral,36
434968723267801088,Positive,36
434969051082031104,Positive,30
434969265171869696,Neutral,36
434969893247545344,Neutral,36
434970462226231297,Positive,36
434970462226231297,Neutral,36
434970532304654336,Positive,30
434970532304654336,Negative,36
434970935515693057,Positive,36
434971051630800896,Negative,36
434971577084829696,Neutral,36
434971724787245056,Neutral,30
434971830521434112,Positive,36
434972061707292672,Negative,36
434972116593958912,Positive,36
434972116593958912,Positive,36
434972294029385728,Negative,36
434972294029385728,Negative,36
434972442508144640,Negative,30
434972632484941824,Positive,36
434972879080681472,Positive,36
434973017425575936,Positive,36
434973958925209600,Neutral,36
434974200286420993,Neutral,36
434974721080573953,Positive,36
434974907269922816,Positive,36
434974907269922816,Neutral,36
434975319330926592,Negative,30
434975444387893248,Neutral,36
434975444387893248,Neutral,36
434975477779144704,Neutral,36
434975579289710593,Neutral,36
434975725373124609,Neutral,36
434975950049390592,Neutral,30
434976996989235200,Neutral,36
434977256025620481,Positive,36
434977256025620481,Positive,36
434977323465863168,Positive,30
434977405967818752,Neutral,36
434977444882567168,Positive,36
434977541041180672,Neutral,36
434977619185266689,Positive,36
434977779252469760,Negative,36
434977855181967360,Positive,30
434977916309344256,Neutral,36
434978006818627584,Neutral,36
434978109105139712,Negative,30
434978226222682112,Neutral,36
434978255775748096,Negative,36
434979059760918528,Neutral,30
434979271422263296,Neutral,36
434979560317521920,Positive,36
434979839171633152,Neutral,36
434979932188733440,Neutral,36
434980112493461504,Positive,36
434980139773202432,Neutral,36
434980521178050560,Neutral,36
434980546205466624,Positive,36
434980693710757888,Negative,30
434980722060038144,Positive,36
434980722060038144,Positive,36
434980854528352256,Neutral,36
434981023538245632,Negative,36
434981043012403200,Positive,36
434981412488642560,Positive,36
434981616315035648,Negative,30
434981656907501568,Neutral,36
434981889712349184,Negative,36
434981889712349184,Negative,36
434982885993746433,Positive,36
434982983272235008,Positive,36
434983026465189888,Positive,30
434983051379355648,Negative,36
434983370389737472,Positive,36
434983434923307008,Positive,36
434983692982026240,Neutral,36
434984085174648832,Positive,36
434984105575735296,Positive,36
434984105575735296,Positive,36
434984298400460800,Positive,36
434984386103345152,Positive,36
434984530479710208,Positive,36
434984545327513600,Positive,36
434984683919929344,Positive,36
434984720393592832,Neutral,36
434984720393592832,Positive,36
434984857236938752,Negative,36
434984970772578304,Positive,36
434984987256180736,Neutral,36
434985190038183936,Positive,36
434985387753086976,Negative,36
434985584478937089,Positive,36
434985844672589824,Positive,36
434985871276638208,Neutral,36
434986277377552385,Positive,36
434986396747841536,Positive,36
434986459515596800,Negative,36
434986536271351808,Neutral,36
434986704865206272,Negative,36
434986773257920512,Neutral,36
434986773257920512,Positive,36
434986793394794496,Neutral,36
434986847295766528,Positive,36
434986905378107393,Neutral,36
434986910449037312,Neutral,36
434986913594744832,Neutral,36
434986913594744832,Neutral,36
434986916497207296,Neutral,36
434987109284593664,Neutral,36
434987151709970432,Neutral,36
434987309789085696,Neutral,36
434987546679181312,Neutral,36
434987743618564097,Positive,36
434988015715647488,Neutral,36
434988097315819520,Neutral,36
434988561985966080,Neutral,36
434988695222247424,Negative,36
434990001713991681,Neutral,36
434990083855220736,Negative,36
434990310960029696,Negative,36
434990437640982528,Negative,36
434990637747019776,Neutral,36
434990685415301120,Neutral,36
434991317211705344,Neutral,36
434991317211705344,Neutral,36
434991483767504896,Positive,36
434991628026413056,Neutral,36
434991628026413056,Neutral,36
434991794770944000,Positive,36
434992017131995136,Neutral,36
434992017131995136,Positive,36
434992147428024320,Negative,36
434992147428024320,Negative,36
434992654796226560,Neutral,36
434992724753014784,Negative,36
434992959545942016,Negative,36
434993104165548032,Neutral,36
434993351537213441,Neutral,36
434993406633582593,Positive,36
434993600058109952,Neutral,36
434993682157432832,Positive,36
434993682157432832,Positive,36
434993685219254273,Negative,36
434993978438877184,Negative,36
434994408912871424,Positive,36
434994747674210305,Positive,36
434994971947847680,Positive,36
434995015191109632,Negative,36
434995582328135680,Neutral,36
434995818563526657,Neutral,36
434995891129556992,Negative,36
434996021983461377,Neutral,36
434996329996386305,Negative,36
434996606140968960,Neutral,36
434996747257933824,Neutral,36
434997151413043200,Negative,36
434997595606249473,Neutral,36
434997859277348864,Neutral,36
434997859277348864,Positive,36
434998013380296704,Neutral,36
434998198453932032,Neutral,36
434998450632269825,Positive,36
434998500674535424,Positive,36
434998556303581184,Neutral,36
434998814924361729,Negative,36
434998954221387776,Positive,36
434999354483818497,Positive,36
434999603029876736,Positive,36
434999631249149952,Neutral,36
434999679181651968,Positive,36
435000446416338947,Negative,36
435000524761743360,Neutral,36
435000524761743360,Negative,36
435000656500621312,Neutral,36
435000784661794816,Negative,36
435001191094050816,Positive,36
435001411932528641,Neutral,36
435001508195999745,Positive,36
435001731748229120,Negative,36
435002019053830144,Neutral,36
435002123999539200,Negative,36
435002128449699840,Negative,36
435002402316771328,Positive,36
435002424890511360,Positive,36
435002522789752832,Negative,36
435002522789752832,Negative,36
435002722627371008,Positive,36
435002722627371008,Positive,36
435002776444477440,Positive,36
435002939082801152,Positive,36
435003084994273280,Positive,36
435003227344764929,Positive,36
435003383997804544,Neutral,36
435003383997804544,Positive,36
435003494227927040,Neutral,36
435003494227927040,Positive,36
435003859845787648,Neutral,36
435004354828177408,Positive,36
435004354828177408,Positive,36
435004529848107008,Positive,36
435004680398467074,Neutral,36
435005118099226624,Negative,36
435005118099226624,Negative,36
435005238744190976,Positive,36
435005697504604161,Positive,36
435005697504604161,Neutral,36
435005935611027456,Neutral,36
435006548503715840,Positive,36
435006739722027008,Negative,36
435006864154447872,Neutral,36
435006911734611968,Positive,36
435007128865353728,Neutral,36
435007261736710144,Positive,36
435007304115564545,Negative,36
435007608001683456,Positive,36
435007681712386048,Positive,36
435008016887607296,Neutral,36
435008172844404737,Neutral,36
435008282328326144,Positive,36
435008788752781313,Neutral,36
435008822462394368,Positive,36
435008822462394368,Positive,36
435009031175176192,Negative,36
435009031175176192,Negative,36
435009784027545600,Positive,36
435009907046490112,Negative,36
435010078849400832,Neutral,36
435010153575112704,Negative,36
435010153575112704,Neutral,36
435010217567588352,Negative,36
435010332667707393,Neutral,36
435010665338896384,Neutral,36
435010747408867328,Positive,36
435010752626585600,Positive,36
435010802924675072,Negative,36
435010896226967552,Positive,36
435011028204945408,Neutral,36
435011348733231104,Positive,36
435011442429816833,Positive,36
435011555705778176,Positive,36
435011923873382400,Positive,36
435011944232153088,Positive,36
435011944232153088,Positive,36
435012021440876544,Positive,36
435012181424627712,Neutral,36
435012233634914304,Positive,36
435012338035740672,Neutral,36
435012544525115392,Positive,36
435012575894306816,Positive,36
435012638297190401,Positive,36
435012638297190401,Positive,36
435012683201802240,Positive,36
435012730873864193,Positive,36
435012800700628993,Positive,36
435012800700628993,Positive,36
435012866492866560,Negative,36
435013056737705984,Positive,36
435013108780654592,Positive,36
435013182281633792,Positive,36
435013182281633792,Positive,36
435013185830420480,Positive,36
435013185830420480,Positive,36
435013234886979584,Negative,36
435013249084710912,Neutral,36
435013329455947776,Neutral,36
435013329455947776,Neutral,36
435013430870040576,Neutral,36
435013448573788161,Positive,36
435013479611629569,Positive,36
435013479611629569,Positive,36
435013664308203521,Positive,36
435013737377185792,Neutral,36
435013789910433792,Positive,36
435013803005050880,Positive,36
435013894084366337,Positive,36
435014197961711616,Positive,36
435014294845923329,Positive,36
435014336420270081,Positive,36
435014477130784768,Negative,36
435014477130784768,Negative,36
435014525000372224,Negative,36
435014623452880896,Positive,36
435014682181517313,Positive,36
435015055340359680,Positive,36
435015096029696000,Negative,36
435015170549493760,Positive,36
435015170549493760,Positive,36
435015231958302720,Positive,36
435015296147943425,Positive,36
435015415157489664,Positive,36
435015575324995585,Positive,36
435015650717622272,Positive,36
435015650717622272,Positive,36
435015751234502656,Neutral,36
435015835061460992,Neutral,36
435015835061460992,Neutral,36
435015965877993472,Neutral,36
435016086145482752,Positive,36
435016154982014976,Positive,36
435016190269083648,Neutral,36
435016290613207042,Positive,36
435016290613207042,Positive,36
435016334855127040,Positive,36
435016334855127040,Positive,36
435016345034702848,Neutral,36
435016377825361921,Positive,36
435016377825361921,Positive,36
435016494997438464,Positive,36
435016561292627968,Positive,36
435016609355157504,Positive,36
435016609355157504,Positive,36
435016714007228416,Neutral,36
435016714007228416,Neutral,36
435016888427749376,Negative,36
435016914775965696,Positive,36
435016964038467584,Positive,36
435017204451405824,Positive,36
435017287586705408,Positive,36
435017310114295808,Positive,36
435017383783452672,Positive,36
435017645222801408,Positive,36
435017645222801408,Positive,36
435017705502953472,Positive,36
435017847006191616,Neutral,36
435017847006191616,Positive,36
435018002518794240,Negative,36
435018002518794240,Negative,36
435018232773480448,Positive,36
435018232773480448,Neutral,36
435018617701535744,Neutral,36
435018617701535744,Neutral,36
435018973554679808,Positive,36
435019261019709440,Neutral,36
435019500812259328,Positive,36
435019570999721984,Negative,36
435019626796564480,Neutral,36
435019776541622272,Neutral,36
435019783634157569,Negative,36
435020856415506432,Positive,36
435020881510019072,Neutral,36
435020881510019072,Positive,36
435020917555867648,Neutral,36
435021098972086272,Positive,36
435021216571600897,Positive,36
435021323056971776,Positive,36
435021323056971776,Positive,36
435021329927262209,Neutral,36
435021425146335232,Neutral,36
435021657531744256,Neutral,36
435021811693395968,Positive,36
435022031307145216,Positive,36
435022031307145216,Positive,36
435022231434186752,Neutral,36
435022231434186752,Positive,36
435022374287589376,Negative,36
435022515753455616,Positive,36
435022701636616192,Negative,36
435022856896782336,Positive,36
435023255888756737,Positive,36
435023337266642944,Neutral,36
435023479273168896,Positive,36
435023604213088258,Neutral,36
435023604213088258,Neutral,36
435023758441844737,Positive,36
435024521759031296,Neutral,36
435024742635298816,Neutral,36
435024928400621568,Neutral,36
435024928400621568,Neutral,36
435025161771679746,Positive,36
435025161771679746,Positive,36
435025394434338816,Positive,36
435025491578585088,Neutral,36
435025491578585088,Neutral,36
435025517126107136,Neutral,36
435025517126107136,Neutral,36
435025549489369088,Positive,36
435025562223255552,Neutral,36
435025600567590913,Neutral,36
435025780247396352,Positive,36
435025819740934144,Neutral,36
435026155125899264,Neutral,36
435026429382627329,Neutral,36
435026495162294272,Negative,36
435026538619105281,Positive,36
435026688859471872,Neutral,36
435026959119040512,Neutral,36
435027042976145408,Positive,36
435027042976145408,Positive,36
435027132079964160,Positive,36
435027244944465920,Neutral,36
435027244944465920,Neutral,36
435027937436663808,Positive,36
435028329507598336,Positive,36
435028498348920832,Neutral,36
435028929095954432,Negative,36
435029280175947776,Positive,36
435029394412019712,Positive,36
435029694644490240,Negative,36
435029811208396800,Positive,36
435029841990393856,Neutral,36
435030056122220544,Neutral,36
435030223046725632,Positive,36
435030416094154753,Negative,36
435030514081472512,Neutral,36
435030542128386048,Negative,36
435030761235050496,Negative,36
435030959302639616,Neutral,36
435031193793601536,Positive,36
435031350580879360,Neutral,36
435031790810845184,Negative,36
435031836889059328,Neutral,36
435032220089475072,Neutral,36
435032230767767552,Neutral,36
435032230767767552,Neutral,36
435032286346870784,Neutral,36
435032454437404672,Neutral,36
435032477825249280,Positive,36
435033043905306624,Positive,36
435033456444452864,Negative,36
435033786372587520,Neutral,36
435033901413957632,Negative,36
435034259217465345,Neutral,36
435034468265377792,Positive,36
435034572624236544,Neutral,36
435034693948301313,Positive,36
435035322389655552,Neutral,36
435035597556948992,Positive,36
435035736073838592,Positive,36
435035829115699200,Negative,36
435035830415925249,Positive,36
435035993192677376,Neutral,36
435036109358112768,Negative,36
435036135501230080,Positive,36
435036196914606080,Positive,36
435036244025049089,Positive,36
435036366670295040,Neutral,36
435036408806658048,Negative,36
435036533272231937,Negative,36
435036595507716096,Negative,36
435036649588678656,Positive,36
435036853889024000,Neutral,36
435036853889024000,Neutral,36
435036986425212928,Negative,36
435037109921923072,Neutral,36
435037299752316928,Negative,36
435037369050599424,Negative,36
435037449841283072,Neutral,36
435037449841283072,Neutral,36
435037839525703680,Negative,36
435038093586866176,Neutral,36
435038373271445504,Positive,36
435038373271445504,Positive,36
435038643200090112,Neutral,36
435038873165758464,Neutral,36
435039106570407936,Negative,36
435039128875712512,Negative,36
435039248148742144,Neutral,36
435039334744739840,Positive,36
435039495302701057,Neutral,36
435039546976522240,Negative,36
435039651662147584,Neutral,36
435039731722641408,Positive,36
435039731722641408,Positive,36
435039854305763328,Positive,36
435040088989634560,Positive,36
435040187744137217,Negative,36
435040187744137217,Neutral,36
435040232057364481,Negative,36
435040299040374785,Neutral,36
435040355625746432,Positive,36
435040446797344768,Negative,36
435040649814241280,Positive,36
435040783809654784,Neutral,36
435040894048555008,Negative,36
435040917029134336,Neutral,36
435041067310657536,Neutral,36
435041067310657536,Neutral,36
435041188219858945,Neutral,36
435041253299064832,Negative,36
435041445142339584,Positive,36
435041462754222080,Positive,36
435041619088113664,Neutral,36
435041689460162560,Neutral,36
435041869115183104,Positive,36
435042047138205696,Neutral,36
435042192214990849,Neutral,36
435042286020595712,Negative,36
435042431583936512,Negative,36
435042460562386944,Positive,36
435042631463473152,Neutral,36
435042752737607680,Negative,36
435042813647265792,Positive,36
435042861370048512,Negative,36
435042901618601984,Positive,36
435043149984309248,Positive,36
435043237322317824,Neutral,36
435043362995838977,Neutral,36
435043399247605760,Neutral,36
435043580902920192,Positive,36
435043611567091712,Neutral,36
435043611567091712,Neutral,36
435043838751944704,Neutral,36
435044120139427840,Negative,36
435044522226384896,Positive,36
435044639892971520,Neutral,36
435044697112051712,Neutral,36
435044866293522432,Positive,36
435045015942090752,Neutral,36
435045295454687232,Positive,36
435045426426028032,Negative,36
435045722094723072,Positive,36
435045758107406336,Neutral,36
435045942770036736,Neutral,36
435046007056117761,Positive,36
435046034348466176,Positive,36
435046034348466176,Positive,36
435046091617099776,Neutral,36
435046125859381248,Neutral,36
435046302670675968,Neutral,36
435046412183539712,Positive,36
435046772793425921,Neutral,36
435046869270790144,Positive,36
435046940087418880,Neutral,36
435046985885024256,Negative,36
435047130584317952,Positive,36
435047144291303424,Neutral,36
435047187685605376,Neutral,36
435047198485909504,Neutral,36
435047288180707330,Negative,36
435047419412492288,Negative,36
435047549934637057,Positive,36
435047640728760322,Neutral,36
435047801794596864,Neutral,36
435047941896953856,Negative,36
435048087044640768,Positive,36
435048087044640768,Neutral,36
435048142523084800,Neutral,36
435048142523084800,Negative,36
435048162936356865,Neutral,36
435048404285415424,Negative,36
435048593184276480,Neutral,36
435048648284831745,Neutral,36
435048931412955136,Positive,36
435049054436093952,Neutral,36
435049147180548096,Neutral,36
435049147180548096,Neutral,36
435049367045554176,Neutral,36
435049415293030400,Negative,36
435049458242695168,Neutral,36
435049559694508032,Positive,36
435049619241062400,Neutral,36
435049688203411456,Positive,36
435049774782644224,Negative,36
435049809360486400,Positive,36
435049993263923201,Negative,36
435050082296401920,Positive,36
435050210641707011,Neutral,36
435050343291187200,Positive,36
435050566587514880,Negative,36
435050601391878144,Neutral,36
435050640109486080,Negative,36
435050653912559616,Neutral,36
435050928082014208,Positive,36
435050928082014208,Positive,36
435051010974031872,Neutral,36
435051010974031872,Neutral,36
435051085724516352,Neutral,36
435051349554647041,Neutral,36
435051349554647041,Neutral,36
435051519445336064,Positive,36
435051661028245504,Neutral,36
435051826006601728,Neutral,36
435051834462330880,Neutral,36
435052103766405120,Negative,36
435052298143023104,Positive,36
435052366111715328,Positive,36
435052493714632704,Neutral,36
435052561310035968,Neutral,36
435052777086017536,Neutral,36
435052897366073344,Positive,36
435052907768348672,Neutral,36
435052909718679552,Positive,36
435052909718679552,Positive,36
435053242389913600,Positive,36
435053517817253888,Neutral,36
435053782431723520,Positive,36
435053912601927680,Positive,36
435054350243987456,Neutral,36
435054557702283264,Positive,36
435054775764537344,Neutral,36
435054959713742850,Neutral,36
435055009311772672,Neutral,36
435055149586059264,Positive,36
435055149586059264,Negative,36
435055233262039040,Neutral,36
435055233262039040,Neutral,36
435055397058404352,Neutral,36
435055435465228288,Neutral,36
435055435465228288,Positive,36
435055496127844352,Neutral,36
435055544202579968,Negative,36
435055698968604672,Neutral,36
435055811912826880,Neutral,36
435056030415073280,Neutral,36
435056142788468736,Neutral,36
435056167426203648,Negative,36
435056206093094912,Neutral,36
435056499316887552,Neutral,36
435056499316887552,Negative,36
435056661716553728,Positive,36
435057304191254528,Neutral,36
435057455677341696,Positive,36
435057537394941952,Positive,36
435057585470078976,Neutral,36
435057672925097984,Neutral,36
435057834431352832,Neutral,36
435057834431352832,Neutral,36
435057906409824256,Neutral,36
435058027948171264,Neutral,36
435058179341561857,Neutral,36
435058267937865728,Negative,36
435058556396912640,Negative,36
435058660692078592,Positive,36
435058828942770176,Positive,36
435058875377516544,Neutral,36
435058875377516544,Neutral,36
435058987692593152,Positive,36
435059046966906880,Neutral,36
435059099592835072,Neutral,36
435059272582725632,Positive,36
435059419911839745,Positive,36
435059876067155968,Neutral,36
435060220986155009,Negative,36
435060340007899137,Positive,36
435060340007899137,Positive,36
435060382492016642,Positive,36
435060458433675264,Positive,36
435060587778035713,Positive,36
435060619168190465,Negative,36
435060787242340353,Positive,36
435060959028461570,Positive,36
435061020135272449,Negative,36
435061020135272449,Negative,36
435061057963696128,Neutral,36
435061110409281537,Positive,36
435061110409281537,Positive,36
435061213915910144,Neutral,36
435061436881338368,Neutral,36
435061489771507712,Neutral,36
435061543336955904,Neutral,36
435061695833051136,Positive,36
435062060674985984,Positive,36
435062150189813760,Positive,36
435062196276854784,Positive,36
435062280733343744,Neutral,36
435062303751700480,Neutral,36
435062390674448384,Negative,36
435062474292101120,Neutral,36
435062502003466241,Positive,36
435062515614371840,Neutral,36
435062597604634624,Neutral,36
435062614700208128,Negative,36
435062714491490304,Neutral,36
435062846360408065,Positive,36
435062970058432512,Neutral,36
435063249898577920,Negative,36
435063317259124736,Positive,36
435063423169085440,Neutral,36
435063644557434881,Negative,36
435063711540469761,Positive,36
435063761310076928,Neutral,36
435063780683567104,Positive,36
435063838904713216,Neutral,36
435063902725214208,Neutral,36
435064020933304321,Neutral,36
435064089338195968,Neutral,36
435064285082173440,Negative,36
435064285082173440,Negative,36
435064474018787328,Neutral,36
435064560371113984,Neutral,36
435064695410929665,Neutral,36
435064760540073985,Neutral,36
435065137524137984,Neutral,36
435065497777086464,Negative,36
435065830632857600,Neutral,36
435066172414099456,Neutral,36
435066278630666240,Neutral,36
435066278630666240,Neutral,36
435066322637291520,Positive,36
435066463955980288,Positive,36
435066678016491520,Positive,36
435066834799194113,Positive,36
435066834799194113,Positive,36
435066925430099968,Negative,36
435067006631829504,Positive,36
435067268499009536,Positive,36
435067268499009536,Positive,36
435067431862931456,Positive,36
435067777133449217,Neutral,36
435068045384777729,Positive,36
435068314814271488,Neutral,36
435068603441098752,Neutral,36
435068748735995904,Positive,36
435068886011379712,Positive,36
435068886011379712,Positive,36
435068964281282561,Negative,36
435069235057131520,Positive,36
435069332813795328,Neutral,36
435069359942160386,Negative,36
435069516075126785,Negative,36
435069587118637056,Positive,36
435069705611911169,Negative,36
435069705611911169,Negative,36
435069812260487168,Neutral,36
435069884457029632,Positive,36
435069978325557248,Positive,36
435070003449434112,Neutral,36
435070037943406592,Neutral,36
435070124274774016,Positive,36
435070124274774016,Positive,36
435070218294292480,Positive,36
435070238124568576,Neutral,36
435070587342688256,Neutral,36
435070636655128576,Neutral,36
435070865899024384,Neutral,36
435070968432975872,Positive,36
435071126788902912,Neutral,36
435071193218301952,Neutral,36
435071306120572928,Positive,36
435071463171706881,Neutral,36
435071463171706881,Neutral,36
435071778357260288,Positive,36
435071778357260288,Positive,36
435071833348780032,Positive,36
435072031374467072,Neutral,36
435072170885410816,Negative,36
435072256528891904,Neutral,36
435072290087534592,Negative,36
435072290087534592,Neutral,36
435072325948809216,Negative,36
435072492873719808,Neutral,36
435072591238549504,Positive,36
435072673463693312,Neutral,36
435072816862728192,Neutral,36
435073096706711552,Negative,36
435073148732837889,Neutral,36
435073190508105729,Positive,36
435073190508105729,Positive,36
435073325728284672,Positive,36
435073464995938304,Neutral,36
435073487083155456,Positive,36
435073661545238528,Neutral,36
435073694927708160,Positive,36
435073717845364736,Positive,36
435073717845364736,Positive,36
435073798707376128,Negative,36
435073798707376128,Negative,36
435074010075103233,Negative,36
435074188445884416,Neutral,36
435074391756775424,Neutral,36
